RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
0.0000;0.0000;0.0000;31.2122;88.9449;221.4766;86.0502;88.9384;549.4837
-0.1430;-0.1997;0.0976;31.2590;89.0047;221.4766;86.1107;88.9384;549.4632
-0.3294;-0.4504;0.2494;31.3309;89.1014;221.4728;86.1801;88.9384;549.4619
-0.5331;-0.7879;0.4991;31.3590;89.2721;221.4667;86.3111;88.7360;549.4597
-0.7710;-1.2217;0.7891;31.3590;89.4009;221.4728;86.4494;88.4620;549.4579
-1.0602;-1.8034;1.2418;31.3590;89.6304;221.4881;86.6726;87.9378;549.4579
-1.4396;-2.5415;1.8000;31.2113;90.0132;221.4984;87.0141;87.0938;549.4579
-1.8523;-3.4904;2.5890;31.0178;90.2429;221.5259;87.2852;86.4599;549.4579
-2.3175;-4.6747;3.5754;30.6301;90.7290;221.7029;87.6625;85.5468;549.4616
-2.8180;-6.0867;4.7878;30.1666;91.1879;221.9555;87.9461;84.8466;549.5442
-3.4060;-7.7265;6.2109;29.6000;91.5978;222.2849;88.1271;84.5851;549.7203
-4.0777;-9.6111;7.8041;28.9791;91.9243;222.6349;88.1271;84.5851;550.0092
-4.9201;-11.6535;9.4869;28.2744;92.1774;223.0424;88.1271;84.5851;550.4045
-5.9366;-14.0039;11.3142;27.5248;92.1774;223.4647;88.0460;84.9678;550.8358
-7.1075;-16.6271;13.1773;26.6743;92.1774;223.8942;88.0460;85.3041;551.2934
-8.5414;-19.6093;15.3506;25.7534;92.1581;224.3775;88.0460;85.6291;551.6809
-10.0887;-23.0294;17.7686;24.6958;91.8947;224.9294;88.1316;85.7721;552.0461
-11.7966;-26.8292;20.4428;23.4649;91.3592;225.5013;88.3373;85.8465;552.3676
-13.4945;-31.2269;23.4051;22.0509;90.5899;226.1035;88.6298;86.0050;552.6364
-15.2671;-36.1586;26.6040;20.4710;89.5938;226.7394;88.9309;86.2515;552.9291
