pred-x;pred-y;pred-z;real-x;real-y;real-z
678.49365234375;156.4788055419922;-196.892822265625;671.9402;168.4642;-166.6197
896.4658203125;130.80990600585938;-20.202199935913086;805.4852;122.6965;-97.9783
720.836181640625;70.04816436767578;-91.92818450927734;693.6991;8.2967;-87.4832
603.6262817382812;227.94947814941406;58.46080017089844;707.6673;238.0021;106.0172
908.2598876953125;48.136329650878906;-83.5472640991211;844.7766;45.029;-112.0359
632.0599365234375;92.78939056396484;-60.4100341796875;510.3614;27.7634;-75.3797
600.0084838867188;97.53295135498047;-104.58976745605469;466.5683;55.2304;-49.8231
794.3298950195312;284.4974365234375;-374.021240234375;782.9335;425.6644;-346.6054
870.78955078125;51.26651382446289;-162.14707946777344;803.7827;38.9904;-125.6871
945.9887084960938;164.45323181152344;-20.00315284729004;886.9858;157.3141;-10.8086
935.6447143554688;250.22564697265625;50.013370513916016;864.7407;230.5452;124.9121
633.0001831054688;369.826904296875;129.31094360351562;496.1843;329.3803;114.6031
900.7122802734375;107.14742279052734;-63.34815216064453;935.0561;75.4874;-23.1247
548.4397583007812;60.794769287109375;-90.5545883178711;418.7884;29.6687;-39.1965
819.1672973632812;252.3341064453125;-95.00688171386719;810.1097;259.56;-62.2756
583.1500244140625;97.80406951904297;-269.2695007324219;536.275;34.7914;-283.6788
643.1436157226562;-54.1328010559082;-193.16848754882812;505.5719;-84.5687;-147.0609
665.2380981445312;86.4743423461914;-125.98751068115234;523.9251;32.0107;-42.1309
854.6544189453125;64.36634063720703;-18.59615707397461;808.0039;-3.0193;6.8638
735.2128295898438;26.021390914916992;-104.5312728881836;673.3616;-63.6307;-95.2342
632.2340087890625;151.78921508789062;-155.82943725585938;479.495;63.7485;-151.3751
984.9360961914062;11.10714340209961;-126.14347839355469;988.0507;-53.9824;-73.6573
829.2513427734375;-9.532173156738281;-113.50459289550781;787.5104;-30.1262;-55.5293
633.3212890625;12.998466491699219;-57.639198303222656;497.7367;-17.4036;-14.5866
700.3261108398438;72.87688446044922;-103.22132110595703;594.3526;34.1933;-44.578
779.9829711914062;105.86466217041016;-58.82780456542969;731.1511;-39.0446;-28.3297
908.0946044921875;173.37286376953125;60.51337432861328;823.6082;167.1787;113.6411
1071.6656494140625;89.97242736816406;-5.945775032043457;1004.7357;71.3067;-13.553
1058.4898681640625;4.835232257843018;-21.018924713134766;998.297;-4.195;-59.6114
824.87451171875;34.96931076049805;-199.87879943847656;763.1965;-2.7367;-139.9768
508.9993591308594;92.30681610107422;-263.55877685546875;414.7924;-13.9306;-338.3617
653.6100463867188;110.41324615478516;-68.29312896728516;469.1617;44.095;-31.4396
972.6704711914062;132.7714080810547;-134.2643280029297;936.5326;130.4736;-104.1787
619.8936157226562;168.11843872070312;-78.97662353515625;637.9885;98.4596;-195.1646
755.1714477539062;189.09693908691406;-231.60372924804688;751.3102;166.0938;-217.0996
901.0108032226562;115.81555938720703;-111.63262176513672;946.7793;107.7382;-95.514
614.4866943359375;-89.80770111083984;-171.6770782470703;515.6455;-140.4465;-158.4592
576.9163208007812;270.7348937988281;-36.171817779541016;460.1937;239.096;25.9527
680.7901611328125;285.6660461425781;58.349098205566406;700.7912;253.8399;24.9101
768.5100708007812;160.76438903808594;-246.82533264160156;680.7118;188.7617;-233.0688
896.096435546875;57.54682540893555;-25.640783309936523;784.6697;55.0943;-15.0367
807.0418090820312;76.89937591552734;-34.28197479248047;706.0018;54.9984;-36.9883
739.0048828125;308.51129150390625;197.8646240234375;656.5394;359.058;121.388
766.1257934570312;175.09429931640625;-175.2799072265625;629.0327;93.163;-114.0239
708.8433837890625;147.18016052246094;-238.6835479736328;647.7727;172.4332;-186.7541
855.4592895507812;55.121883392333984;-54.43899154663086;801.7374;10.2478;-19.0661
820.3558349609375;83.07926940917969;-311.5368957519531;785.7624;-14.3409;-308.8699
624.5631713867188;145.298095703125;276.1452331542969;674.7014;143.6833;299.1765
749.484619140625;64.2389907836914;-154.32272338867188;682.5864;35.3994;-138.4823
758.6136474609375;195.09161376953125;-13.07033634185791;655.5612;117.8516;26.7287
973.0157470703125;206.79759216308594;-44.23491287231445;948.2701;190.7815;-32.3829
750.4942016601562;236.47866821289062;58.344573974609375;741.7235;214.5357;139.3672
851.7163696289062;79.1716079711914;-100.9102554321289;798.6979;84.3221;-73.0058
739.0209350585938;149.03256225585938;-64.63862609863281;541.162;60.0179;3.2399
773.283203125;204.8642120361328;-54.08982849121094;577.7917;155.8645;14.2194
640.764404296875;153.11944580078125;-142.63755798339844;573.8092;0.9605;-167.4687
337.5661315917969;-257.52703857421875;28.28464126586914;251.2259;-483.5108;-201.6713
610.7111206054688;-20.71634292602539;-12.389778137207031;606.0657;5.7129;-17.6416
848.4122314453125;211.71249389648438;82.45777130126953;780.8687;218.4831;102.7172
666.827880859375;284.6060791015625;287.7119140625;755.8953;256.8546;284.6862
634.6243896484375;75.34030151367188;-38.78093719482422;514.3988;-11.4399;-64.0446
364.4606628417969;344.61248779296875;-14.762524604797363;223.6919;391.2093;-17.5864
370.4554443359375;218.69317626953125;256.4385681152344;513.9061;217.5537;218.9494
903.8936157226562;96.02594757080078;-126.2813949584961;820.7996;74.7541;-75.523
637.7033081054688;133.9927520751953;-68.72859954833984;588.7893;86.168;-42.2096
560.4231567382812;-73.48896026611328;-164.26861572265625;429.9466;-207.067;-69.1943
969.6835327148438;26.15838623046875;-63.394142150878906;1021.5209;2.6475;-67.3005
1044.53271484375;75.24508666992188;-24.1608829498291;966.022;53.8478;-50.0612
819.4484252929688;189.57252502441406;-101.42555236816406;701.1928;142.1028;-27.4373
615.2682495117188;352.9245910644531;129.78106689453125;477.6984;214.0517;68.9059
751.637939453125;101.44993591308594;-189.25424194335938;808.6575;35.2825;-135.4507
910.4529418945312;83.54303741455078;-122.8994369506836;886.295;68.8012;-90.598
869.015625;92.30281066894531;-48.8469123840332;692.8636;50.3218;-9.8601
1031.361083984375;97.27147674560547;-21.31212615966797;871.1283;35.0129;-37.3071
614.9102783203125;154.53399658203125;-59.68196487426758;462.1279;102.6473;-9.2605
850.3187866210938;-13.948420524597168;-13.595222473144531;771.5623;32.8542;-8.4174
596.6290283203125;192.00494384765625;-253.5513153076172;630.1178;208.8675;-203.7367
1080.1082763671875;41.59931564331055;-42.898372650146484;998.2731;39.8549;-55.2147
1075.9957275390625;135.215576171875;-127.24346160888672;982.7672;75.3069;-84.4984
880.1159057617188;82.14068603515625;-127.2875747680664;919.2857;37.5871;-94.5253
1022.5380859375;75.82633972167969;-22.396442413330078;1030.1964;-5.8469;-15.8656
967.4237060546875;75.3344497680664;-8.473214149475098;832.8044;79.247;-12.6081
777.63818359375;131.8683624267578;42.98252868652344;599.3234;72.4984;42.1186
728.1402587890625;26.237180709838867;-203.60206604003906;608.1321;-80.1105;-185.433
1112.4727783203125;106.39904022216797;-25.38033103942871;1014.3539;44.4705;-24.5136
804.1653442382812;-3.115463972091675;-189.52381896972656;805.0083;-70.7729;-199.663
739.1893920898438;74.2267837524414;-168.7547607421875;703.1667;-34.5198;-153.2805
987.9169921875;56.01365280151367;-34.86461639404297;900.5791;72.4516;-27.843
757.015625;104.59973907470703;-239.71604919433594;677.9399;72.0518;-157.017
854.3309326171875;203.3533172607422;226.30130004882812;849.1578;127.9341;12.3376
359.85260009765625;-80.31226348876953;-80.78568267822266;342.3046;-447.5521;-491.9617
755.416015625;299.5009765625;89.72977447509766;487.7929;324.5408;50.0375
995.685791015625;140.5987548828125;23.998918533325195;1013.7902;159.2246;-2.7758
310.7132263183594;148.38525390625;390.0257568359375;389.4873;89.6453;314.9633
850.9850463867188;160.41502380371094;-86.7295150756836;714.1679;139.5819;-30.8892
791.2097778320312;224.08724975585938;30.830331802368164;697.4552;258.4065;79.1154
414.87579345703125;170.1314239501953;397.390380859375;585.0089;170.4562;422.2001
670.9852905273438;119.93342590332031;-119.80221557617188;571.6447;78.2203;-61.9864
877.2200317382812;83.1152572631836;-95.15302276611328;809.61;80.762;-55.0044
926.3770751953125;80.1576156616211;-90.49620819091797;772.8246;52.6275;-68.4958
649.85205078125;177.67942810058594;-133.6324920654297;618.6217;168.9721;-63.9323
681.45556640625;226.02099609375;-45.6148567199707;568.6809;228.6109;1.4627
685.6738891601562;143.1890869140625;-185.3211669921875;514.6348;92.727;-111.1906
862.2567138671875;116.03378295898438;-81.35446166992188;896.368;34.7386;-60.9195
821.8179321289062;152.457275390625;118.88656616210938;761.5562;61.5079;108.175
840.7785034179688;119.52580261230469;-12.40759563446045;724.808;81.3049;26.3421
944.6743774414062;130.12254333496094;-95.2435531616211;824.5651;133.0113;-88.8716
955.018310546875;56.98253631591797;-49.88622283935547;870.164;42.2022;-72.6298
979.373291015625;68.0274887084961;-109.97942352294922;928.2462;34.4129;-60.1471
278.3694763183594;-151.42372131347656;133.10943603515625;406.9254;-304.5965;-57.7728
1022.94677734375;125.99285888671875;-64.83325958251953;963.7364;96.0478;-73.3691
993.8965454101562;141.9639434814453;-35.976558685302734;883.9171;103.1895;-0.2168
829.199462890625;231.8379669189453;244.04962158203125;727.6885;107.2612;172.5981
755.6829223632812;199.51809692382812;31.695606231689453;669.7247;186.163;32.4954
985.0928344726562;200.6692352294922;-22.155494689941406;906.3972;133.9115;11.8668
569.95849609375;-122.56649017333984;8.725523948669434;426.151;-225.3878;1.4185
861.463134765625;145.80987548828125;-126.35841369628906;903.1097;169.4601;-127.1808
803.6048583984375;176.5667724609375;-69.04357147216797;682.9858;183.6169;-1.1947
947.5556640625;79.1286849975586;-19.4620304107666;820.9187;46.6399;-7.8517
674.0532836914062;38.044437408447266;-208.7739715576172;628.7329;-57.5553;-187.6486
773.1897583007812;44.24671173095703;-52.80437088012695;656.0346;45.6313;-14.6993
994.9249267578125;89.03389739990234;-109.8717269897461;934.2364;65.6592;-97.1334
1106.5665283203125;-1.8763853311538696;-26.061870574951172;1106.5468;-23.5103;-65.7926
957.3467407226562;75.52362823486328;-32.16423416137695;937.5093;39.7942;-68.7121
744.1807250976562;131.0506134033203;-102.97595977783203;816.9019;37.1621;-72.8422
977.94921875;99.271240234375;11.857837677001953;811.1007;103.8391;-1.1093
625.7949829101562;24.724491119384766;-183.76754760742188;543.6569;-20.3558;-140.2854
941.9102172851562;125.29606628417969;-119.9296646118164;883.5853;84.1967;-113.2599
892.9678344726562;68.64114379882812;-131.58135986328125;831.1107;8.4893;-94.3671
695.18408203125;107.26468658447266;-354.7114562988281;630.8532;5.6235;-251.7599
760.4497680664062;257.3415222167969;-9.540912628173828;651.4201;207.515;36.4673
938.0769653320312;204.79750061035156;8.0402250289917;873.7654;234.2094;42.9685
829.5162963867188;69.41499328613281;-142.28054809570312;810.7782;-19.5298;-115.5162
1037.0203857421875;67.48774719238281;-87.781494140625;1037.7327;58.5019;-88.9855
774.762451171875;-13.9029541015625;-72.05731964111328;679.3522;-77.1883;-23.2235
881.5580444335938;-15.065407752990723;-34.0549201965332;864.1715;1.8215;-53.3214
747.560791015625;200.99740600585938;-157.73451232910156;791.8874;244.4738;-150.419
1060.76171875;71.39421844482422;-11.787028312683105;1075.9572;27.3671;-47.0917
635.9202270507812;75.55289459228516;-76.79447174072266;485.8148;63.287;-39.1746
768.9883422851562;140.0581512451172;66.48104095458984;876.897;149.1337;107.2673
687.2733764648438;59.39322280883789;-136.7484893798828;541.2918;41.7701;-82.9701
974.9888916015625;73.03094482421875;-50.88106918334961;1007.6861;-3.2195;-80.5459
448.5033874511719;6.817378520965576;8.59355354309082;470.1017;-18.031;-25.5438
141.58009338378906;-112.57526397705078;361.2117919921875;32.665;-437.2595;107.3827
641.3365478515625;114.86629486083984;-222.4389190673828;595.3922;66.1013;-160.2203
