XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-487.6215;290.9807;904.1386;-452.1766;379.3510;1128.3459;-408.2435;371.9578;1456.9660
-487.6215;291.6178;903.8916;-452.0830;379.7248;1128.2725;-408.2122;372.0331;1456.8484
-487.5621;292.4584;903.7645;-451.9807;380.0867;1128.1922;-408.1989;372.1165;1456.7446
-487.5621;293.0758;903.6410;-451.8678;380.4393;1128.1004;-408.1793;372.2071;1456.6269
-487.5621;293.7859;903.5033;-451.7807;380.7794;1127.9934;-408.1430;372.2668;1456.5093
-487.5799;294.4597;903.3880;-451.6863;381.1531;1127.9558;-408.1077;372.3270;1456.4024
-487.7031;295.0917;903.1548;-451.5971;381.4967;1127.9119;-408.0701;372.4316;1456.2984
-487.7797;295.8319;903.0364;-451.5189;381.8505;1127.8457;-408.0347;372.4896;1456.2141
-487.8056;296.5098;902.8975;-451.4535;382.1960;1127.7631;-407.9897;372.4952;1456.1246
-487.8056;297.2132;902.7399;-451.4027;382.5404;1127.7302;-407.9368;372.4952;1456.0411
-487.8791;297.8793;902.5713;-451.3191;382.8898;1127.7237;-407.8931;372.4952;1455.9748
-487.8803;298.5998;902.4344;-451.2621;383.2397;1127.6971;-407.8404;372.4407;1455.9195
-487.9128;299.2761;902.3074;-451.2073;383.5590;1127.6578;-407.7822;372.3814;1455.8673
-487.9128;299.9537;902.1888;-451.1732;383.8555;1127.6128;-407.7243;372.3681;1455.8137
-487.9532;300.6325;902.0519;-451.1342;384.1746;1127.6054;-407.6711;372.3681;1455.7641
-488.0054;301.2936;901.8997;-451.0980;384.4736;1127.5548;-407.5885;372.3681;1455.6574
-488.0447;301.9500;901.7850;-451.0583;384.7840;1127.5247;-407.5379;372.4122;1455.5931
-488.0839;302.5606;901.7038;-451.0329;385.0909;1127.5137;-407.5073;372.4360;1455.5522
-488.1469;303.2267;901.5378;-451.0300;385.3744;1127.4699;-407.4638;372.4487;1455.4935
-488.2238;303.8594;901.3692;-451.0058;385.6445;1127.4288;-407.4241;372.4487;1455.4359
-488.2675;304.4197;901.2994;-450.9801;385.8960;1127.3717;-407.3724;372.4487;1455.3688
-488.3642;305.0504;901.1221;-450.9801;386.1571;1127.3262;-407.3084;372.4129;1455.3021
-488.4284;305.5956;901.0171;-450.9801;386.4095;1127.3045;-407.2189;372.3488;1455.2261
-488.5393;306.1239;900.9441;-451.0220;386.5606;1127.0157;-407.0880;372.1467;1455.0976
-488.5936;306.6888;900.7535;-451.0700;386.7120;1126.8583;-406.9864;372.0354;1455.0016
-488.6669;307.2031;900.6130;-451.0982;386.8688;1126.7507;-406.8981;372.0048;1454.9124
-488.7251;307.6362;900.5313;-451.1010;387.0417;1126.6689;-406.8323;372.0048;1454.8380
-488.8118;308.1081;900.3857;-451.1010;387.2218;1126.5906;-406.7524;372.0048;1454.7521
-488.9152;308.5792;900.2506;-451.1010;387.3935;1126.5292;-406.6822;372.0346;1454.6692
-489.0039;308.9750;900.1631;-451.0967;387.5663;1126.4817;-406.6026;372.0854;1454.5854
-489.0708;309.3119;900.1293;-451.0764;387.7197;1126.4468;-406.5200;372.0854;1454.5093
-489.1936;309.6724;900.0387;-451.0541;387.8653;1126.4206;-406.4125;372.0854;1454.4200
-489.3299;309.9894;900.0387;-451.0086;388.0068;1126.3939;-406.3241;372.0353;1454.3610
-489.5015;310.2294;900.0387;-450.9317;388.1628;1126.3690;-406.2722;371.9617;1454.3610
-489.7345;310.2294;900.1254;-450.8067;388.3408;1126.3690;-406.2454;371.8368;1454.3610
-490.0120;310.2294;900.3781;-450.6543;388.5590;1126.3690;-406.2137;371.5967;1454.3863
-490.3450;310.0140;900.7799;-450.6543;388.8464;1126.4933;-406.1579;371.2147;1454.4451
-490.6384;309.4173;901.3935;-450.6543;389.2185;1126.7532;-406.0323;370.7134;1454.5020
-490.9140;308.4677;902.2164;-450.9079;389.6673;1127.1134;-405.8303;370.1520;1454.5687
-491.1213;307.0951;903.2847;-451.5161;390.0266;1127.3740;-405.5997;370.1520;1454.6342
-491.2783;305.3498;904.5376;-452.1259;390.3229;1127.7574;-405.5997;370.1520;1454.8761
-491.2783;303.0949;905.9909;-452.7814;390.4813;1128.1058;-405.5997;370.3362;1455.2841
-491.2783;300.2607;907.6523;-453.4642;390.4813;1128.4304;-405.8594;370.5280;1455.9082
-491.0480;296.7394;909.6410;-454.1291;390.4813;1128.7665;-406.1640;370.5280;1456.6728
-490.6476;292.4967;911.9311;-454.8397;390.2892;1129.1034;-406.1640;370.5280;1457.3890
-490.1616;287.5636;914.5132;-455.6233;389.9461;1129.4741;-406.1640;369.7324;1457.9851
-489.6103;281.9696;917.4288;-456.5012;389.3827;1129.8265;-405.9807;368.8428;1458.4330
-488.9764;275.6626;920.7285;-457.5429;388.6068;1130.2207;-405.5813;368.0456;1458.7653
-488.2590;268.6427;924.3057;-458.6859;387.4851;1130.4755;-405.1984;368.0456;1459.0536
-487.3428;261.0307;928.0195;-459.8274;386.1350;1130.6982;-404.8838;368.0456;1459.3723
-486.2622;252.6783;932.5346;-460.9326;384.5664;1130.8779;-404.6349;368.4922;1459.6958
-484.9219;243.6909;937.5737;-461.9406;382.7469;1131.0160;-404.5137;369.4875;1460.0456
-483.3105;234.1516;943.2317;-462.9698;380.6204;1131.0160;-404.5137;370.9038;1460.3222
-481.3309;224.2067;949.4273;-464.2444;377.5630;1131.0160;-404.5137;372.9162;1460.3585
-479.0187;213.9395;956.3018;-464.8231;374.9903;1130.8250;-404.5834;375.5348;1460.5453
-476.3595;203.4593;963.8467;-465.4834;371.7374;1130.8250;-404.5834;378.2153;1460.5453
-473.4201;192.9012;972.1109;-466.1925;368.3565;1130.8250;-404.5834;380.2436;1460.5453
-470.2520;182.1868;980.9640;-466.9353;364.7872;1130.9384;-404.2795;382.1694;1460.2273
