LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
12.7533;193.0181;855.1903;-25.8381;272.6720;1047.0495;-36.2319;272.5212;1313.3118
12.7412;193.0417;855.2013;-25.8652;272.6847;1047.0546;-36.1263;272.6210;1313.4002
12.7292;193.0654;855.2123;-25.8923;272.6975;1047.0597;-36.0206;272.7208;1313.4886
12.7172;193.0890;855.2233;-25.9193;272.7102;1047.0648;-35.9150;272.8206;1313.5770
12.7051;193.1127;855.2343;-25.9464;272.7230;1047.0699;-35.8094;272.9204;1313.6654
12.6931;193.1363;855.2452;-25.9735;272.7358;1047.0750;-35.7038;273.0202;1313.7538
12.6811;193.1600;855.2562;-26.0006;272.7485;1047.0801;-35.5982;273.1200;1313.8422
12.6634;193.1799;855.2650;-26.0271;272.7615;1047.0843;-35.4990;273.2093;1313.9237
12.6362;193.1942;855.2660;-26.0532;272.7739;1047.0882;-35.4000;273.3031;1314.0040
12.6152;193.2119;855.2649;-26.0834;272.7866;1047.0885;-35.2985;273.3944;1314.0854
12.5898;193.2295;855.2631;-26.1150;272.7994;1047.0876;-35.3166;273.4295;1314.0870
12.5670;193.2499;855.2577;-26.1453;272.8120;1047.0855;-35.3389;273.4595;1314.0863
12.5431;193.2684;855.2483;-26.1765;272.8264;1047.0836;-35.3576;273.4869;1314.0858
12.5147;193.2867;855.2327;-26.2086;272.8444;1047.0879;-35.3848;273.5067;1314.0798
12.4881;193.3065;855.2211;-26.2442;272.8619;1047.0869;-35.4236;273.5097;1314.0674
12.4582;193.3271;855.2085;-26.2738;272.8747;1047.0830;-35.4709;273.4990;1314.0504
12.4350;193.3511;855.1969;-26.3019;272.8853;1047.0758;-35.5499;273.4610;1314.0145
12.4070;193.3711;855.1777;-26.3296;272.8956;1047.0687;-35.6325;273.4170;1313.9770
12.3744;193.3869;855.1574;-26.3531;272.9051;1047.0646;-35.7199;273.3636;1313.9375
12.3526;193.4101;855.1394;-26.3766;272.9119;1047.0578;-35.8063;273.3043;1313.8999
12.3223;193.4256;855.1195;-26.3964;272.9176;1047.0537;-35.9003;273.2429;1313.8600
12.2897;193.4414;855.1022;-26.4169;272.9243;1047.0500;-35.9962;273.1748;1313.8200
12.2757;193.4732;855.0968;-26.4364;272.9290;1047.0460;-36.0931;273.1008;1313.7802
12.2675;193.5102;855.0907;-26.4584;272.9327;1047.0394;-36.1853;273.0233;1313.7449
12.2600;193.5466;855.0872;-26.4804;272.9378;1047.0367;-36.2766;272.9412;1313.7119
12.2531;193.5846;855.0888;-26.5061;272.9429;1047.0333;-36.3639;272.8599;1313.6819
12.2473;193.6196;855.0939;-26.5354;272.9485;1047.0287;-36.4377;272.7815;1313.6604
12.2453;193.6606;855.0954;-26.5616;272.9546;1047.0289;-36.5103;272.7085;1313.6407
12.2427;193.7020;855.0951;-26.5961;272.9606;1047.0251;-36.5706;272.6459;1313.6276
12.2352;193.7419;855.0899;-26.6406;272.9473;1047.0168;-36.5917;272.6128;1313.6377
12.2319;193.7860;855.0862;-26.6857;272.9329;1047.0093;-36.6059;272.5850;1313.6538
12.2310;193.8304;855.0730;-26.7354;272.9195;1047.0018;-36.6139;272.5592;1313.6759
12.2296;193.8767;855.0695;-26.7868;272.9086;1046.9984;-36.6236;272.5362;1313.6994
12.2340;193.9303;855.0622;-26.8426;272.8997;1046.9953;-36.6290;272.5105;1313.7271
12.2537;193.9963;855.0731;-26.8998;272.8907;1046.9926;-36.6316;272.4916;1313.7581
12.2488;194.0472;855.0718;-26.9527;272.8845;1046.9989;-36.5642;272.4850;1313.8262
12.2379;194.0912;855.0709;-27.0051;272.8789;1047.0062;-36.4993;272.4827;1313.8937
12.2277;194.1368;855.0692;-27.0587;272.8725;1047.0113;-36.4746;272.4676;1313.9388
12.2176;194.1813;855.0642;-27.1104;272.8670;1047.0180;-36.4495;272.4538;1313.9848
12.2167;194.2361;855.0663;-27.1604;272.8620;1047.0259;-36.4306;272.4402;1314.0273
12.2043;194.2782;855.0617;-27.2106;272.8579;1047.0335;-36.4124;272.4305;1314.0700
12.1934;194.3198;855.0563;-27.2580;272.8559;1047.0427;-36.4029;272.4180;1314.1081
12.1906;194.3653;855.0585;-27.2978;272.8769;1047.0576;-36.4008;272.4023;1314.1415
12.1838;194.4083;855.0624;-27.3398;272.9021;1047.0719;-36.4038;272.3922;1314.1707
12.1771;194.4544;855.0736;-27.3826;272.9301;1047.0840;-36.4192;272.3847;1314.1912
12.1695;194.4977;855.0799;-27.4241;272.9617;1047.0951;-36.4402;272.3829;1314.2075
12.1709;194.5471;855.0955;-27.4733;272.9850;1047.1007;-36.4616;272.3952;1314.2210
12.1585;194.5852;855.0897;-27.5243;273.0102;1047.1049;-36.4872;272.4109;1314.2305
12.1540;194.6279;855.0909;-27.5844;273.0362;1047.0996;-36.5874;272.4280;1314.1995
12.1442;194.6688;855.0894;-27.6448;273.0640;1047.0957;-36.6983;272.4493;1314.1610
12.1355;194.7126;855.0943;-27.7084;273.0933;1047.0878;-36.7797;272.4914;1314.1378
12.1244;194.7566;855.0977;-27.7735;273.1250;1047.0794;-36.8798;272.5326;1314.1038
12.0936;194.7895;855.0842;-27.8407;273.1591;1047.0693;-36.9966;272.5724;1314.0598
12.0639;194.8288;855.0775;-27.9112;273.1948;1047.0573;-37.0904;272.6338;1314.0306
12.0296;194.8658;855.0658;-27.9828;273.2309;1047.0441;-37.1502;272.7065;1314.0177
11.9923;194.9084;855.0559;-28.0558;273.2673;1047.0311;-37.2778;272.7808;1313.9881
11.9444;194.9497;855.0532;-28.1285;273.3025;1047.0177;-37.3981;272.8538;1313.9617
11.8987;195.0017;855.0569;-28.2015;273.3357;1047.0045;-37.4999;272.9345;1313.9453
11.8332;195.0432;855.0536;-28.2759;273.3671;1046.9920;-37.6457;273.0318;1313.8914
11.7611;195.0836;855.0433;-28.3455;273.4095;1046.9831;-37.8075;273.1131;1313.8311
11.6912;195.1358;855.0373;-28.4138;273.4527;1046.9770;-37.9488;273.1850;1313.7857
11.6099;195.1856;855.0263;-28.4799;273.4968;1046.9747;-38.0762;273.2432;1313.7510
11.5293;195.2411;855.0183;-28.5446;273.5420;1046.9776;-38.1914;273.2930;1313.7275
