RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-488.2283;302.5430;894.3321;-461.9104;387.2691;1119.3267;-418.2620;385.6272;1449.0493
-488.2078;302.5991;894.3994;-461.8846;387.2608;1119.3418;-418.2332;385.5365;1449.0652
-488.1874;302.6551;894.4666;-461.8587;387.2525;1119.3569;-418.2044;385.4458;1449.0812
-488.1669;302.7111;894.5339;-461.8329;387.2441;1119.3719;-418.1755;385.3551;1449.0971
-488.1465;302.7672;894.6011;-461.8070;387.2358;1119.3870;-418.1467;385.2644;1449.1130
-488.1260;302.8232;894.6684;-461.7812;387.2274;1119.4020;-418.1178;385.1738;1449.1289
-488.1056;302.8792;894.7356;-461.7554;387.2191;1119.4171;-418.0890;385.0831;1449.1448
-488.0850;302.9354;894.7938;-461.7290;387.2145;1119.4348;-418.0604;384.9899;1449.1617
-488.0658;302.9908;894.8550;-461.7004;387.2051;1119.4505;-418.0358;384.9039;1449.1792
-488.0621;303.0404;894.9064;-461.6726;387.1947;1119.4649;-418.0124;384.8194;1449.1961
-488.0584;303.0904;894.9568;-461.6435;387.1799;1119.4773;-417.9929;384.7415;1449.2132
-488.0656;303.1359;894.9989;-461.6139;387.1648;1119.4899;-417.9752;384.6642;1449.2306
-488.0771;303.1796;895.0337;-461.5853;387.1494;1119.5024;-417.9582;384.5865;1449.2474
-488.0905;303.2213;895.0651;-461.5580;387.1375;1119.5175;-417.9403;384.5031;1449.2639
-488.1017;303.2618;895.0924;-461.5312;387.1307;1119.5368;-417.9214;384.4129;1449.2801
-488.1093;303.3014;895.1136;-461.5045;387.1266;1119.5607;-417.9021;384.3178;1449.2965
-488.1172;303.3392;895.1236;-461.4780;387.1186;1119.5835;-417.8839;384.2225;1449.3122
-488.1228;303.3748;895.1237;-461.4493;387.1088;1119.6071;-417.8680;384.1286;1449.3277
-488.1254;303.4072;895.1222;-461.4234;387.0958;1119.6227;-417.8527;384.0321;1449.3412
-488.1266;303.4364;895.1166;-461.3986;387.0733;1119.6295;-417.8393;383.9391;1449.3529
-488.1251;303.4630;895.1084;-461.3747;387.0432;1119.6304;-417.8269;383.8469;1449.3634
-488.1247;303.4872;895.0934;-461.3518;387.0072;1119.6280;-417.8145;383.7536;1449.3726
-488.1250;303.5086;895.0727;-461.3308;386.9677;1119.6242;-417.8010;383.6558;1449.3807
-488.1229;303.5256;895.0514;-461.3149;386.9342;1119.6246;-417.7804;383.5398;1449.3868
-488.1201;303.5382;895.0248;-461.3016;386.9007;1119.6261;-417.7560;383.4140;1449.3910
-488.1158;303.5466;894.9952;-461.2924;386.8679;1119.6288;-417.7259;383.2750;1449.3920
-488.1090;303.5510;894.9638;-461.2844;386.8290;1119.6289;-417.6930;383.1314;1449.3901
-488.0994;303.5509;894.9310;-461.2764;386.7843;1119.6260;-417.6581;382.9836;1449.3862
-488.0855;303.5446;894.9029;-461.2679;386.7322;1119.6181;-417.6220;382.8347;1449.3802
-488.0700;303.5332;894.8743;-461.2576;386.6755;1119.6100;-417.5850;382.6842;1449.3742
-488.0509;303.5160;894.8508;-461.2446;386.6054;1119.5966;-417.5500;382.5411;1449.3675
-488.0324;303.4931;894.8223;-461.2254;386.5210;1119.5837;-417.5185;382.4087;1449.3618
-488.0130;303.4636;894.7922;-461.2050;386.4351;1119.5739;-417.4840;382.2688;1449.3556
-487.9903;303.4260;894.7646;-461.1830;386.3427;1119.5643;-417.4487;382.1291;1449.3485
-487.9610;303.3805;894.7457;-461.1630;386.2569;1119.5598;-417.4070;381.9720;1449.3401
-487.9287;303.3260;894.7296;-461.1425;386.1757;1119.5599;-417.3606;381.8001;1449.3317
-487.8924;303.2630;894.7174;-461.1158;386.0813;1119.5572;-417.3185;381.6382;1449.3252
-487.8543;303.1916;894.7107;-461.0838;385.9667;1119.5499;-417.2810;381.4902;1449.3202
-487.8112;303.1107;894.7119;-461.0460;385.8316;1119.5367;-417.2492;381.3572;1449.3179
-487.7698;303.0227;894.7146;-461.0052;385.6889;1119.5227;-417.2184;381.2257;1449.3184
-487.7289;302.9269;894.7185;-460.9642;385.5450;1119.5107;-417.1856;381.0909;1449.3211
-487.6879;302.8228;894.7209;-460.9215;385.3912;1119.4974;-417.1545;380.9617;1449.3263
-487.6395;302.7069;894.7351;-460.8774;385.2301;1119.4833;-417.1246;380.8371;1449.3336
-487.5907;302.5833;894.7502;-460.8345;385.0721;1119.4743;-417.0915;380.7068;1449.3423
-487.5385;302.4497;894.7710;-460.7952;384.9306;1119.4770;-417.0498;380.5565;1449.3517
-487.4861;302.3089;894.7939;-460.7577;384.7938;1119.4871;-417.0043;380.4014;1449.3614
-487.4316;302.1574;894.8206;-460.7190;384.6543;1119.5018;-416.9580;380.2491;1449.3728
-487.3778;301.9961;894.8476;-460.6779;384.4989;1119.5128;-416.9148;380.1136;1449.3856
-487.3222;301.8264;894.8816;-460.6381;384.3422;1119.5246;-416.8700;379.9792;1449.3998
-487.2675;301.6484;894.9164;-460.5957;384.1702;1119.5320;-416.8298;379.8637;1449.4152
-487.2118;301.4622;894.9541;-460.5549;384.0117;1119.5457;-416.7856;379.7401;1449.4320
