XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
14.2695;220.9671;891.9121;7.8897;305.8100;1132.2913;-22.7984;325.8143;1453.7020
14.2695;221.0497;891.8108;7.8897;305.7389;1132.2274;-22.8277;325.7009;1453.6351
14.2590;221.1054;891.6960;7.8786;305.6772;1132.1634;-22.8277;325.5746;1453.6084
14.2330;221.1487;891.6085;7.8525;305.6044;1132.0961;-22.8293;325.4442;1453.5679
14.2093;221.1697;891.5389;7.8187;305.5120;1132.0214;-22.8293;325.3332;1453.5283
14.1586;221.1697;891.4691;7.7711;305.4589;1131.9704;-22.8357;325.1732;1453.4961
14.0977;221.1697;891.4024;7.7344;305.3186;1131.8822;-22.8501;325.0855;1453.4358
14.0192;221.1238;891.3414;7.6762;305.2299;1131.8262;-22.8732;324.9590;1453.3982
13.9363;221.0568;891.2906;7.6189;305.1465;1131.7910;-22.9480;324.7946;1453.3332
13.8385;220.9645;891.2414;7.5646;305.0124;1131.7414;-22.9663;324.6702;1453.3004
13.7395;220.8558;891.1974;7.5107;304.8481;1131.6763;-22.9682;324.5724;1453.2619
13.6415;220.7324;891.1528;7.4521;304.6862;1131.6224;-22.9738;324.4730;1453.2202
13.5290;220.5867;891.1224;7.3807;304.5331;1131.5743;-22.9794;324.3668;1453.1857
13.4185;220.4339;891.0927;7.2958;304.3919;1131.5382;-22.9808;324.2630;1453.1622
13.2997;220.2562;891.0792;7.2017;304.2607;1131.5382;-22.9877;324.1333;1453.1545
13.1612;220.0694;891.0688;7.1183;304.1402;1131.5375;-23.0391;323.9837;1453.1363
13.0089;219.8567;891.0636;7.0189;304.0635;1131.5219;-23.0391;323.7878;1453.1303
12.8603;219.6377;891.0614;6.9562;303.8106;1131.5219;-23.0391;323.7201;1453.1267
12.7161;219.4028;891.0614;6.8893;303.5664;1131.4712;-23.0317;323.6459;1453.1164
12.5429;219.1351;891.0614;6.8183;303.3337;1131.4335;-23.0317;323.5599;1453.0893
12.3658;218.8633;891.0919;6.7592;303.0711;1131.4023;-23.0317;323.4621;1453.0749
12.1979;218.5976;891.1089;6.6963;302.8334;1131.3982;-23.0878;323.3427;1453.0210
12.0442;218.3278;891.1359;6.6468;302.5838;1131.3982;-23.0955;323.2087;1453.0210
11.8841;218.0418;891.1686;6.6155;302.3144;1131.3982;-23.1232;323.0684;1453.0139
11.7101;217.7387;891.1994;6.5633;302.1140;1131.4158;-23.1493;322.8798;1453.0210
11.5651;217.4432;891.2327;6.5071;301.9313;1131.4430;-23.2190;322.6570;1453.0219
11.4340;217.1639;891.2465;6.4631;301.6764;1131.4498;-23.2492;322.4806;1453.0400
11.3087;216.8655;891.2694;6.4204;301.5561;1131.4519;-23.2493;322.1824;1453.0400
11.1695;216.5804;891.3065;6.4204;301.2619;1131.4519;-23.3590;321.9906;1453.0400
11.0349;216.2930;891.3380;6.4204;300.8920;1131.4519;-23.3645;321.8241;1453.0224
10.9198;216.0086;891.3434;6.4579;300.5553;1131.4307;-23.5064;321.6625;1452.9386
10.8408;215.7305;891.3482;6.4924;300.2757;1131.4307;-23.6028;321.4540;1452.9386
