XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
NaN;NaN;NaN;-14.8045;335.9354;1168.7565;102.8986;-200.0226;1553.4696
NaN;NaN;NaN;-14.7899;335.9127;1168.7632;102.8776;-199.9124;1553.6722
NaN;NaN;NaN;-14.7832;335.8994;1168.7634;102.8727;-199.8731;1553.7671
NaN;NaN;NaN;-14.7754;335.8834;1168.7668;102.7774;-199.8362;1553.8986
NaN;NaN;NaN;-14.7613;335.8825;1168.7700;102.7160;-199.8362;1553.8986
NaN;NaN;NaN;-14.7475;335.8825;1168.7753;102.4486;-199.8362;1553.8986
NaN;NaN;NaN;-14.7425;335.8818;1168.7766;102.2908;-199.9738;1553.8547
NaN;NaN;NaN;-14.7362;335.8824;1168.7766;102.0652;-200.1027;1553.7312
NaN;NaN;NaN;-14.7219;335.8824;1168.7753;101.8733;-200.1978;1553.6134
NaN;NaN;NaN;-14.7044;335.8818;1168.7709;101.7166;-200.3331;1553.5827
-120.3778;-717.8643;1344.2492;-14.6809;335.8728;1168.7555;101.5230;-200.3331;1553.5827
-88.3508;-573.6896;1416.0949;-14.6503;335.8476;1168.7291;101.3950;-200.3662;1553.5827
-60.8309;-429.5150;1487.9407;-14.6091;335.8218;1168.7139;101.3066;-200.3662;1553.6978
NaN;NaN;NaN;-14.5770;335.8026;1168.6955;101.1994;-200.3174;1553.7032
NaN;NaN;NaN;-14.5303;335.7753;1168.6781;101.0657;-200.2796;1553.8515
NaN;NaN;NaN;-14.4800;335.7481;1168.6626;100.9650;-200.2080;1553.9871
NaN;NaN;NaN;-14.4341;335.7219;1168.6378;100.8483;-200.1906;1554.0797
NaN;NaN;NaN;-14.3839;335.7022;1168.6235;100.7145;-200.1312;1554.2098
NaN;NaN;NaN;-14.3340;335.6809;1168.6064;100.5886;-200.1229;1554.2916
NaN;NaN;NaN;-14.2855;335.6668;1168.5919;100.4994;-200.1229;1554.3274
NaN;NaN;NaN;-14.2253;335.6399;1168.5639;100.4930;-200.1229;1554.3279
NaN;NaN;NaN;-14.1582;335.6198;1168.5420;100.4874;-200.1320;1554.3517
NaN;NaN;NaN;-14.0927;335.6092;1168.5172;100.3970;-200.1418;1554.3908
NaN;NaN;NaN;-14.0335;335.6092;1168.4930;100.3964;-200.1539;1554.6552
-147.8825;-861.9368;1293.3814;-13.9645;335.6092;1168.4780;100.3039;-200.2063;1554.6552
NaN;NaN;NaN;-13.8951;335.6190;1168.4588;100.1724;-200.3195;1554.6552
