XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-498.3349;301.8205;900.7751;-458.6164;386.1751;1125.3453;-410.4990;381.8037;1453.2085
-498.4629;301.8030;900.8778;-458.6733;386.1350;1125.4033;-410.4612;381.7517;1453.2426
-498.6012;301.7938;900.9096;-458.7197;386.0986;1125.4553;-410.4328;381.7146;1453.2846
-498.7300;301.7884;900.9731;-458.7577;386.0695;1125.5077;-410.4050;381.6814;1453.3244
-498.8414;301.7704;901.0360;-458.8016;386.0469;1125.5629;-410.3701;381.6471;1453.3605
-498.9453;301.7259;901.1235;-458.8425;386.0336;1125.6254;-410.3360;381.6141;1453.3985
-499.0469;301.7167;901.1624;-458.8707;386.0150;1125.6837;-410.3059;381.5920;1453.4371
-499.1241;301.6996;901.1812;-458.8969;385.9988;1125.7382;-410.2769;381.5705;1453.4784
-499.2200;301.6696;901.1851;-458.9269;385.9877;1125.7945;-410.2463;381.5552;1453.5171
-499.4274;301.6556;901.2232;-458.9439;385.9703;1125.8449;-410.2169;381.5526;1453.5572
-499.4572;301.6194;901.2239;-458.9627;385.9511;1125.8889;-410.1859;381.5526;1453.5937
-499.4956;301.5968;901.2328;-458.9784;385.9401;1125.9413;-410.1550;381.5526;1453.6313
-499.5036;301.5593;901.3375;-458.9923;385.9224;1125.9848;-410.1242;381.5532;1453.6653
-499.5036;301.5228;901.4259;-458.9923;385.8998;1126.0203;-410.0921;381.5591;1453.6955
-499.5036;301.4790;901.4967;-458.9923;385.8844;1126.0565;-410.0555;381.5595;1453.7229
-499.5036;301.4303;901.5701;-458.9919;385.8687;1126.0948;-410.0248;381.5610;1453.7585
-499.5887;301.3684;901.5703;-458.9847;385.8404;1126.1204;-409.9904;381.5644;1453.7909
-499.5887;301.3168;901.6019;-458.9695;385.8197;1126.1626;-409.9584;381.5644;1453.8282
-499.5887;301.2916;901.6788;-458.9495;385.7910;1126.1936;-409.9314;381.5644;1453.8670
-499.4895;301.2330;901.7645;-458.9317;385.7711;1126.2322;-409.8976;381.5609;1453.9011
-499.4133;301.1902;901.8184;-458.9050;385.7441;1126.2583;-409.8732;381.5561;1453.9388
-499.3581;301.1500;901.8688;-458.8821;385.7205;1126.2832;-409.8410;381.5291;1453.9646
-499.2999;301.1052;901.9050;-458.8526;385.6977;1126.3030;-409.8140;381.5036;1453.9928
-499.2324;301.0429;901.9466;-458.8270;385.6753;1126.3167;-409.7869;381.4627;1454.0169
-499.1842;301.0084;901.9627;-458.7967;385.6584;1126.3350;-409.7637;381.4382;1454.0395
-499.1270;300.9702;901.9765;-458.7761;385.6389;1126.3431;-409.7341;381.3925;1454.0542
-499.0506;300.9313;901.9820;-458.7478;385.6297;1126.3542;-409.7108;381.3495;1454.0713
-498.9800;300.8929;901.9847;-458.7209;385.6221;1126.3628;-409.6888;381.3035;1454.0849
-498.9535;300.8584;901.9860;-458.6990;385.6133;1126.3690;-409.6664;381.2664;1454.0936
-498.9033;300.8290;901.9847;-458.6725;385.6115;1126.3788;-409.6408;381.2152;1454.0992
-498.7812;300.7866;901.9847;-458.6423;385.6058;1126.3792;-409.6206;381.1826;1454.1031
-498.7218;300.7478;901.9800;-458.6062;385.6058;1126.3795;-409.5980;381.1428;1454.1031
-498.6863;300.7188;901.9670;-458.5729;385.6058;1126.3881;-409.5730;381.0957;1454.1039
-498.6648;300.7037;901.8780;-458.5332;385.6077;1126.3947;-409.5511;381.0500;1454.1041
-498.6557;300.6914;901.8618;-458.4978;385.6077;1126.4000;-409.5359;381.0080;1454.1102
-498.5113;300.6558;901.8347;-458.4696;385.6077;1126.4111;-409.5159;380.9534;1454.1197
