XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-489.9221;321.4953;903.2025;-83.7326;-488.3348;1519.0030;-570.1390;450.9451;1369.8333
-489.9746;321.4158;903.2151;-83.3398;-488.3348;1519.0030;-578.1268;444.5525;1367.8223
-490.0148;321.3276;903.2453;-82.6078;-488.3348;1519.0030;-580.6050;442.0449;1361.4021
-490.0306;321.2387;903.3092;-81.8868;-473.9926;1527.4657;-581.9318;440.4363;1357.8463
-490.0438;321.1445;903.3757;-80.2389;-354.6063;1595.9029;-583.7727;436.7468;1357.2276
-490.1180;321.0541;903.4035;NaN;NaN;NaN;NaN;NaN;NaN
-490.1254;320.9539;903.4361;NaN;NaN;NaN;NaN;NaN;NaN
-490.1558;320.8446;903.4697;NaN;NaN;NaN;NaN;NaN;NaN
-490.2639;320.7542;903.4790;NaN;NaN;NaN;NaN;NaN;NaN
-490.3773;320.6712;903.4862;NaN;NaN;NaN;NaN;NaN;NaN
-490.4669;320.5805;903.4862;NaN;NaN;NaN;NaN;NaN;NaN
-490.5595;320.4883;903.5169;NaN;NaN;NaN;NaN;NaN;NaN
-490.5612;320.3830;903.6491;NaN;NaN;NaN;NaN;NaN;NaN
-490.5784;320.2657;903.8287;NaN;NaN;NaN;NaN;NaN;NaN
-490.6948;320.1968;903.8867;NaN;NaN;NaN;NaN;NaN;NaN
-490.8235;320.1243;903.9161;NaN;NaN;NaN;NaN;NaN;NaN
-490.9135;320.0444;903.9730;NaN;NaN;NaN;NaN;NaN;NaN
-490.9762;319.9621;904.0174;NaN;NaN;NaN;NaN;NaN;NaN
-491.0304;319.8802;904.0632;NaN;NaN;NaN;NaN;NaN;NaN
-491.0655;319.7990;904.0959;NaN;NaN;NaN;NaN;NaN;NaN
-491.1023;319.7422;904.0993;NaN;NaN;NaN;NaN;NaN;NaN
-491.1401;319.6787;904.1028;NaN;NaN;NaN;NaN;NaN;NaN
-491.1663;319.6033;904.1028;NaN;NaN;NaN;NaN;NaN;NaN
-491.1674;319.5136;904.1231;NaN;NaN;NaN;NaN;NaN;NaN
-491.1721;319.4206;904.1607;NaN;NaN;NaN;NaN;NaN;NaN
-491.2048;319.3418;904.1874;NaN;NaN;NaN;NaN;NaN;NaN
-491.2194;319.2611;904.1907;NaN;NaN;NaN;NaN;NaN;NaN
-491.2411;319.1864;904.1912;NaN;NaN;NaN;NaN;NaN;NaN
-491.2762;319.1146;904.1923;NaN;NaN;NaN;NaN;NaN;NaN
-491.3043;319.0374;904.2143;NaN;NaN;NaN;NaN;NaN;NaN
-491.3211;318.9652;904.2181;NaN;NaN;NaN;NaN;NaN;NaN
-491.3512;318.8922;904.2587;NaN;NaN;NaN;NaN;NaN;NaN
-491.3640;318.8155;904.2925;NaN;NaN;NaN;NaN;NaN;NaN
-491.3640;318.7392;904.3350;NaN;NaN;NaN;NaN;NaN;NaN
-491.3692;318.6389;904.4464;NaN;NaN;NaN;NaN;NaN;NaN
-491.3914;318.5604;904.5742;NaN;NaN;NaN;NaN;NaN;NaN
-491.3914;318.5216;904.5812;NaN;NaN;NaN;NaN;NaN;NaN
-491.4466;318.4678;904.5847;NaN;NaN;NaN;NaN;NaN;NaN
-491.4672;318.4241;904.6327;NaN;NaN;NaN;NaN;NaN;NaN
-491.5331;318.3831;904.6491;NaN;NaN;NaN;NaN;NaN;NaN
-491.5571;318.3358;904.6566;NaN;NaN;NaN;NaN;NaN;NaN
-491.5867;318.3083;904.6566;NaN;NaN;NaN;NaN;NaN;NaN
-491.6055;318.2765;904.6413;NaN;NaN;NaN;NaN;NaN;NaN
-491.6485;318.2620;904.6413;NaN;NaN;NaN;NaN;NaN;NaN
-491.6804;318.2493;904.6232;NaN;NaN;NaN;NaN;NaN;NaN
-491.7015;318.2323;904.6232;NaN;NaN;NaN;NaN;NaN;NaN
-491.7139;318.2284;904.6232;NaN;NaN;NaN;NaN;NaN;NaN
