RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-390.9405;153.7265;841.0219;-401.4457;242.4834;1042.9738;-397.4243;246.1531;1303.6258
-391.0561;153.7887;841.0476;-401.4878;242.5401;1042.9361;-397.5350;246.2372;1303.5970
-391.1716;153.8509;841.0733;-401.5299;242.5968;1042.8984;-397.6456;246.3213;1303.5683
-391.2871;153.9131;841.0990;-401.5720;242.6535;1042.8606;-397.7563;246.4055;1303.5396
-391.4027;153.9753;841.1247;-401.6141;242.7102;1042.8229;-397.8670;246.4896;1303.5108
-391.5182;154.0374;841.1504;-401.6562;242.7670;1042.7851;-397.9776;246.5737;1303.4821
-391.6337;154.0996;841.1762;-401.6983;242.8237;1042.7474;-398.0883;246.6578;1303.4533
-391.7390;154.1634;841.1912;-401.7379;242.8781;1042.7085;-398.1909;246.7332;1303.4222
-391.8347;154.2406;841.2144;-401.7780;242.9336;1042.6707;-398.2892;246.8037;1303.3896
-391.9194;154.3310;841.2426;-401.8450;242.9888;1042.6521;-398.3431;246.8481;1303.3488
-392.0055;154.4329;841.2722;-401.9098;243.0443;1042.6324;-398.3936;246.8869;1303.3066
-392.0856;154.5426;841.2999;-401.9722;243.1021;1042.6114;-398.4429;246.9186;1303.2638
-392.1545;154.6593;841.3247;-402.0305;243.1598;1042.5874;-398.4900;246.9437;1303.2196
-392.2144;154.7805;841.3394;-402.0860;243.2171;1042.5634;-398.5325;246.9603;1303.1733
-392.2595;154.9066;841.3468;-402.1399;243.2749;1042.5388;-398.5695;246.9673;1303.1251
-392.2950;155.0363;841.3476;-402.1908;243.3301;1042.5125;-398.5992;246.9636;1303.0751
-392.3242;155.1696;841.3406;-402.2395;243.3846;1042.4871;-398.6204;246.9496;1303.0229
-392.3451;155.3057;841.3265;-402.2863;243.4376;1042.4605;-398.6358;246.9245;1302.9689
-392.3583;155.4439;841.3100;-402.3285;243.4889;1042.4292;-398.6508;246.8922;1302.9142
