XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
NaN;NaN;NaN;-8.0103;321.4437;1164.1973;87.6646;-206.6163;1566.2218
NaN;NaN;NaN;-8.0710;321.5042;1164.2026;87.5678;-206.4521;1566.3660
NaN;NaN;NaN;-8.1318;321.5668;1164.2142;87.4067;-206.3327;1566.4672
NaN;NaN;NaN;-8.1870;321.6465;1164.2624;87.0155;-206.1534;1566.5961
NaN;NaN;NaN;-8.2400;321.7225;1164.2903;86.6367;-205.9631;1566.6682
NaN;NaN;NaN;-8.2916;321.7961;1164.3114;86.2078;-205.7220;1566.7352
NaN;NaN;NaN;-8.3391;321.8713;1164.3301;85.7950;-205.3868;1566.9803
NaN;NaN;NaN;-8.3850;321.9483;1164.3454;85.6682;-205.2742;1567.0828
NaN;NaN;NaN;-8.4151;322.0099;1164.3578;85.5665;-205.0351;1567.3592
NaN;NaN;NaN;-8.4433;322.0698;1164.3769;85.4276;-204.8065;1567.6091
NaN;NaN;NaN;-8.4440;322.1297;1164.4075;85.3138;-204.5366;1567.9285
NaN;NaN;NaN;-8.4440;322.1792;1164.4578;85.3092;-204.1216;1568.3900
NaN;NaN;NaN;-8.4440;322.2211;1164.4961;85.2587;-203.6494;1568.9453
NaN;NaN;NaN;-8.4232;322.2612;1164.5392;85.2225;-203.1505;1569.5244
NaN;NaN;NaN;-8.3850;322.2945;1164.5791;85.2171;-202.5825;1570.1752
NaN;NaN;NaN;-8.3489;322.3332;1164.6233;85.1893;-202.0880;1570.7515
NaN;NaN;NaN;-8.3160;322.3734;1164.6573;85.1521;-201.6108;1571.2683
NaN;NaN;NaN;-8.2871;322.4186;1164.6886;85.0647;-201.2320;1571.6891
NaN;NaN;NaN;-8.2644;322.4683;1164.7105;84.9474;-200.8917;1572.0641
NaN;NaN;NaN;-8.2521;322.5237;1164.7305;84.7575;-200.6536;1572.2606
NaN;NaN;NaN;-8.2521;322.5836;1164.7485;84.6116;-200.5405;1572.3931
NaN;NaN;NaN;-8.2521;322.6507;1164.7682;84.4149;-200.4162;1572.4712
NaN;NaN;NaN;-8.2578;322.7223;1164.7811;84.2227;-200.3070;1572.5819
NaN;NaN;NaN;-8.2734;322.7974;1164.8013;84.0062;-200.2178;1572.6152
NaN;NaN;NaN;-8.2905;322.8753;1164.8193;83.7976;-200.1058;1572.6260
NaN;NaN;NaN;-8.3160;322.9554;1164.8339;83.6298;-200.0034;1572.6973
NaN;NaN;NaN;-8.3440;323.0351;1164.8428;83.4950;-199.9232;1572.7205
NaN;NaN;NaN;-8.3862;323.1214;1164.8591;83.2935;-199.8702;1572.7491
NaN;NaN;NaN;-8.4265;323.2068;1164.8749;83.1060;-199.7845;1572.7626
NaN;NaN;NaN;-8.4682;323.2902;1164.8890;82.9567;-199.6373;1572.7726
-80.7231;-354.9895;1537.0912;-8.5224;323.3859;1164.9090;82.7125;-199.6110;1572.7726
-80.7231;-353.6889;1540.5569;-8.5833;323.4845;1164.9197;82.4765;-199.5838;1572.8654
NaN;NaN;NaN;-8.6471;323.5929;1164.9435;82.2451;-199.5563;1572.7726
NaN;NaN;NaN;-8.7155;323.7069;1164.9632;81.9674;-199.4312;1572.7104
NaN;NaN;NaN;-8.7923;323.8216;1164.9802;81.7740;-199.3664;1572.6648
NaN;NaN;NaN;-8.8740;323.9404;1164.9802;81.5762;-199.3550;1572.6648
NaN;NaN;NaN;-8.9700;324.0704;1164.9802;81.3058;-199.3550;1572.5485
NaN;NaN;NaN;-9.0722;324.2010;1164.9725;81.0692;-199.3393;1572.5120
NaN;NaN;NaN;-9.1972;324.3320;1164.9417;80.9228;-199.3393;1572.3238
NaN;NaN;NaN;-9.3141;324.4847;1164.9281;80.7038;-199.3244;1572.2762
NaN;NaN;NaN;-9.4316;324.6329;1164.8988;80.6339;-199.3244;1572.0094
NaN;NaN;NaN;-9.5550;324.7873;1164.8696;80.5685;-199.2812;1572.0094
NaN;NaN;NaN;-9.6808;324.9489;1164.8478;80.4716;-199.0633;1572.0094
NaN;NaN;NaN;-9.8014;325.1075;1164.8250;80.4473;-198.7583;1572.1096
NaN;NaN;NaN;-9.9285;325.2862;1164.8163;80.3557;-198.3936;1572.3231
NaN;NaN;NaN;-10.0617;325.4648;1164.7992;80.3463;-198.0919;1572.3585
NaN;NaN;NaN;-10.2059;325.6615;1164.7859;80.2675;-197.8398;1572.3585
NaN;NaN;NaN;-10.3623;325.8799;1164.7753;80.2675;-197.7494;1572.3585
NaN;NaN;NaN;-10.5226;326.0920;1164.7403;80.1619;-197.7046;1572.0248
NaN;NaN;NaN;-10.6716;326.2949;1164.7106;80.1561;-197.6876;1572.0248
NaN;NaN;NaN;-10.8080;326.5040;1164.7025;80.1561;-197.3462;1572.0248
NaN;NaN;NaN;-10.9416;326.7082;1164.6841;80.1339;-196.9515;1572.1320
NaN;NaN;NaN;-11.0736;326.9083;1164.6571;80.0806;-196.6650;1572.1618
NaN;NaN;NaN;-11.2025;327.1229;1164.6372;80.0747;-196.2976;1572.2766
NaN;NaN;NaN;-11.3345;327.3313;1164.6186;80.0639;-196.1479;1572.3148
NaN;NaN;NaN;-11.4628;327.5467;1164.6135;80.0639;-195.9048;1572.3610
NaN;NaN;NaN;-11.5988;327.7564;1164.5938;80.0806;-195.6508;1572.3610
NaN;NaN;NaN;-11.7256;327.9517;1164.5865;80.0505;-195.3829;1572.3906
NaN;NaN;NaN;-11.8410;328.1546;1164.5807;80.0505;-194.9777;1572.6200
NaN;NaN;NaN;-11.9602;328.3722;1164.5759;80.1096;-194.6870;1572.6200
NaN;NaN;NaN;-12.0825;328.5939;1164.5758;80.1096;-194.4423;1572.6200
NaN;NaN;NaN;-12.2060;328.8033;1164.5670;80.1096;-194.3948;1572.3601
NaN;NaN;NaN;-12.3233;329.0172;1164.5670;80.1760;-194.3589;1572.1133
NaN;NaN;NaN;-12.4390;329.2320;1164.5670;80.1773;-194.2176;1572.1133
NaN;NaN;NaN;-12.5300;329.4364;1164.5730;80.2011;-193.9656;1572.1133
NaN;NaN;NaN;-12.6194;329.6342;1164.5738;80.2133;-193.5876;1572.1282
NaN;NaN;NaN;-12.7036;329.8393;1164.5738;80.2388;-193.2612;1572.1294
NaN;NaN;NaN;-12.7937;330.0491;1164.5755;80.2894;-193.1472;1572.1818
NaN;NaN;NaN;-12.8804;330.2587;1164.5792;80.2894;-192.9640;1572.1543
NaN;NaN;NaN;-12.9609;330.4662;1164.5792;80.2894;-192.7193;1572.1294
NaN;NaN;NaN;-13.0448;330.6663;1164.5944;80.2728;-192.5092;1572.1294
NaN;NaN;NaN;-13.1452;330.8548;1164.5953;80.2645;-192.3650;1572.1044
NaN;NaN;NaN;-13.2514;331.0480;1164.5975;80.2535;-192.3511;1571.7911
NaN;NaN;NaN;-13.3499;331.2483;1164.6140;80.0978;-192.2559;1571.6712
NaN;NaN;NaN;-13.4408;331.4448;1164.6273;80.0432;-192.0769;1571.6654
NaN;NaN;NaN;-13.5386;331.6411;1164.6273;80.0432;-191.9522;1571.5961
NaN;NaN;NaN;-13.6376;331.8296;1164.6273;80.0432;-191.8954;1571.4014
NaN;NaN;NaN;-13.7307;332.0076;1164.6199;80.1099;-191.7621;1571.4014
NaN;NaN;NaN;-13.8324;332.1742;1164.6199;80.1099;-191.5809;1571.3991
NaN;NaN;NaN;-13.9255;332.3419;1164.6199;80.1099;-191.3135;1571.3780
NaN;NaN;NaN;-14.0305;332.5222;1164.6291;80.0993;-191.1665;1571.3991
NaN;NaN;NaN;-14.1385;332.6947;1164.6308;80.0993;-191.0333;1571.3991
NaN;NaN;NaN;-14.2428;332.8555;1164.6309;80.0993;-190.7885;1571.3185
NaN;NaN;NaN;-14.3475;333.0199;1164.6370;80.2015;-190.7179;1571.2839
NaN;NaN;NaN;-14.4473;333.1907;1164.6448;80.2325;-190.5939;1571.2730
NaN;NaN;NaN;-14.5453;333.3536;1164.6448;80.2840;-190.2458;1571.2645
NaN;NaN;NaN;-14.6620;333.5127;1164.6448;80.3648;-190.0535;1571.2415
NaN;NaN;NaN;-14.7741;333.6591;1164.6389;80.5510;-189.8550;1571.2415
NaN;NaN;NaN;-14.9150;333.8025;1164.6232;80.6384;-189.7666;1571.1457
NaN;NaN;NaN;-15.0557;333.9437;1164.6191;80.6618;-189.6217;1571.1218
