##mid_point_vec:299.6984;-133.682;412.7421
0.0000;0.0000;0.0000
0.2921;-0.4516;-0.1198
0.5895;-0.9127;-0.2391
0.8912;-1.3843;-0.3586
1.2072;-1.8700;-0.4787
1.5396;-2.3702;-0.5978
1.8933;-2.8848;-0.7149
2.2736;-3.4207;-0.8323
2.6830;-3.9768;-0.9511
3.1278;-4.5545;-1.0722
3.6142;-5.1549;-1.1965
4.1556;-5.7838;-1.3253
4.7589;-6.4430;-1.4589
5.4339;-7.1332;-1.5983
6.1944;-7.8584;-1.7418
7.0480;-8.6214;-1.8903
8.0102;-9.4260;-2.0395
9.0912;-10.2725;-2.1887
10.3112;-11.1638;-2.3362
11.6926;-12.1050;-2.4820
13.2594;-13.0965;-2.6251
15.0396;-14.1411;-2.7631
17.0590;-15.2383;-2.8919
19.3514;-16.3895;-3.0064
21.9450;-17.5928;-3.1026
24.8691;-18.8478;-3.1722
28.1510;-20.1505;-3.2079
31.8198;-21.4966;-3.2033
35.9028;-22.8752;-3.1542
40.4218;-24.2854;-3.0527
45.3937;-25.7245;-2.8943
50.8272;-27.1842;-2.6784
56.7320;-28.6591;-2.4011
63.1129;-30.1375;-2.0607
69.9721;-31.6109;-1.6567
77.3066;-33.0683;-1.1906
85.1061;-34.4961;-0.6654
93.3496;-35.8742;-0.0831
102.0183;-37.1907;0.5536
111.0913;-38.4345;1.2377
120.5534;-39.6148;1.9664
130.3627;-40.7056;2.7322
140.4876;-41.6870;3.5237
150.9072;-42.5489;4.3469
161.5894;-43.2801;5.2000
172.4985;-43.8708;6.0816
183.5764;-44.3003;6.9668
194.7808;-44.6041;7.8369
206.0807;-44.7901;8.6903
217.4473;-44.8686;9.5264
228.9117;-44.7882;10.4277
240.3754;-44.5831;11.3626
251.7911;-44.2449;12.3171
263.1172;-43.7664;13.2803
274.3328;-43.1812;14.2512
285.4097;-42.5029;15.2189
296.3112;-41.7460;16.1608
307.0151;-40.9278;17.0702
317.4950;-40.0561;17.9287
327.7505;-39.1643;18.7454
337.7713;-38.2315;19.5279
347.5462;-37.2744;20.2750
357.0318;-36.2676;20.9588
366.1392;-35.2687;21.4789
374.9389;-34.2663;21.8636
383.4461;-33.2879;22.1311
391.6551;-32.3271;22.2826
399.5795;-31.3814;22.3200
407.2119;-30.4494;22.2563
414.5503;-29.5294;22.0891
421.5948;-28.6072;21.8094
428.3543;-27.6955;21.4338
434.8470;-26.8107;20.9832
441.0510;-25.9094;20.4380
446.9697;-24.9928;19.8091
452.6261;-24.0867;19.1241
458.0407;-23.2001;18.3998
463.2033;-22.3194;17.6394
468.1071;-21.4365;16.8391
472.7553;-20.5566;16.0108
477.1398;-19.6796;15.1570
481.2758;-18.8125;14.2798
485.1691;-17.9459;13.3933
488.8292;-17.0900;12.5172
492.2589;-16.2315;11.6541
495.4553;-15.3499;10.8019
498.4489;-14.4824;9.9912
501.2364;-13.6125;9.2139
503.8271;-12.7442;8.4745
506.2274;-11.8801;7.7751
508.4472;-11.0242;7.1133
510.4958;-10.1787;6.4875
512.3820;-9.3456;5.8939
514.1194;-8.5268;5.3325
515.7194;-7.7171;4.7949
517.1909;-6.9192;4.2836
518.5526;-6.1450;3.7947
519.8173;-5.3947;3.3219
520.9878;-4.6662;2.8659
522.0737;-3.9576;2.4242
523.0839;-3.2671;1.9953
524.0263;-2.5909;1.5766
524.9119;-1.9280;1.1688
525.7469;-1.2744;0.7689
526.5410;-0.6322;0.3797
527.3007;0.0000;0.0000
