LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
0.0000;0.0000;0.0000;72.6183;72.5270;185.0018;118.2967;63.0968;447.9058
-0.0090;-0.3161;0.0224;72.4981;72.2958;185.0341;118.2464;62.8745;447.8872
-0.0138;-0.6707;0.0540;72.3736;72.0578;185.0696;118.1955;62.6755;447.8678
-0.0172;-1.0746;0.0988;72.2403;71.8085;185.1157;118.1417;62.5196;447.8490
-0.0233;-1.5376;0.1760;72.0996;71.5453;185.1837;118.0733;62.4290;447.8418
-0.0322;-2.0904;0.2884;71.9411;71.2554;185.2608;117.9869;62.3737;447.8487
-0.0483;-2.7510;0.4456;71.7553;70.9340;185.3706;117.8890;62.3543;447.8709
-0.0775;-3.5493;0.6636;71.5432;70.5698;185.4963;117.7590;62.3768;447.9252
-0.1300;-4.5265;0.9447;71.2889;70.1557;185.6440;117.5974;62.4216;448.0116
-0.2154;-5.7242;1.3013;70.9771;69.6890;185.8247;117.4125;62.4817;448.1288
-0.3296;-7.2006;1.7576;70.5934;69.1605;186.0338;117.2115;62.5325;448.2715
-0.4852;-9.0133;2.3312;70.1244;68.5469;186.2698;117.0113;62.5827;448.4332
-0.6809;-11.2262;3.0599;69.5693;67.8496;186.5276;116.8008;62.5981;448.6133
-0.9150;-13.9023;3.9739;68.9125;67.0531;186.8061;116.5897;62.5670;448.7955
-1.1835;-17.1123;5.1179;68.1339;66.1445;187.1120;116.3408;62.4611;449.0022
-1.4864;-20.9210;6.5298;67.2142;65.1012;187.4427;116.0948;62.2536;449.2112
-1.8136;-25.3946;8.2522;66.1275;63.9010;187.8110;115.8739;61.9251;449.4270
-2.1547;-30.5883;10.3452;64.8724;62.5244;188.2036;115.6715;61.5234;449.6428
-2.5057;-36.5469;12.8659;63.4440;60.9517;188.6250;115.4928;61.1033;449.8600
-2.8431;-43.3324;15.8899;61.8306;59.1501;189.0824;115.3329;60.7049;450.0550
-3.1584;-50.9513;19.4855;60.0111;57.0781;189.5995;115.2235;60.3583;450.1860
-3.4237;-59.4199;23.7340;57.9866;54.6996;190.1987;115.1480;60.1370;450.2495
-3.6043;-68.7607;28.7083;55.7659;51.9624;190.8883;115.0705;60.0891;450.2742
-3.7223;-78.9049;34.5021;53.3625;48.8161;191.6823;114.9944;60.2419;450.2361
-3.7622;-89.7900;41.1274;50.7763;45.2273;192.6247;114.9128;60.5740;450.1305
-3.7083;-101.3859;48.6440;48.0216;41.0633;193.6993;114.7912;61.1574;449.9656
-3.5502;-113.6389;57.0957;45.1082;36.3567;194.9862;114.6622;61.8860;449.7290
-3.2994;-126.4636;66.4849;42.0483;31.0335;196.5226;114.5053;62.7218;449.4269
-2.9499;-139.7540;76.8450;38.8744;25.0804;198.3468;114.3154;63.6093;449.0656
-2.4862;-153.4567;88.2037;35.6320;18.4691;200.4917;114.0591;64.5153;448.6526
-1.9013;-167.4725;100.5112;32.3527;11.1506;202.9840;113.7398;65.3064;448.2154
-1.2017;-181.6870;113.7124;29.0270;3.1718;205.8997;113.3635;65.8760;447.7428
-0.3627;-196.0276;127.7425;25.7247;-5.5198;209.2583;112.9270;66.1495;447.3131
0.6132;-210.4337;142.5745;22.4349;-14.8796;213.1645;112.4477;66.0610;446.8969
1.7508;-224.8097;158.0813;19.2639;-24.8977;217.5843;111.8955;65.5457;446.5411
2.9895;-239.0536;174.2305;16.3084;-35.5579;222.4944;111.3045;64.4611;446.3427
4.4147;-253.1488;190.8633;13.5512;-46.7603;227.9632;110.6303;62.7653;446.2728
5.9936;-267.0547;207.9868;11.0642;-58.5391;234.0339;109.8272;60.7152;446.2200
7.7787;-280.7492;225.4542;8.8876;-70.7225;240.7230;108.9827;58.1492;446.3140
9.7372;-294.1602;243.1972;7.0519;-83.2918;247.9942;108.1193;55.0528;446.6561
11.9017;-307.2791;261.1501;5.6112;-96.1512;255.8321;107.2557;51.5056;447.2519
14.2716;-320.1090;279.2213;4.5826;-109.2339;264.2322;106.4369;47.5314;448.0697
16.8617;-332.6191;297.3147;3.9887;-122.4532;273.1649;105.6492;43.2106;449.1341
19.6414;-344.7978;315.4042;3.8259;-135.7055;282.6412;104.9176;38.6260;450.3351
22.6437;-356.6506;333.4406;4.1457;-148.9620;292.5922;104.2329;33.8471;451.6586
25.8254;-368.1405;351.3921;4.9243;-162.0969;302.9794;103.5893;28.9396;453.0074
29.2176;-379.2657;369.1645;6.2426;-175.0812;313.6609;102.9861;23.9093;454.4391
32.7693;-390.0060;386.7611;8.0103;-187.8124;324.6451;102.4512;18.7632;455.9312
36.5268;-400.3755;404.1022;10.1630;-200.2170;335.9159;101.9806;13.5960;457.3683
40.4446;-410.3608;421.1809;12.6926;-212.2601;347.4247;101.7006;8.3740;458.8093
44.5527;-419.9624;437.9204;15.6421;-223.8986;358.9461;101.4994;2.9419;460.4122
48.8019;-429.1411;454.3235;18.9403;-235.0919;370.4994;101.4361;-2.6517;462.1072
53.1884;-437.8956;470.3305;22.5688;-245.8417;382.0276;101.4882;-8.2816;463.8371
57.7168;-446.2526;485.9325;26.4912;-256.1165;393.4707;101.7023;-13.9951;465.5796
62.3693;-454.1980;501.0991;30.6928;-265.9216;404.7672;102.0595;-19.7580;467.3578
67.1103;-461.7114;515.8040;35.1480;-275.2527;415.8756;102.5973;-25.5743;469.1492
