RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
0.0000;0.0000;0.0000;-11.0971;164.8412;147.3240;-16.3073;172.8688;407.3367
0.3865;-0.0483;-0.0115;-10.8937;164.6931;147.2596;-16.1816;172.7679;407.2275
0.4720;-0.3454;-0.0481;-10.6810;164.6023;147.2046;-16.0954;172.6765;407.1239
1.3696;-0.3462;-0.5124;-10.4638;164.4792;147.0830;-16.0156;172.5659;407.0359
2.2453;-0.3462;-0.9863;-10.2162;164.3932;146.9606;-15.9940;172.4680;406.9564
3.0160;-0.3462;-1.2559;-9.9543;164.3268;146.8604;-15.9649;172.3323;406.8819
3.8418;-0.2535;-1.5166;-9.7333;164.2506;146.7993;-15.8391;172.1929;406.7905
4.6209;-0.2313;-1.8323;-9.5049;164.1511;146.6906;-15.7327;172.0498;406.7108
5.2969;-0.0593;-1.8650;-9.2843;164.0818;146.5661;-15.6747;171.9855;406.6027
5.8829;-0.0240;-1.8906;-9.0537;164.0306;146.4611;-15.6392;171.9042;406.5067
6.4350;-0.0240;-2.0231;-8.8019;164.0219;146.3581;-15.6220;171.8994;406.4135
6.9329;-0.0240;-2.1354;-8.5696;163.9657;146.2571;-15.5605;171.8811;406.3288
7.4150;-0.0444;-2.1591;-8.3341;163.9145;146.1242;-15.5605;171.8811;406.2169
7.8888;-0.0672;-2.2481;-8.1205;163.9107;145.9907;-15.5605;171.8811;406.0926
8.3857;-0.1039;-2.3100;-7.9073;163.9107;145.8801;-15.5796;171.9788;405.9619
8.8097;-0.1808;-2.3597;-7.6935;163.9107;145.7764;-15.5805;172.0449;405.8404
9.3238;-0.1813;-2.3597;-7.4727;163.9532;145.6385;-15.5805;172.1440;405.7002
9.7418;-0.2324;-2.3597;-7.2795;163.9699;145.5042;-15.5805;172.2304;405.5621
10.1141;-0.3085;-2.3284;-7.1215;164.0209;145.3838;-15.5437;172.3260;405.4096
10.5188;-0.4181;-2.2889;-7.0071;164.1024;145.2879;-15.4966;172.4022;405.2928
10.9250;-0.5160;-2.2889;-6.9302;164.1878;145.2005;-15.4966;172.4819;405.1824
11.1166;-0.6232;-2.2889;-6.8690;164.2810;145.0908;-15.4966;172.6170;405.0831
11.2181;-1.5021;-2.2412;-6.8516;164.3775;144.9661;-15.5519;172.8017;404.9907
11.2776;-1.6745;-2.1644;-6.8516;164.5137;144.8557;-15.6668;173.0059;404.9194
11.5651;-1.7122;-2.0990;-6.8516;164.7139;144.7851;-15.7365;173.1653;404.8635
