RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
0.0000;0.0000;0.0000;35.4157;155.2087;151.7692;38.5353;146.6303;413.5869
-0.4886;0.2540;0.5771;35.3607;155.4715;151.9558;38.8864;146.8788;413.7834
-1.5537;0.3615;1.0634;35.2954;155.7329;152.1496;39.2299;147.1639;413.9816
-2.6684;0.4347;1.5447;35.2118;155.9910;152.3494;39.5851;147.4659;414.1795
-3.7819;0.4987;2.0558;35.1102;156.2397;152.5452;39.9533;147.7770;414.3748
-4.9162;0.4713;2.5546;34.9911;156.4746;152.7307;40.3524;148.0841;414.5673
-6.1228;0.4545;3.0647;34.8489;156.7011;152.9166;40.7957;148.3783;414.7573
-7.2711;0.4714;3.6262;34.6842;156.9337;153.1146;41.2837;148.6648;414.9460
-8.4296;0.5037;4.2411;34.5037;157.1727;153.3217;41.7998;148.9452;415.1380
-9.6728;0.5496;4.8305;34.3090;157.4247;153.5443;42.3389;149.2274;415.3344
-11.0123;0.6173;5.3831;34.0991;157.6891;153.7810;42.8739;149.5242;415.5397
-12.4562;0.7179;5.9251;33.8821;157.9680;154.0282;43.4081;149.8519;415.7527
-14.0083;0.8424;6.4753;33.6556;158.2663;154.2895;43.9352;150.2102;415.9727
-15.5540;0.9372;6.8624;33.4074;158.5783;154.5666;44.4837;150.5758;416.2010
-17.1780;1.0213;7.2733;33.1274;158.9105;154.8642;45.0692;150.9355;416.4387
-18.3536;1.2409;7.8521;32.7955;159.2590;155.1847;45.7188;151.2726;416.6783
-19.6308;1.4809;8.4831;32.4098;159.6325;155.5245;46.4097;151.5996;416.9202
-21.0868;1.7476;9.1361;31.9558;160.0405;155.8913;47.1360;151.9328;417.1629
-22.7050;2.0586;9.8303;31.4353;160.5126;156.2887;47.8475;152.2982;417.4116
-24.4721;2.4088;10.5744;30.8640;161.0667;156.6877;48.5012;152.7290;417.6745
-26.4875;2.7474;11.3572;30.2414;161.7308;157.0789;49.0861;153.2088;417.9565
-28.6792;3.1023;12.1850;29.5573;162.5415;157.4628;49.6299;153.6927;418.2506
-31.0051;3.4819;13.2188;28.7854;163.5130;157.8381;50.1952;154.0858;418.5377
-33.5102;3.9428;14.4805;27.9017;164.6663;158.2130;50.8608;154.2931;418.7826
-36.2508;4.5168;15.9717;26.8927;166.0153;158.5876;51.6181;154.2483;418.9704
-33.9970;8.3949;13.8364;25.7731;167.5651;158.9643;52.4358;153.9558;419.0834
-31.8250;12.0953;11.9500;24.5507;169.3283;159.3489;53.2542;153.4779;419.1147
-29.7829;15.6035;10.3633;23.2514;171.3086;159.7460;54.0197;152.9074;419.0689
-27.8984;18.8848;9.1257;21.9249;173.5150;160.1539;54.6851;152.3340;418.9709
-26.2019;21.9270;8.2911;20.5951;175.9346;160.5688;55.2548;151.7976;418.8364
-24.7111;24.6771;7.9188;19.2290;178.5161;160.9594;55.7544;151.3581;418.6747
-23.4635;27.1184;8.0756;17.8873;181.2390;161.3407;56.2137;150.9775;418.4961
-22.4724;29.2338;8.8484;16.5992;184.0729;161.7458;56.6623;150.5508;418.2875
-21.7825;31.0521;10.2211;15.2964;186.9343;162.1838;57.1258;150.1255;418.0278
-21.4289;32.5421;12.2129;14.0343;189.7598;162.6682;57.5588;149.6435;417.7137
-21.3992;33.7109;14.8210;12.8306;192.4842;163.2116;57.8782;149.1320;417.3541
-21.6540;34.4820;18.0751;11.6731;195.0489;163.8302;58.0172;148.7132;416.9867
-22.1498;34.8085;21.9888;10.5231;197.3968;164.5179;57.9704;148.4721;416.6660
-28.1162;31.5031;30.4139;9.2967;199.4495;165.2456;57.7954;148.4688;416.4170
-34.4763;28.0395;39.4716;7.9654;201.1592;166.0249;57.5250;148.6476;416.2583
-41.1899;24.4423;49.1158;6.5147;202.4290;166.8500;57.1901;148.9272;416.2121
-48.2323;20.7153;59.2994;4.8592;203.2013;167.7303;56.8249;149.2682;416.2701
-55.5601;16.8730;69.9544;2.9516;203.4393;168.6844;56.4600;149.6869;416.4277
-63.1223;12.9310;81.0240;0.7869;203.1145;169.7614;56.0937;150.1429;416.6876
-70.8823;8.8851;92.4338;-1.7423;202.0859;170.9773;55.7759;150.7656;417.0585
-78.7937;4.7201;104.0814;-4.7170;200.3786;172.3582;55.5080;151.6035;417.5323
-86.8628;0.4013;115.9202;-8.0987;197.9943;173.9351;55.2791;152.6213;418.1307
-95.0475;-4.0857;127.9043;-11.9663;194.9517;175.7558;55.1320;153.8961;418.8383
-103.2987;-8.7435;139.9523;-16.3051;191.2419;177.8232;55.0976;155.4922;419.6489
