LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
472.9248;267.6551;-415.9439;436.4697;346.9131;-223.5158
472.6453;267.1436;-415.8850;436.4948;346.8316;-223.5478
472.6159;266.7899;-415.8820;436.5439;346.7674;-223.5752
472.4753;266.3909;-415.8207;436.6085;346.7100;-223.5925
472.3858;266.0185;-415.7522;436.6808;346.6762;-223.6205
472.2944;265.5093;-415.6483;436.7351;346.6669;-223.6725
472.2436;265.1996;-415.6095;436.7831;346.6599;-223.7319
472.1491;264.7101;-415.6028;436.8407;346.6519;-223.7803
472.0044;264.2528;-415.5011;436.9474;346.6483;-223.8050
471.8045;263.7488;-415.4109;437.0343;346.6452;-223.8226
471.7482;263.3180;-415.2610;437.1174;346.6444;-223.8299
471.6907;262.8667;-414.9629;437.1813;346.6399;-223.8483
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN
469.4427;250.5585;-411.4418;438.1030;346.4490;-224.9776
469.2494;249.5257;-410.9865;438.1816;346.4725;-225.1168
468.9692;248.4156;-410.6005;438.2297;346.4793;-225.1745
468.7831;247.3489;-410.0903;438.2671;346.4793;-225.2757
468.4511;246.1020;-409.6602;438.2945;346.4793;-225.3693
468.1730;244.9203;-409.1690;438.3793;346.4375;-225.5162
467.8511;243.6763;-408.6389;438.4928;346.3700;-225.6028
467.5389;242.3990;-408.0505;438.5669;346.3257;-225.6900
467.1640;241.0557;-407.5771;438.7188;346.2165;-225.7751
466.8934;239.7987;-406.9825;438.8316;346.1419;-225.8557
466.5444;238.5015;-406.4376;438.9678;345.9986;-225.9187
466.2002;237.1133;-405.9225;439.0952;345.7928;-226.0353
465.8875;235.7957;-405.3694;439.2190;345.6110;-226.0959
465.5328;234.4395;-404.8261;439.3339;345.3860;-226.1734
465.1591;233.0454;-404.2273;439.4331;345.0934;-226.2776
464.7983;231.6411;-403.7502;439.5529;344.7980;-226.3548
464.4075;230.1967;-403.1363;439.6158;344.5171;-226.4457
464.0184;228.7786;-402.5872;439.6932;344.2305;-226.4561
463.6824;227.3589;-402.0410;439.7421;343.8218;-226.5850
463.2891;225.9261;-401.3753;439.8276;343.4115;-226.6839
462.9074;224.4707;-400.8205;439.8740;343.0794;-226.7187
462.5521;223.0837;-400.2304;439.9388;342.6884;-226.7955
462.1435;221.6242;-399.6347;440.0159;342.2971;-226.8471
461.7376;220.2028;-399.0552;440.0996;341.8881;-226.9590
461.3301;218.7623;-398.4548;440.1753;341.4735;-227.0748
460.8887;217.3619;-397.8177;440.2883;341.1018;-227.1621
460.4432;215.9809;-397.2167;440.3911;340.7185;-227.2788
459.9443;214.6237;-396.5773;440.4670;340.2982;-227.4389
459.4129;213.2657;-395.9884;440.5906;339.9288;-227.4941
458.8823;211.9416;-395.3448;440.6993;339.6020;-227.5932
