RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;-19.6630;85.3485;202.5326
0.0935;-0.0325;-0.0485;-19.5904;85.2527;202.4717
0.1995;-0.0619;-0.0900;-19.4900;85.1536;202.4059
0.3047;-0.0907;-0.1521;-19.3915;85.0568;202.3564
0.4324;-0.1161;-0.1770;-19.2865;84.9985;202.3353
0.5542;-0.1350;-0.2278;-19.1782;84.9319;202.3053
0.6737;-0.1665;-0.2994;-19.0481;84.8676;202.2958
0.8554;-0.2122;-0.3324;-18.9713;84.7747;202.2958
1.0218;-0.2312;-0.3620;-18.8977;84.6752;202.2875
1.4132;-0.3083;-0.4300;-18.7846;84.5717;202.2875
1.7312;-0.3490;-0.4389;-18.6189;84.4975;202.2640
1.9223;-0.4499;-0.5162;-18.5361;84.3909;202.2564
2.0831;-0.5295;-0.6936;-18.4167;84.3033;202.2442
2.2254;-0.6234;-1.0074;-18.2930;84.2054;202.1941
2.3366;-0.6655;-1.2703;-18.1914;84.1111;202.1476
2.3448;-0.6701;-1.4434;-18.0809;84.0289;202.0969
2.4025;-0.6991;-1.5470;-17.9657;83.9353;202.0119
2.5971;-0.7564;-1.5750;-17.8684;83.8702;201.9784
2.8127;-0.8330;-1.6119;-17.7748;83.7895;201.9427
3.0285;-0.8669;-1.6463;-17.7185;83.6804;201.8788
3.1736;-1.0043;-1.7566;-17.6656;83.5744;201.8172
3.3644;-1.0786;-1.8335;-17.6124;83.4685;201.7496
3.5790;-1.1229;-1.8431;-17.5136;83.3576;201.6158
3.8048;-1.3064;-1.9433;-17.4949;83.2322;201.5558
4.0491;-1.4518;-2.0504;-17.4292;83.1127;201.4707
4.2317;-1.6024;-2.1703;-17.3741;83.0234;201.4032
4.4073;-1.6778;-2.2265;-17.2370;82.9600;201.3623
4.5788;-1.7938;-2.2265;-17.1433;82.8431;201.2941
4.7473;-1.8938;-2.2299;-17.0607;82.6712;201.2617
4.9784;-1.9578;-2.2299;-16.9942;82.4835;201.2456
5.1466;-2.1265;-2.2505;-16.9069;82.2991;201.2333
5.3106;-2.3053;-2.2547;-16.8233;82.1049;201.2333
5.4319;-2.4290;-2.2547;-16.6692;81.9593;201.2456
5.5561;-2.6141;-2.2547;-16.5925;81.8023;201.2570
5.7055;-2.7874;-2.2148;-16.4792;81.6558;201.2843
5.8796;-2.9600;-2.1530;-16.4096;81.4704;201.3237
5.9866;-3.1155;-2.1327;-16.3392;81.3101;201.3426
6.1130;-3.3269;-2.1131;-16.2691;81.1686;201.3546
6.2011;-3.5421;-2.1064;-16.2466;80.9880;201.3668
6.3011;-3.7476;-2.0716;-16.2012;80.8607;201.3684
6.4102;-3.9314;-2.0232;-16.2001;80.6794;201.3725
6.5303;-4.1436;-1.9720;-16.1876;80.5271;201.3725
