RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;43.3093;88.3566;220.5961
0.2125;0.0748;0.0795;43.5230;88.6136;220.6657
0.4421;0.1894;0.0854;43.7431;88.8518;220.6657
0.6863;0.2973;0.1202;43.9988;88.9554;220.6657
0.9632;0.4212;0.1287;44.2438;88.9621;220.6238
1.2049;0.5556;0.1287;44.4755;89.3215;220.6098
1.4728;0.6915;0.1287;44.6739;89.6200;220.6098
1.7459;0.8383;0.1287;44.8925;89.8849;220.6238
2.0477;0.9836;0.1287;45.1317;90.1507;220.6270
2.3802;1.1528;0.1303;45.3727;90.4156;220.6460
2.7275;1.3118;0.1411;45.6198;90.6779;220.6568
3.0683;1.4719;0.1732;45.8757;90.9693;220.6593
3.4361;1.6497;0.1816;46.1314;91.2611;220.6624
3.7859;1.8373;0.2066;46.3865;91.5339;220.6717
4.1599;2.0417;0.2328;46.6594;91.8186;220.6717
4.5358;2.2442;0.2506;46.9706;92.1716;220.7543
4.9207;2.4480;0.2768;47.2637;92.5090;220.7543
5.3335;2.6596;0.3247;47.5201;92.8091;220.7543
5.7393;2.8634;0.3247;47.7694;93.1022;220.7052
6.1296;3.1546;0.3247;48.0305;93.3944;220.6737
6.5532;3.4292;0.2810;48.3165;93.7227;220.6737
7.0987;3.7456;0.0877;48.6103;94.0925;220.6737
7.5724;4.0454;0.0193;48.8975;94.4602;220.6737
8.0979;4.3857;-0.0788;49.1584;94.8044;220.6744
8.5401;4.7112;-0.1435;49.4315;95.1539;220.6913
8.9652;5.0864;-0.2406;49.7274;95.5406;220.6913
9.3728;5.4672;-0.2701;50.0298;95.9134;220.6913
9.7065;5.8241;-0.2701;50.2756;96.3183;220.6913
10.0379;6.1774;-0.2701;50.5358;96.6124;220.6997
10.3247;6.5518;-0.2278;50.8086;96.9163;220.6691
10.6270;6.9412;-0.1926;51.0723;97.4568;220.6691
10.8976;7.3292;-0.1601;51.3135;97.7313;220.6724
11.1605;7.7298;-0.1251;51.5898;98.1770;220.6973
11.4104;8.1645;-0.0887;51.8367;98.7113;220.6973
11.6361;8.6029;-0.0527;52.1041;98.9142;220.6973
11.7241;9.0297;0.0103;52.3814;99.3845;220.6973
11.9589;9.4985;0.0249;52.5833;99.7314;220.6973
12.1768;9.9567;0.0730;52.8547;100.1895;220.7221
12.2728;10.3573;0.1537;53.0424;100.8197;220.7538
12.3192;10.7947;0.2366;53.2719;101.0806;220.7630
12.5481;11.2708;0.3047;53.5043;101.4951;220.7991
12.6363;11.6703;0.4611;53.7271;101.9368;220.8611
12.7715;12.1892;0.4821;53.8917;102.6748;221.0166
12.7952;12.5984;0.5856;54.0737;103.0529;221.1115
12.8416;13.0737;0.6696;54.2492;103.3950;221.1598
13.0043;13.5960;0.7397;54.4143;103.7812;221.1828
13.0113;14.0102;0.8571;54.5719;104.2265;221.2559
13.1487;14.4982;0.9571;54.7151;104.5796;221.2887
13.1487;14.9263;1.0817;54.8163;105.1731;221.4114
13.1487;15.3294;1.2198;54.9302;105.7750;221.5933
13.0581;15.6845;1.3930;55.0645;106.3173;221.7938
13.0581;16.0986;1.4669;55.2317;106.4770;221.8522
13.0581;16.5434;1.5809;55.4258;106.7393;221.8924
13.0581;16.9359;1.6434;55.5453;107.2612;221.9627
13.0581;17.3805;1.6781;55.6501;107.8056;222.1265
12.9589;17.7379;1.7531;55.7673;108.0943;222.2164
12.8702;18.1982;1.8380;55.9135;108.2684;222.2219
12.8665;18.6185;1.9229;56.0897;108.5505;222.2553
12.8566;19.0077;2.0387;56.2238;109.1808;222.4324
12.8266;19.3890;2.1713;56.3561;109.5620;222.5661
12.8133;19.7770;2.2943;56.5187;109.6648;222.5852
12.6691;20.1030;2.4516;56.6849;109.8981;222.6135
12.6237;20.4696;2.5939;56.7940;110.5572;222.7674
12.6237;20.9452;2.6613;56.9027;110.7601;222.8312
12.6237;21.3651;2.7569;57.0242;111.3089;223.0027
12.6489;21.6999;2.9035;57.1511;111.5016;223.0494
12.6898;22.0409;3.0479;57.2882;111.9418;223.1780
12.7288;22.3784;3.1916;57.3718;112.5604;223.3518
12.7288;22.7351;3.3087;57.4676;113.0597;223.4963
12.7717;23.0935;3.4275;57.6090;113.4300;223.5698
12.7872;23.3854;3.5892;57.7744;113.6328;223.5698
12.8369;23.8015;3.6749;57.9465;114.1306;223.5698
12.9189;24.2395;3.6760;58.0944;114.3696;223.5698
13.0274;24.6559;3.6884;58.2142;114.9997;223.5571
13.1444;25.0596;3.6884;58.3492;115.5658;223.5420
13.2445;25.4781;3.6953;58.5338;115.7843;223.5192
13.3886;25.9013;3.6953;58.7188;116.1454;223.4142
13.5269;26.3441;3.6953;58.9035;116.7827;223.4075
13.6849;26.7900;3.6715;59.0902;117.4603;223.3834
13.8332;27.2598;3.6370;59.3358;117.7394;223.3321
13.9853;27.7435;3.6074;59.6124;118.1784;223.2115
14.1274;28.2661;3.5925;59.8324;119.0923;223.1896
14.2959;28.7811;3.5564;60.0859;119.6615;223.1602
14.4547;29.3187;3.5413;60.3429;120.3937;223.1112
14.6265;29.8553;3.5238;60.5959;120.9476;223.0060
14.7469;30.3813;3.5172;60.8627;121.6330;222.9384
14.9254;30.9979;3.4999;61.0209;122.6846;222.9096
15.0868;31.6098;3.4825;61.2237;123.3790;222.8846
15.2219;32.1935;3.4596;61.3478;124.4403;222.8561
15.3728;32.8438;3.4469;61.5200;125.1668;222.7588
15.4922;33.5197;3.4217;61.7232;126.0010;222.6493
15.5411;34.2903;3.4099;61.9023;126.8309;222.4848
15.5973;34.9080;3.4099;62.1845;127.5203;222.2559
15.5973;35.5908;3.4099;62.4024;128.5003;222.0484
15.5973;36.2610;3.4276;62.6224;129.6292;221.9703
15.5646;36.8521;3.5154;62.8654;130.5404;221.6768
15.4478;37.4292;3.6499;63.0692;131.8281;221.5932
15.2611;38.0484;3.7915;63.2805;132.9981;221.4148
15.0202;38.5196;4.0465;63.5371;133.7999;221.0352
14.7439;38.8329;4.4519;63.5382;135.1466;220.7908
14.3950;39.0772;4.9478;63.5382;136.7390;220.6632
13.9257;39.0806;5.5797;63.5382;138.2699;220.5081
13.3550;39.0806;6.4050;63.3341;139.8548;220.3388
12.7102;39.0806;7.3214;62.9991;141.5110;220.3388
12.0324;38.7349;8.5320;62.5273;143.3381;220.3388
11.3292;38.2711;9.8763;61.9062;145.3335;220.4216
10.5841;37.6276;11.4748;61.1275;147.5492;220.6139
9.7509;36.8009;13.3303;60.3891;149.9210;220.9149
8.8422;35.8206;15.4040;59.6261;152.1425;221.1865
7.8421;34.6310;17.7532;58.8079;154.2563;221.3943
6.7479;33.2408;20.4213;57.9006;156.2079;221.3943
5.6396;31.6042;23.3475;56.9337;157.9134;221.3943
4.4848;29.7392;26.6084;55.9328;159.2836;221.4636
3.3490;27.6054;30.1665;54.9160;160.7889;221.4636
2.2415;25.2080;34.0101;53.8670;162.4188;221.5746
1.1657;22.5368;38.1883;52.8301;164.1048;222.0015
0.0986;19.6231;42.6702;51.6999;165.8126;222.5760
-0.9979;16.4783;47.4515;50.5063;167.2038;223.0901
-2.1512;13.1708;52.5103;49.1447;168.4983;223.6837
-3.3432;9.6239;57.8568;47.6549;169.6917;224.4513
-4.5533;5.9058;63.4518;46.0841;171.2462;225.6117
-5.7442;2.0594;69.3379;44.3158;172.4923;226.7968
-6.9009;-1.8881;75.5220;42.3893;173.5550;228.0520
-8.0552;-5.9840;81.9640;40.2695;174.3107;229.1981
-9.1490;-10.1639;88.7352;38.0684;174.8228;230.4953
-10.1761;-14.4609;95.8305;36.0771;174.8228;231.0257
-11.1030;-18.9011;103.2557;33.8780;174.8228;232.1524
-11.9762;-23.3908;111.0464;31.5858;174.6091;233.4634
-12.7913;-27.9079;119.1539;29.2288;174.2794;234.9020
-13.5128;-32.4599;127.5313;26.8510;173.9258;236.4657
-14.1682;-37.0044;136.2107;24.3490;173.5098;238.1742
-14.6143;-41.6228;145.0738;22.0380;173.0528;239.7746
-15.1378;-46.0647;154.4861;19.7054;172.3070;241.4459
-15.3777;-50.4819;164.0504;17.4462;171.4378;243.1640
-15.3777;-54.8449;173.7932;15.1922;170.3965;244.9683
-15.3777;-59.1310;183.6885;12.9865;169.2317;246.7858
-15.1482;-63.2832;193.7190;10.7180;167.8420;248.5676
-14.7643;-67.3397;203.7058;8.5988;166.0949;250.1893
-14.3122;-71.2130;213.7934;6.4778;163.9342;251.7099
-13.5822;-75.0381;223.8015;4.6300;161.8279;253.5758
-12.6892;-78.6630;233.8821;2.4966;160.2675;256.2511
-11.5662;-82.1443;243.9719;0.5215;158.8180;257.8704
-10.2096;-85.4574;254.0456;-1.2227;156.8832;259.0946
-8.6059;-88.5741;264.1900;-2.8028;154.6344;261.2804
-6.7225;-91.3016;274.3678;-4.1846;151.0315;263.2794
-4.6157;-94.1963;284.3368;-5.7607;147.1568;266.0100
-2.4799;-96.6664;294.4541;-7.1629;143.6747;268.0987
-0.2256;-98.8708;304.3848;-8.7429;140.5015;270.2350
2.1569;-100.8101;314.1527;-10.2524;137.1433;272.3566
4.6149;-102.5404;323.6311;-11.7517;133.6415;274.7140
7.1061;-104.0733;332.9011;-13.0094;130.1478;276.7091
9.6017;-105.2219;341.9921;-14.2960;126.8776;279.0269
12.0360;-106.3418;350.5365;-15.5188;123.6687;281.2934
14.4951;-107.3648;358.4405;-16.6859;120.4517;283.4440
16.8888;-108.1344;366.0079;-17.8241;117.3128;285.6185
19.1639;-108.9150;373.5280;-18.9863;114.2686;287.8686
21.4882;-109.7527;380.6733;-20.1263;111.2707;289.9282
23.7997;-110.3511;387.4094;-21.2957;108.3592;292.0094
26.1165;-110.9883;393.7846;-22.4187;105.4716;294.2807
28.3686;-111.5260;399.8160;-23.4007;102.5303;296.4632
30.6494;-112.0688;405.4463;-24.2547;99.6997;298.5318
32.7754;-112.6005;410.6325;-25.0218;96.9514;300.5893
34.7495;-113.2525;415.3001;-25.6623;94.3132;302.4869
36.7014;-113.9659;419.5207;-26.2071;91.8284;304.2789
38.6203;-114.5270;423.2877;-26.6552;89.4728;305.9852
40.3950;-115.1805;426.9663;-27.0403;87.2731;307.5274
42.1544;-115.6857;430.1580;-27.3886;85.2862;308.9477
43.8562;-116.1540;432.9938;-27.7277;83.4165;310.3384
45.5578;-116.5176;435.6665;-28.0024;81.7060;311.6095
47.2166;-116.7976;438.1332;-28.2023;80.1491;312.7844
48.7903;-116.9929;440.3517;-28.2495;78.7579;313.7975
50.2886;-117.0401;442.2883;-28.2495;77.4684;314.7927
51.7834;-117.0401;444.0112;-28.2495;76.2838;315.6650
53.2980;-117.0401;445.6013;-28.1446;75.2407;316.3888
54.7841;-116.8947;446.9774;-27.9822;74.3437;317.0273
56.2647;-116.6738;448.1933;-27.8105;73.5386;317.5380
57.7184;-116.4533;449.3164;-27.5956;72.8637;317.9344
59.1119;-116.1952;450.3644;-27.3492;72.2695;318.1747
60.4742;-115.8735;451.2557;-27.0965;71.7568;318.2881
61.7539;-115.4551;452.0960;-26.8399;71.2907;318.2881
62.9851;-115.0089;452.8711;-26.6075;70.9027;318.2881
64.0662;-114.5887;453.5547;-26.4099;70.5651;318.1107
65.0318;-114.2054;454.0638;-26.2529;70.2898;317.8713
65.9222;-113.8512;454.4592;-26.0608;70.0779;317.6233
66.7938;-113.5204;454.7829;-25.9240;69.9538;317.3473
67.6311;-113.2257;454.9216;-25.7928;69.8801;317.0673
68.4934;-112.9362;454.9216;-25.6408;69.8182;316.7724
69.0816;-112.9362;454.9216;-25.4863;69.7869;316.5340
69.4557;-112.9362;454.4875;-25.2896;69.7657;316.2714
69.7474;-113.0051;454.0968;-25.0282;69.7525;315.9599
69.9640;-113.2066;453.8522;-24.7300;69.7466;315.6746
