RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;28.7855;99.6707;221.0941
-0.2086;-0.2275;-0.0193;28.4576;99.5724;221.0423
-0.4105;-0.4651;-0.0350;28.1368;99.4681;220.9915
-0.6043;-0.7080;-0.0507;27.8191;99.3686;220.9433
-0.7981;-0.9572;-0.0581;27.5033;99.2505;220.8807
-0.9929;-1.2170;-0.0616;27.1608;99.1243;220.8308
-1.1890;-1.4829;-0.0789;26.8230;98.9931;220.7905
-1.3884;-1.7523;-0.0959;26.4808;98.8601;220.7569
-1.5729;-2.0326;-0.1096;26.1395;98.7424;220.7226
-1.7689;-2.3227;-0.1160;25.7836;98.5699;220.6774
-1.9692;-2.6137;-0.1204;25.4304;98.3929;220.6158
-2.1698;-2.9097;-0.1258;25.0649;98.2021;220.5569
-2.3559;-3.2078;-0.1438;24.7014;98.0182;220.5117
-2.5537;-3.5215;-0.1488;24.3319;97.8310;220.4650
-2.7512;-3.8285;-0.1516;23.9608;97.6383;220.4355
-2.9529;-4.1454;-0.1559;23.5794;97.4531;220.4199
-3.1488;-4.4567;-0.1559;23.1957;97.2564;220.3969
-3.3453;-4.7855;-0.1516;22.8281;97.0587;220.3620
-3.5389;-5.1303;-0.1347;22.4539;96.8526;220.3289
-3.7206;-5.4714;-0.1126;22.0788;96.6446;220.2946
-3.9045;-5.8079;-0.1042;21.6930;96.4283;220.2924
-4.0970;-6.1810;-0.1042;21.3097;96.2059;220.2712
-4.2728;-6.5671;-0.1042;20.9351;95.9818;220.2452
-4.3854;-6.9113;-0.1889;20.5525;95.7505;220.2248
-4.5434;-7.3186;-0.2359;20.1554;95.5020;220.2008
-4.7048;-7.7438;-0.2396;19.7520;95.2690;220.1946
-4.8628;-8.1721;-0.2396;19.3530;94.9974;220.1718
-5.0261;-8.6118;-0.2396;18.9665;94.7376;220.1243
-5.1789;-9.0886;-0.2032;18.5627;94.4666;220.0971
-5.2997;-9.5333;-0.1943;18.1712;94.1940;220.0867
-5.4372;-10.0335;-0.1406;17.7859;93.9114;220.0494
-5.5690;-10.5508;-0.0806;17.4182;93.6438;220.0034
-5.6618;-11.0598;-0.0523;17.0349;93.3730;219.9773
-5.7709;-11.6061;0.0348;16.6462;93.1132;219.9637
-5.8650;-12.1797;0.1531;16.2467;92.8462;219.9565
-5.9424;-12.7574;0.2575;15.8753;92.5826;219.9519
-6.0015;-13.3087;0.3483;15.5031;92.2956;219.9169
-6.0589;-13.9579;0.4908;15.1322;92.0060;219.8971
-6.0925;-14.6224;0.6184;14.7475;91.7197;219.8926
-6.0925;-15.2903;0.7235;14.3735;91.4325;219.8823
-6.0925;-16.0007;0.8908;14.0127;91.1209;219.8266
-6.0764;-16.7272;1.0268;13.6462;90.8089;219.7982
-6.0021;-17.4578;1.1147;13.2501;90.4981;219.7980
-5.9909;-18.2662;1.3429;12.8659;90.1844;219.7951
-5.9402;-19.0911;1.5662;12.4794;89.8738;219.7742
-5.8896;-19.9202;1.8030;12.0927;89.5365;219.7497
-5.8068;-20.7762;2.0332;11.6931;89.2154;219.7427
-5.7073;-21.6628;2.2427;11.2903;88.8715;219.7232
-5.5824;-22.5748;2.4803;10.8988;88.5203;219.6974
-5.4411;-23.5319;2.7318;10.4839;88.1530;219.6686
-5.2702;-24.4980;2.9990;10.0608;87.7976;219.6594
-5.0731;-25.5170;3.2831;9.6587;87.4354;219.6396
-4.8421;-26.5791;3.6040;9.2398;87.0504;219.5989
-4.6033;-27.6630;3.9501;8.8112;86.6686;219.5950
-4.3413;-28.7870;4.2824;8.3797;86.2817;219.5902
-4.0620;-29.9380;4.6281;7.9413;85.8587;219.5355
-3.7465;-31.1202;4.9918;7.5047;85.4342;219.5210
-3.4135;-32.3462;5.3618;7.0816;84.9775;219.4953
-3.0754;-33.5499;5.7315;6.6217;84.4967;219.4917
-2.7050;-34.8386;6.1265;6.1693;84.0067;219.4768
-2.3208;-36.1004;6.5228;5.7170;83.4717;219.4581
-1.8935;-37.4408;6.8997;5.2676;82.9140;219.4363
-1.4605;-38.8190;7.2586;4.8081;82.3213;219.4026
-1.0106;-40.2132;7.6579;4.3540;81.7023;219.3632
-0.5657;-41.6416;8.0711;3.9023;81.0774;219.3312
-0.0842;-43.0968;8.4699;3.4344;80.4133;219.2923
0.4159;-44.5984;8.8873;2.9743;79.7454;219.2431
0.9358;-46.1295;9.2861;2.5341;79.0392;219.1994
1.4911;-47.6934;9.7022;2.0916;78.3036;219.1020
2.0381;-49.2741;10.1713;1.6457;77.5611;219.0456
2.6318;-50.8917;10.6641;1.1940;76.8296;219.0123
3.2358;-52.5761;11.1528;0.7790;76.0712;218.9081
3.8739;-54.2570;11.7098;0.3496;75.3212;218.8427
4.5396;-55.9794;12.2915;-0.0681;74.6101;218.7858
5.2358;-57.7628;12.9501;-0.5004;73.9049;218.7221
5.9803;-59.5853;13.6512;-0.9236;73.1922;218.6350
6.7709;-61.4247;14.4717;-1.3868;72.5321;218.6099
7.6129;-63.3575;15.3855;-1.8604;71.9061;218.6077
8.5344;-65.3978;16.4316;-2.3563;71.3206;218.6077
9.5428;-67.4872;17.6198;-2.8739;70.7638;218.6077
10.6515;-69.6788;18.9891;-3.4445;70.2450;218.6261
11.8889;-71.9757;20.5350;-4.0228;69.7494;218.6905
13.2769;-74.3944;22.3217;-4.6526;69.2814;218.7891
14.8108;-76.9386;24.3726;-5.3096;68.8536;218.9869
16.5126;-79.6758;26.7764;-5.9936;68.4707;219.2239
18.3425;-82.5452;29.4953;-6.7199;68.1668;219.5414
20.3334;-85.5329;32.5865;-7.4926;67.9039;219.9070
22.5004;-88.6689;36.0753;-8.3343;67.6915;220.3796
24.8492;-91.9772;40.0327;-9.2276;67.5481;220.9429
27.3372;-95.3920;44.4392;-10.2004;67.4411;221.5978
30.0419;-98.8935;49.3331;-11.2302;67.3841;222.3428
32.9037;-102.4870;54.7817;-12.3372;67.3565;223.1999
36.0201;-106.1746;60.8246;-13.5283;67.2770;224.1695
39.3130;-109.9293;67.4849;-14.7848;67.1442;225.2868
42.7492;-113.7459;74.6262;-16.0928;66.8714;226.4969
46.4181;-117.6472;82.3352;-17.4283;66.3777;227.7980
50.2249;-121.6360;90.6924;-18.7767;65.7275;229.1544
54.1696;-125.7416;99.5284;-20.0809;64.8527;230.5134
58.2465;-129.7791;108.8261;-21.4076;63.6767;232.0255
62.4025;-133.9288;118.4139;-22.6828;62.1650;233.5722
66.6851;-138.0687;128.2189;-23.9304;60.2494;235.1360
71.0519;-142.2191;138.4011;-25.1167;57.8948;236.7113
75.5509;-146.3393;148.8429;-26.2738;55.1695;238.2811
80.1598;-150.4122;159.5192;-27.3996;51.9298;239.8568
84.8870;-154.3895;170.4956;-28.5124;48.2226;241.5409
89.7078;-158.3358;181.6669;-29.6331;43.9312;243.3298
94.5995;-162.1248;193.0215;-30.7278;39.1627;245.1220
99.5068;-165.7992;204.5569;-31.7008;33.9208;246.8929
104.4398;-169.3493;216.1427;-32.6853;28.4022;248.9299
