LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
271.7126;331.5874;-411.7922;234.3971;416.9857;-222.1290
272.3714;330.7121;-411.3455;234.8070;416.9857;-222.1428
273.2249;329.5915;-410.8256;235.2872;416.9857;-222.1633
274.3610;328.3437;-410.2291;235.7583;416.8685;-222.2173
275.7011;326.7565;-409.5206;236.5746;416.7700;-222.2316
277.1376;324.6766;-408.8190;237.4678;416.6653;-222.2514
279.0391;322.3588;-407.7077;238.5385;416.3699;-222.2514
281.0750;319.5149;-406.4329;239.6056;416.0468;-222.3285
283.4771;316.3266;-404.7927;240.7699;415.6115;-222.3820
286.1373;312.7131;-403.0389;242.0491;415.0918;-222.3820
288.9498;308.4766;-400.5904;243.5808;414.3827;-222.3820
292.0216;303.9920;-397.9348;245.2981;413.6331;-222.2386
295.2592;298.9170;-395.0111;247.2743;412.6791;-222.0380
298.5908;293.3970;-391.6430;249.3874;411.6258;-221.6774
302.3377;287.6664;-387.6399;251.6160;410.3016;-221.3568
306.2877;281.2240;-383.4070;253.9091;408.7614;-220.9829
310.4828;274.4960;-378.5872;256.3310;407.0011;-220.5321
315.0132;267.4818;-373.1441;258.9493;404.9340;-219.9698
319.7530;259.8603;-367.1976;261.8415;402.4849;-219.2638
324.7283;251.9833;-360.8083;264.7696;399.8214;-218.4159
329.8692;243.9119;-353.8341;267.8878;396.7596;-217.5069
335.1934;235.6512;-346.2456;270.9819;393.4054;-216.4016
340.3925;226.6517;-337.9591;274.0801;389.5870;-215.3570
346.0753;218.1262;-329.3610;277.3817;385.4341;-214.0467
351.6807;209.3095;-320.0172;280.7355;381.0568;-212.4366
357.5595;200.5510;-308.8562;283.8230;376.3095;-210.9947
363.2385;191.8861;-298.3615;287.4858;370.9502;-208.8984
368.9758;182.8119;-287.8595;291.1584;365.1547;-206.6476
374.7970;174.1027;-276.8245;294.7825;359.2653;-204.1069
380.5218;165.4388;-265.6044;298.4039;352.9250;-201.3795
386.0903;156.7900;-254.2018;301.9736;346.4228;-198.3438
391.3088;148.5320;-242.1707;305.5611;339.4429;-195.0724
397.4421;140.5685;-229.5281;309.3543;332.4369;-191.2883
402.5219;132.4750;-216.3409;312.9052;325.0960;-187.3008
407.1759;124.2548;-203.9426;316.4032;318.0341;-182.8966
412.0488;117.7246;-189.9886;319.7773;310.8901;-178.0914
415.9130;110.4594;-176.7819;322.9313;303.7404;-173.0752
419.4478;103.3442;-163.5872;326.1272;296.6934;-167.5658
422.3148;96.5609;-150.8998;329.0195;289.8937;-161.9153
424.5884;90.0596;-138.3187;332.0240;283.2282;-155.6966
426.7230;83.8253;-125.9374;334.8700;276.7677;-149.1674
428.3787;77.9300;-113.8901;337.5301;270.7457;-142.4584
429.9669;72.2337;-102.1108;339.9153;264.5423;-135.6251
431.1165;66.7426;-90.4263;342.0507;258.5731;-128.7881
431.7420;61.3724;-79.0585;343.9821;252.6497;-121.7540
431.7849;56.4396;-68.7539;345.7041;246.7504;-114.6499
431.9686;51.1180;-59.3630;346.9055;240.9382;-107.9859
431.9686;45.9816;-49.9848;347.9323;235.8430;-101.4121
431.9195;41.6147;-40.6450;348.8194;230.9629;-94.8183
431.9195;37.1631;-31.9146;349.4012;226.0583;-88.4786
431.9195;32.9852;-23.7975;349.8591;221.8452;-82.2314
431.6614;29.1938;-16.1873;349.8591;217.6657;-76.3619
431.2430;25.4726;-8.9393;349.8591;213.6758;-70.8262
430.8020;22.0933;-2.3317;349.7845;210.2757;-65.3740
430.1923;18.8562;3.6971;349.4154;206.8407;-60.1834
429.5252;15.9217;9.2944;349.1676;203.6056;-55.1606
428.8500;13.0514;14.3232;348.3894;200.6019;-50.9441
428.1659;10.5014;18.9983;347.7823;198.1326;-46.7505
427.3813;7.9302;23.1308;346.9604;195.7617;-43.0526
426.6624;5.7299;26.8166;346.0504;193.6728;-39.7788
425.7904;3.7980;30.0098;345.1991;191.7668;-36.6839
424.7913;2.2042;32.8716;344.2399;190.1439;-34.1340
423.7722;0.7541;35.2592;343.4505;188.7553;-31.7688
422.7299;-0.5946;37.3879;342.6600;187.5876;-29.9351
421.5850;-1.6475;39.2535;342.0098;186.7249;-28.4720
420.3108;-2.5000;40.8651;341.5303;186.1393;-27.3745
419.0109;-3.0966;42.3235;341.5303;186.1236;-26.8075
417.5115;-3.4264;43.5373;341.5303;186.1236;-26.8075
416.0588;-3.4264;44.9211;341.5739;186.1236;-26.8075
414.9630;-3.4264;45.8880;342.0441;186.5493;-27.1505
414.1099;-3.1765;46.5542;342.9066;187.2485;-27.7474
258.7305;139.4176;-1274.4140;258.7305;139.4176;-1274.4140
