LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
363.9940;12.1172;16.7035;352.2499;96.5417;210.0618
364.0683;12.0329;17.0619;352.2499;96.4704;210.0963
364.2998;11.7018;17.1050;352.2499;96.3916;210.1125
364.4129;11.3759;17.3134;352.3606;96.3032;210.2810
364.7912;10.9015;17.4806;352.5322;96.0987;210.3102
365.0110;10.2786;17.6509;352.8162;95.9134;210.4354
365.6986;9.5011;18.0301;353.1232;95.6321;210.4550
366.3926;8.3627;18.2517;353.5255;95.3022;210.5093
367.4394;7.0358;18.7217;354.0025;94.8175;210.5377
368.7752;5.3097;19.2395;354.6638;94.2525;210.5813
370.3050;3.1888;19.8670;355.5221;93.4905;210.6796
372.0534;0.8180;20.8901;356.5686;92.6420;210.8411
374.0642;-1.9632;21.9389;357.8065;91.6080;211.0661
376.7953;-5.1898;23.1509;359.2685;90.2652;211.2631
379.7329;-9.1835;24.6443;360.9472;88.7574;211.4991
383.1488;-13.5649;26.3567;362.8791;86.9993;211.8574
386.9284;-18.8095;28.4612;365.0230;84.9039;212.2585
391.0082;-24.8575;30.6716;367.3732;82.4796;212.7266
395.3824;-31.7433;33.8567;369.9175;79.7742;213.3028
400.1372;-38.9016;37.3164;372.6344;76.6708;214.0410
405.0167;-46.3249;41.9382;375.4774;73.0934;214.9437
410.2266;-54.7552;46.7955;378.6976;69.2218;216.0492
415.8293;-64.0067;51.8735;382.2058;65.0706;217.4377
421.3417;-73.6321;57.6652;385.7743;60.5611;218.9117
426.9523;-84.0671;64.1223;389.5471;55.6408;220.6521
432.7188;-95.0471;71.3475;393.4253;50.3791;222.5431
438.6859;-106.2968;79.1812;397.4796;44.5617;224.7454
444.7832;-117.9689;87.9779;401.6442;38.5755;227.3159
451.0513;-129.7435;97.4314;405.9127;32.1166;230.1437
457.3617;-142.0273;107.4810;410.2312;25.0617;233.2681
463.5828;-154.4937;118.5700;414.5548;17.9116;236.8951
470.0968;-166.5835;129.7581;418.7362;10.2773;240.6941
475.3980;-177.1406;141.8079;423.0086;2.2331;244.9377
482.0499;-190.4560;154.4025;427.1924;-6.1908;249.5749
487.8749;-201.6701;167.7979;431.3650;-14.5777;254.8112
493.7674;-213.6472;181.9376;435.3520;-23.1800;260.3536
499.5149;-225.4525;196.3717;439.1869;-31.7605;266.1639
504.9195;-236.5053;211.0995;442.4794;-40.8876;272.0534
510.1449;-247.4574;226.5917;445.8341;-49.9574;278.6069
515.1601;-257.9138;241.9472;449.1073;-59.7782;285.8505
519.7564;-268.0667;257.7922;451.8377;-68.7827;292.9294
524.0727;-277.8741;274.1984;454.5396;-77.7733;300.4520
529.4548;-285.9199;290.6674;457.1479;-86.6145;308.3243
532.9556;-294.6664;306.7304;459.3973;-95.1984;316.2487
536.3107;-303.0857;322.5996;461.4062;-103.7823;324.2214
538.9580;-311.0598;338.0745;463.4428;-111.9260;333.0020
541.5090;-318.5571;353.2573;465.0375;-120.0313;341.5207
543.7272;-325.8127;368.3682;466.3099;-127.8571;349.9229
545.8863;-332.2257;382.9223;467.5128;-135.3769;358.4488
547.7371;-338.6086;397.3147;468.4916;-142.7887;366.9367
549.0432;-344.4059;410.8895;469.1175;-149.6873;375.6040
550.2690;-349.9121;424.2307;469.6093;-156.2843;383.9711
551.2256;-355.0997;437.1098;469.6093;-162.5943;392.1038
551.9104;-359.9392;449.4239;469.6093;-168.7608;400.0290
552.4478;-364.4155;461.1307;469.5166;-174.6202;407.7219
552.4478;-368.5257;472.0425;468.9977;-180.1919;415.2018
552.4478;-372.4058;482.3370;468.2669;-185.4025;422.2927
552.3350;-376.0423;491.9351;467.3389;-190.2821;429.1434
551.8173;-379.4882;500.9253;466.2091;-194.8796;435.6723
551.3100;-382.6256;509.3827;464.9120;-199.1508;441.8339
550.6309;-385.4115;517.2485;463.5011;-203.2442;447.7045
549.8523;-388.1856;524.4350;461.9252;-206.9711;453.2396
548.8180;-390.8106;531.1282;460.3162;-210.4488;458.3703
547.7340;-393.0739;537.3598;458.6034;-213.7126;463.1095
546.5690;-395.1756;543.0043;456.9181;-216.5004;467.4328
545.2531;-397.1677;548.2259;455.1992;-219.0400;471.3344
543.7650;-398.9466;552.9178;453.5140;-221.2744;474.9335
542.1177;-400.5341;557.0328;451.9133;-223.3837;478.1643
540.3339;-402.0574;560.8376;450.3871;-225.0434;480.8918
538.5042;-403.6294;563.9451;448.9349;-226.4629;483.2316
536.3537;-404.8585;566.8652;447.5732;-227.6168;484.9670
533.9614;-405.7568;569.5565;446.3076;-228.6344;486.3303
531.5113;-406.7134;571.8195;445.1427;-229.4504;487.2037
529.1701;-407.4255;574.1149;444.0644;-230.1339;487.2914
526.9275;-407.8406;575.7520;443.1236;-230.4742;487.2914
525.1552;-407.8406;576.9449;442.2519;-230.6501;487.2914
371.2987;-144.1761;-839.2540;371.2987;-144.1761;-839.2540
