RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;-2.6403;96.4851;189.6220
0.0774;-0.1063;-0.0125;-2.4834;96.4820;189.6025
0.2167;-0.3536;-0.0125;-2.3520;96.4507;189.5501
0.2466;-0.3594;-0.0125;-2.2359;96.3928;189.5394
0.3638;-0.6223;0.1063;-2.1168;96.3388;189.5068
0.3838;-0.7497;0.0212;-2.1168;96.2812;189.5068
0.5803;-0.9725;0.0212;-2.1168;96.2546;189.5068
0.6120;-1.0432;0.0148;-2.0615;95.5784;189.8104
0.7606;-1.2536;0.0148;-2.0615;95.4611;189.8104
0.9181;-1.4697;0.0141;-2.0670;95.3153;189.8104
1.0425;-1.6172;-0.0538;-2.0615;95.1033;189.7551
1.2487;-1.8532;-0.0538;-2.0615;94.8575;189.7373
1.3686;-2.1103;-0.0538;-2.0670;94.7959;189.6688
1.7574;-2.6378;0.4759;-2.1477;94.4946;189.6661
2.0002;-3.1084;0.6659;-2.2871;94.1873;189.6661
2.1770;-3.5333;0.9021;-2.4081;94.1716;189.6688
2.4157;-4.0849;0.9860;-2.5394;93.8417;189.7906
2.5876;-4.7491;1.1147;-2.6882;93.6929;189.9184
2.7824;-5.5317;1.5825;-2.8505;93.1802;190.0967
2.9001;-6.4240;1.7216;-3.0141;92.5683;190.3079
2.9499;-7.3111;1.9068;-3.1357;91.9866;190.5130
2.9696;-8.5356;1.9147;-3.3274;91.2836;190.8364
3.2094;-10.3290;3.3699;-3.5650;90.4276;191.1881
3.2412;-12.1668;4.3337;-3.7225;89.7678;191.4442
3.2412;-14.2766;5.3078;-4.0717;88.6417;191.9138
3.2412;-16.7079;6.4337;-4.4493;87.5963;192.3090
3.1777;-19.5843;7.8006;-4.8981;86.4520;192.7923
3.1343;-22.8330;9.3724;-5.3787;85.2604;193.2304
3.0643;-26.4766;11.1412;-5.9998;83.7878;193.8228
2.9617;-30.5556;13.1413;-6.7186;82.0771;194.4261
2.8454;-35.0810;15.4177;-7.4926;80.2408;195.1339
2.6988;-40.0534;17.9335;-8.2580;78.2391;195.7396
2.6070;-45.5833;20.7703;-9.1185;75.9963;196.4230
2.4677;-51.5528;23.8633;-9.9316;73.2650;196.7607
2.4677;-58.5480;27.4991;-11.2744;70.0872;197.8908
2.4677;-65.8551;31.3387;-12.1814;67.2766;197.8908
2.4937;-73.3753;35.0565;-12.3809;63.9634;197.8908
2.5281;-80.9266;40.0915;-13.2931;60.6272;198.4100
2.7687;-89.0222;45.1729;-13.4103;56.8515;198.4100
3.0300;-97.5071;50.6423;-14.4331;52.8131;198.4100
3.4705;-106.4818;56.5715;-15.4057;48.5235;199.7271
4.1043;-115.6310;63.2593;-16.3576;44.0117;201.3363
4.8315;-125.1744;70.3660;-17.3179;39.2391;203.1703
5.8214;-134.8355;78.2067;-18.1875;34.2525;205.0149
6.9469;-144.7885;86.5584;-19.0265;28.9761;207.1723
8.3907;-154.7000;95.5672;-19.6793;23.3661;209.1581
10.0573;-164.8620;105.0057;-20.0609;17.7852;211.2254
13.0351;-175.4590;109.5742;-20.8968;12.5543;215.3398
15.1273;-185.6295;120.1305;-21.4647;6.1781;218.3599
17.3930;-195.7084;131.3901;-22.3947;0.2495;223.6422
19.8206;-205.6536;143.0876;-22.6253;-7.4612;225.1717
22.5102;-215.4633;155.3254;-22.6253;-14.7303;228.7222
25.3020;-225.0699;168.0979;-22.5912;-22.1553;232.2063
28.2307;-234.2680;181.5568;-22.5912;-29.6776;236.1683
31.2742;-243.0880;195.2424;-22.4570;-36.6847;241.5876
34.3838;-251.7494;209.4278;-22.3837;-44.1196;246.8293
37.7753;-259.8712;223.4654;-21.5987;-52.1565;251.4318
