LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
525.4266;-154.1466;-17.3704;498.7354;-65.7437;218.0044
525.1226;-154.4439;-17.5114;498.6574;-65.9280;217.8825
524.8512;-154.7920;-17.6814;498.6384;-66.1909;217.7375
524.5431;-155.1442;-17.8208;498.6189;-66.6310;217.5147
524.2353;-155.5183;-17.9157;498.5904;-66.8121;217.4321
523.9083;-155.9021;-17.9157;498.5904;-67.1770;217.3068
523.5445;-156.1161;-17.9202;498.5782;-67.6010;217.1880
523.1709;-156.4764;-18.0541;498.5782;-67.9818;217.1786
522.7927;-157.0184;-18.0692;498.5017;-68.1478;217.1786
522.4310;-157.4911;-18.1966;498.5017;-68.4413;217.1786
522.0303;-157.9743;-18.3387;498.5017;-68.8861;217.2055
521.6277;-158.4777;-18.4370;498.5770;-69.4149;217.2074
521.1952;-158.9721;-18.5095;498.6063;-69.8549;217.2074
520.7690;-159.4760;-18.5560;498.6080;-70.3072;217.2074
520.3073;-160.0093;-18.5575;498.7832;-71.1477;217.1902
519.8218;-160.5752;-18.5575;498.7832;-71.5947;217.1530
519.3087;-161.1660;-18.5560;498.7832;-72.2306;217.1530
518.7849;-161.7724;-18.5022;498.5855;-72.3669;217.1530
518.2521;-162.3882;-18.4264;498.2597;-72.4824;217.2354
517.7271;-163.0772;-18.3358;498.0157;-72.7125;217.2794
517.1709;-163.7977;-18.1896;497.8641;-73.0740;217.3296
516.6094;-164.5591;-18.0449;497.7798;-73.4666;217.3668
516.0257;-165.3878;-17.8640;497.7322;-73.8476;217.3875
515.4328;-166.2535;-17.6762;497.7322;-74.2244;217.4127
514.8418;-167.1592;-17.4653;497.7322;-74.6033;217.4468
514.1968;-168.1434;-17.1893;497.7970;-74.9670;217.4905
513.5443;-169.1786;-16.8685;497.8601;-75.2788;217.5163
512.8438;-170.2730;-16.5486;497.9708;-75.6143;217.5532
512.1364;-171.4370;-16.1942;498.1178;-75.9544;217.6089
511.3610;-172.5992;-15.8554;498.3020;-76.3141;217.6722
510.5508;-173.8170;-15.4696;498.4444;-76.6282;217.7028
509.7161;-175.1096;-15.0976;498.6371;-76.9923;217.7450
508.8042;-176.3806;-14.7171;498.8589;-77.4128;217.8925
507.8342;-177.6908;-14.3022;499.0181;-77.7951;217.9858
506.8206;-178.9898;-13.8564;499.1266;-78.1539;218.0222
505.7407;-180.3277;-13.4262;499.2107;-78.5594;218.0937
504.6277;-181.7338;-12.9493;499.2493;-78.9308;218.1361
503.4859;-183.1939;-12.4102;499.2589;-79.4196;218.1885
502.3021;-184.6553;-11.9111;499.2589;-79.9305;218.2234
501.0710;-186.1865;-11.3707;499.2589;-80.3698;218.2545
499.8405;-187.7525;-10.7865;499.2116;-80.9126;218.3153
498.5523;-189.3579;-10.2210;499.0923;-81.5033;218.3383
497.1887;-191.0029;-9.6115;499.0042;-82.0845;218.3773
495.7975;-192.6562;-9.0910;498.8009;-82.7082;218.4048
494.3450;-194.3171;-8.5544;498.6073;-83.3592;218.4440
492.8672;-195.9900;-7.9968;498.3630;-84.0391;218.4565
491.3446;-197.6818;-7.4646;498.1319;-84.7740;218.4636
489.7907;-199.3161;-6.9289;497.8212;-85.4011;218.4937
488.1735;-201.0186;-6.3988;497.5629;-86.1455;218.5058
