LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
395.2240;0.0890;-8.3135;NaN;NaN;NaN
395.2445;0.0690;-8.4513;NaN;NaN;NaN
395.2479;0.0653;-8.6146;NaN;NaN;NaN
395.2863;0.0366;-8.7840;NaN;NaN;NaN
395.3298;0.0300;-8.9322;NaN;NaN;NaN
395.3586;-0.0307;-9.0779;NaN;NaN;NaN
395.4465;-0.0587;-9.1619;NaN;NaN;NaN
395.5077;-0.0810;-9.1619;NaN;NaN;NaN
395.5662;-0.1494;-9.1619;NaN;NaN;NaN
396.1310;-0.1655;-8.1155;NaN;NaN;NaN
396.1873;-0.2616;-8.1155;NaN;NaN;NaN
396.2459;-0.3538;-8.1155;NaN;NaN;NaN
396.2915;-0.4302;-8.1341;NaN;NaN;NaN
396.3820;-0.4943;-8.1419;NaN;NaN;NaN
396.4628;-0.5718;-8.1419;NaN;NaN;NaN
396.5589;-0.6238;-8.1419;NaN;NaN;NaN
396.6550;-0.6988;-8.1258;NaN;NaN;NaN
396.7438;-0.7546;-8.1140;NaN;NaN;NaN
396.8101;-0.8629;-8.1140;NaN;NaN;NaN
396.8640;-0.9941;-8.1258;NaN;NaN;NaN
396.8643;-1.1209;-8.2200;NaN;NaN;NaN
396.8648;-1.2946;-8.3017;NaN;NaN;NaN
396.8745;-1.4245;-8.3509;NaN;NaN;NaN
396.8795;-1.5810;-8.3509;NaN;NaN;NaN
396.8795;-1.7798;-8.3509;NaN;NaN;NaN
396.8758;-1.9658;-8.3526;NaN;NaN;NaN
396.8795;-2.2126;-8.3526;NaN;NaN;NaN
396.8977;-2.3574;-8.3526;NaN;NaN;NaN
396.8758;-2.5291;-8.4026;NaN;NaN;NaN
396.8758;-2.7052;-8.4538;NaN;NaN;NaN
396.8168;-2.9100;-8.5541;NaN;NaN;NaN
396.7740;-3.1463;-8.5945;NaN;NaN;NaN
396.6782;-3.3495;-8.6560;NaN;NaN;NaN
396.6087;-3.6299;-8.6618;NaN;NaN;NaN
396.5790;-3.8603;-8.6724;NaN;NaN;NaN
396.4368;-4.2620;-8.6953;NaN;NaN;NaN
396.3825;-4.2974;-8.7586;NaN;NaN;NaN
396.3690;-4.4765;-8.7749;NaN;NaN;NaN
396.2323;-4.7447;-8.8410;NaN;NaN;NaN
