RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;33.3137;94.8767;223.1643
-0.0307;-0.1093;0.1554;33.3093;94.7993;223.2540
-0.0485;-0.2707;0.3060;33.3092;94.7039;223.3624
-0.0620;-0.4942;0.4786;33.2837;94.5786;223.4913
-0.0726;-0.7737;0.6678;33.2418;94.4349;223.6471
-0.0726;-1.1295;0.8740;33.1804;94.2634;223.8176
-0.0726;-1.5740;1.1317;33.1106;94.0796;223.9830
-0.0699;-2.1529;1.4580;33.0199;93.8843;224.1694
-0.0383;-2.8771;1.8494;32.8897;93.6615;224.3736
0.0099;-3.7819;2.3040;32.7377;93.3984;224.5764
0.0864;-4.8886;2.8374;32.5444;93.0739;224.7624
0.1897;-6.1978;3.4320;32.3026;92.6796;224.9460
0.3141;-7.6980;4.0687;32.0222;92.1881;225.1390
0.4587;-9.4284;4.7663;31.7105;91.6172;225.3221
0.6315;-11.3511;5.5473;31.3959;90.9390;225.4954
0.8288;-13.5222;6.3693;31.0706;90.1838;225.6653
1.0813;-15.9679;7.2552;30.7537;89.3228;225.7933
1.4006;-18.7206;8.2741;30.3860;88.3606;225.9221
1.7656;-21.8344;9.3903;29.9965;87.2703;226.0208
2.2608;-25.2602;10.6141;29.6715;86.1309;226.1077
2.8242;-29.0087;11.9358;29.3299;84.8554;226.1564
3.5158;-33.1079;13.3761;28.9307;83.4543;226.2114
4.3142;-37.5494;14.9726;28.5224;81.9131;226.2335
5.2422;-42.3525;16.7382;28.0879;80.2316;226.2551
6.3095;-47.4691;18.6896;27.6690;78.3850;226.2599
7.5284;-52.9583;20.7970;27.2200;76.3688;226.2805
8.9424;-58.7514;23.0921;26.7562;74.1430;226.3058
10.4693;-64.9623;25.5973;26.2685;71.7335;226.4199
12.1551;-71.5560;28.3285;25.8043;69.1867;226.5633
13.9957;-78.5097;31.3301;25.3352;66.4213;226.6467
15.9873;-85.8141;34.6143;24.9212;63.4906;226.7968
18.1102;-93.4234;38.1929;24.5491;60.3413;226.8864
20.3861;-101.4474;42.0461;24.0971;56.9203;227.0295
22.8564;-109.7661;46.2276;23.6590;53.2715;227.2081
25.4917;-118.3682;50.7390;23.1837;49.2988;227.3533
28.2917;-127.2869;55.6088;22.7383;45.0782;227.5601
31.3050;-136.4549;60.8127;22.2805;40.5464;227.7838
34.4888;-145.8117;66.3429;21.8821;35.6947;228.0343
37.8561;-155.3313;72.1946;21.5571;30.5864;228.2296
41.3099;-165.1221;78.4278;21.3310;25.2601;228.5972
44.9893;-175.0022;85.0517;21.0928;19.4489;229.1009
48.8167;-185.0204;91.9854;21.0928;13.2031;229.5829
52.8425;-195.1284;99.2235;21.0928;6.7620;230.2126
57.0556;-205.3242;106.7466;21.1497;0.1248;231.0567
61.4531;-215.5593;114.6102;21.4277;-6.7393;232.0687
65.9937;-225.8178;122.8399;21.7608;-13.9382;233.1970
70.7056;-236.0757;131.4320;22.2072;-21.4641;234.3871
75.7098;-245.9883;140.3263;22.8044;-29.2498;235.7942
80.6875;-255.9747;149.4709;23.4486;-37.3490;237.4541
85.7271;-266.0620;158.6450;24.2404;-45.6468;239.3341
91.0194;-275.8328;168.1268;25.2132;-54.1369;241.4502
96.3510;-285.5704;177.5578;26.4292;-63.0029;243.3830
101.6506;-295.2662;187.1130;27.9844;-71.9945;245.6877
107.1537;-304.7521;196.7260;29.5962;-80.9948;248.2546
112.7416;-314.0509;206.4021;31.4093;-90.1737;251.0552
118.3682;-323.1087;216.1288;33.5041;-99.6816;253.5940
123.9921;-331.9244;225.8421;35.9818;-108.8765;257.0572
129.6905;-340.4831;235.4289;38.5247;-118.0353;260.3089
135.5217;-348.8035;244.7664;41.2213;-127.0492;263.8571
141.2172;-356.4885;254.2618;43.9134;-135.5897;267.9691
146.8238;-364.2432;263.8146;46.9337;-144.5101;271.4008
152.4755;-371.7831;273.1466;50.3410;-153.0733;275.4205
158.1147;-379.1688;282.3738;54.0052;-161.6316;279.4007
163.7215;-386.3441;291.4510;57.8044;-169.8763;283.5108
169.2789;-393.3272;300.4337;61.7202;-177.9699;287.6552
174.8445;-400.0940;309.2926;65.6006;-185.6972;292.1552
180.3887;-406.6863;317.9718;69.6402;-193.3748;296.6932
185.8413;-412.9558;326.5204;73.6991;-200.6980;301.3317
191.2639;-418.9885;334.8621;77.8559;-207.8295;305.8774
196.6089;-424.8001;342.9926;82.0718;-214.6372;310.4603
201.9045;-430.3169;350.9074;86.3048;-221.1355;315.1030
207.1236;-435.6186;358.5404;90.6371;-227.4490;319.7527
212.2412;-440.7566;365.9625;95.0549;-233.4966;324.2480
217.2475;-445.6846;373.1622;99.3875;-239.1299;328.8703
222.1887;-450.4038;380.1247;103.7673;-244.5779;333.4386
227.0590;-454.9074;386.7682;108.0998;-249.6563;338.0353
231.8297;-459.2587;393.1703;112.4437;-254.5836;342.5930
236.5081;-463.3917;399.3207;116.7526;-259.1921;347.1241
241.1134;-467.3800;405.1966;121.0214;-263.5402;351.5679
245.6335;-471.1779;410.7611;125.1483;-267.5158;355.9192
250.0042;-474.7973;416.0650;129.2431;-271.3447;360.1455
254.2903;-478.1847;421.0699;133.2839;-274.8969;364.2795
258.3777;-481.4489;425.8331;137.2911;-278.1976;368.2950
262.2842;-484.5831;430.3833;141.1962;-281.2550;372.1466
266.1111;-487.5337;434.5981;145.0567;-284.1736;375.9287
269.8101;-490.3509;438.5545;148.7720;-286.8172;379.6346
273.3987;-492.9888;442.2101;152.3506;-289.2948;383.2536
276.8613;-495.4985;445.6150;155.8473;-291.6627;386.7696
280.2791;-497.8467;448.7311;159.2242;-293.8441;390.2285
283.5636;-500.0354;451.6227;162.4566;-295.9333;393.5228
286.7204;-502.0691;454.3516;165.5387;-297.7911;396.6336
289.7599;-503.9418;456.8516;168.5039;-299.4935;399.6484
292.7048;-505.7084;459.1041;171.3027;-301.0557;402.5335
295.4504;-507.3540;461.2657;174.0033;-302.4722;405.3329
298.0401;-508.8601;463.2446;176.5608;-303.7781;408.0092
300.4892;-510.3074;465.0987;178.9559;-304.9926;410.5075
302.8039;-511.6378;466.7830;181.2577;-306.0191;412.8402
305.0044;-512.8781;468.3141;183.4357;-306.9898;415.0628
307.0427;-514.0488;469.7556;185.5108;-307.8660;417.1747
309.0191;-515.1086;471.0600;187.5161;-308.6882;419.1469
310.8542;-516.0845;472.2839;189.3804;-309.4205;421.0321
312.5796;-517.0409;473.5035;191.1608;-310.1092;422.8433
314.2223;-517.8850;474.6028;192.9031;-310.7393;424.5932
315.9043;-518.5560;475.5585;194.3678;-311.3379;426.2519
317.4267;-519.1978;476.4869;195.8713;-311.8938;427.8839
318.9689;-519.7096;477.2371;197.2634;-312.3417;429.3238
320.4091;-520.2077;478.0118;198.5511;-312.8307;430.7429
321.8291;-520.6113;478.7265;199.8367;-313.2704;432.0981
323.1756;-521.0069;479.5025;201.0707;-313.6222;433.3163
324.5186;-521.3486;480.3040;202.1981;-313.9781;434.5507
325.9195;-521.5677;481.0526;203.3567;-314.1917;435.5954
327.2777;-521.6752;481.6741;204.4136;-314.4751;436.7273
328.5066;-521.7886;482.2427;205.3328;-314.5968;437.7248
329.5878;-521.8812;482.6998;206.2237;-314.5968;438.6330
330.3940;-522.0037;483.0682;207.0360;-314.5968;439.4038
330.8836;-522.1394;483.4119;207.7438;-314.5759;439.9789
331.1540;-522.2672;483.7054;208.2334;-314.3791;440.4773
516.2760;-263.4517;-915.4194;516.2760;-263.4517;-915.4194
