LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
484.8724;67.9114;457.9758;502.8005;94.6127;254.8153
485.5071;68.2303;457.9758;502.8830;94.4811;254.7808
486.2780;68.2303;457.9758;502.9714;94.3743;254.7808
487.0242;68.2303;458.4582;503.0814;94.2888;254.7808
487.8610;68.0613;459.0584;503.1988;94.2203;254.7869
488.6920;67.5797;459.0584;503.3502;94.2151;254.8216
489.5503;66.8260;459.0584;503.5212;94.2151;254.8880
518.0770;-108.7204;187.5648;503.7109;94.2151;254.9487
518.2145;-129.7063;187.5648;503.9471;94.2927;255.0065
518.7533;-145.7305;187.5648;504.2746;94.4352;255.0951
519.3719;-159.0250;203.6172;504.6562;94.6756;255.2042
521.2568;-170.1569;218.9388;505.0995;94.9941;255.3184
522.8888;-180.0042;234.2761;505.5774;95.4166;255.4277
524.7061;-189.9433;250.2376;506.1223;95.8973;255.5727
526.4727;-199.3988;266.6566;506.7549;96.4487;255.7923
528.4604;-208.7315;283.0381;507.4214;97.0880;256.0332
530.4382;-217.7747;299.4665;508.1487;97.7571;256.3183
532.5200;-226.5354;315.7210;508.9901;98.3511;256.6468
534.4893;-235.1595;332.2078;509.9453;98.8569;257.0361
536.3159;-243.6024;349.0692;510.9942;99.1425;257.5252
538.3138;-251.8663;365.7039;512.2662;99.1425;258.0807
539.8264;-259.8352;382.1777;513.8717;99.1425;258.6490
541.5464;-267.7583;398.2305;515.8805;98.3125;259.1012
543.0416;-275.4528;414.5036;518.0559;97.0618;259.7234
544.5208;-283.0373;430.6869;520.0568;95.6747;260.5882
545.7857;-290.4923;446.7319;522.0190;93.9613;261.6552
546.8946;-297.8650;462.6028;524.4789;91.6823;262.7650
547.9286;-305.0342;478.4246;527.2188;88.7492;263.9926
548.8542;-312.1542;494.0577;530.2405;85.1504;265.3962
549.5150;-319.1186;509.4765;533.4891;80.8903;266.9364
550.1863;-326.4781;525.3805;536.9674;75.8941;268.5665
550.4511;-333.2610;540.5730;540.5782;70.6139;270.8362
550.4511;-340.0317;555.5429;543.8244;64.9524;272.9496
550.4511;-346.6340;570.1282;547.2348;58.2590;274.8971
550.0887;-353.0254;584.6003;551.0353;50.4107;276.9698
549.5038;-359.5516;598.6783;555.0374;42.2661;280.0373
548.7189;-366.0447;612.7272;559.0396;33.6309;283.5392
547.6046;-372.2598;626.2114;563.2687;24.7443;287.4379
546.2865;-378.3605;639.1328;567.9601;12.1332;295.3017
544.7933;-384.2216;651.5512;572.4208;-0.9275;302.7467
543.1223;-389.7400;663.4777;575.9587;-8.2022;305.9274
541.2947;-395.0155;674.9377;579.4965;-8.2022;305.9274
539.2699;-400.0455;685.8173;583.0827;-15.4770;305.9274
537.1018;-404.8299;696.1961;585.0387;-15.8794;309.1081
534.7859;-409.4020;705.9957;588.0530;-25.6212;313.8558
532.3305;-413.6514;715.3238;590.8785;-27.6388;313.8558
529.7641;-417.6263;724.0979;594.4493;-67.2010;344.6284
527.0599;-421.2884;732.1769;596.2170;-78.6087;354.1489
524.3173;-424.7540;739.9322;597.6108;-88.9100;363.3293
521.4972;-427.9852;747.1357;598.6571;-99.0642;372.8567
518.6894;-431.1403;753.9756;599.3706;-109.0021;382.8083
515.9430;-434.2018;760.0036;599.3812;-118.6768;393.1607
512.9388;-436.9410;765.7220;599.3812;-128.0783;403.7871
509.9586;-439.5706;771.1673;599.3812;-137.1313;414.6128
506.9062;-441.9848;776.3111;598.5971;-145.8795;425.5938
503.8429;-444.2606;781.0193;597.3589;-154.2795;436.6515
500.7756;-446.4526;785.3556;595.7471;-162.2938;447.8022
497.6955;-448.5345;789.2586;593.7649;-169.8594;459.0523
494.6851;-450.5057;792.8583;591.4428;-177.0214;470.3893
491.7301;-452.3001;796.2111;588.8211;-183.7658;481.6740
488.8354;-454.0255;799.2739;585.8809;-190.1038;492.8498
486.0403;-455.6771;802.0321;582.6007;-196.0854;503.7767
483.2872;-457.2578;804.5286;579.0427;-201.6902;514.4536
480.5975;-458.7663;806.8530;575.2037;-206.9626;524.9375
477.9331;-460.1935;808.9950;571.1893;-211.9301;535.1967
475.3393;-461.5138;811.0176;567.0364;-216.5435;545.2095
472.8214;-462.7954;812.8957;562.7893;-220.8095;554.9260
470.3606;-463.9714;814.6076;558.4667;-224.7376;564.3268
468.0044;-465.1299;816.2056;554.1173;-228.2961;573.3343
465.6731;-466.2321;817.6240;549.7499;-231.6051;581.9372
463.4004;-467.2018;818.9615;545.4526;-234.6053;590.1790
461.2191;-468.2159;820.2189;541.1771;-237.3182;597.9976
459.0605;-469.0889;821.3622;536.8643;-239.8085;605.3890
456.9759;-469.9807;822.4256;532.6195;-242.1060;612.3747
454.8848;-470.7973;823.3957;528.3140;-244.3513;618.8829
452.8294;-471.5054;824.3093;524.2136;-246.2915;625.1245
450.8312;-472.1775;825.2083;520.1737;-248.1924;630.9774
448.8924;-472.7719;826.0574;516.2386;-249.9857;636.4611
446.9901;-473.3101;826.8838;512.3327;-251.6757;641.5210
445.1413;-473.8197;827.7258;508.5073;-253.2778;646.2068
443.3303;-474.2130;828.5406;504.7322;-254.7888;650.5663
441.5529;-474.5888;829.3655;501.0574;-256.2016;654.6276
439.7601;-474.8383;830.1314;497.4518;-257.5394;658.3619
438.0553;-475.0445;830.8248;493.9244;-258.8085;661.8188
436.5075;-475.1761;831.4105;490.4688;-259.9980;665.0255
435.1749;-475.1761;831.9934;487.0619;-261.0978;668.0352
434.1217;-475.1761;832.4319;483.8416;-262.1068;670.8891
433.3426;-475.0463;832.8613;480.7648;-263.0733;673.5753
432.7933;-474.9099;833.3921;477.8473;-263.9828;676.1008
432.4605;-474.7589;833.8216;475.0767;-264.8473;678.4305
518.1082;-238.1368;-914.1168;518.1082;-238.1368;-914.1168
