RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;13.6726;165.5595;145.6266
44.4582;59.7900;-44.2724;13.1037;165.7803;145.6639
45.6811;59.7900;-44.2724;12.4471;165.9759;145.7164
46.8677;59.7900;-44.2724;11.6809;166.1926;145.7775
48.1822;58.1834;-42.7306;10.8072;166.4536;145.9565
49.6035;56.1862;-40.9308;9.7851;166.6502;146.1280
51.1074;53.9428;-38.8822;8.5309;166.8829;146.4571
52.6018;51.5204;-36.5222;7.1517;167.0879;146.8139
54.1734;48.7667;-33.7504;5.5768;167.1229;147.2054
55.7307;45.5818;-30.5937;3.9080;167.1746;147.6811
57.2745;42.1142;-26.9442;2.1012;167.1746;148.3183
58.7592;38.2858;-22.7164;0.1301;167.1746;149.1108
60.0891;34.0389;-18.1522;-2.0185;167.0936;150.0266
61.5440;29.6909;-12.4285;-4.5166;167.0062;151.2859
62.8634;24.9048;-6.5238;-7.0830;166.3729;152.4083
64.0621;19.8053;0.0554;-9.8373;165.4905;153.5734
65.2162;14.4337;7.2123;-12.8428;164.5093;154.9072
66.2186;8.9201;15.0419;-15.7988;163.2052;156.2275
67.1545;3.2673;23.6456;-18.8205;161.5449;157.6555
67.9680;-3.0301;32.7761;-21.8351;158.9610;159.3199
68.7270;-9.6595;42.6579;-24.2431;156.0253;160.5857
69.3765;-16.1362;53.4799;-27.3003;153.0983;162.4562
69.9436;-22.5976;65.0559;-31.2812;150.3997;165.1941
70.4414;-30.1961;76.9644;-34.4017;146.4485;167.5087
71.4067;-38.9416;88.5123;-37.5270;142.0059;170.1646
71.8577;-46.9145;102.4663;-40.5177;136.9097;173.0156
72.2298;-54.8690;116.8689;-43.4878;131.3019;176.1510
72.6113;-62.8774;132.2366;-46.3178;124.9149;179.5743
72.6505;-69.1719;147.5134;-48.8976;118.1753;183.3057
72.6594;-77.4854;163.4942;-51.4152;111.1253;187.4462
72.8293;-83.6992;180.8293;-53.7148;103.4985;191.9830
72.9150;-90.6170;197.8249;-55.5910;95.3408;196.8783
73.0248;-98.5252;214.9292;-57.2564;86.7307;202.2481
73.1894;-105.3468;232.4896;-58.7587;77.5632;208.2837
73.3379;-110.8711;250.3482;-60.1496;68.1573;214.8845
73.6586;-116.8353;268.2852;-61.1157;58.3412;222.1024
76.0671;-124.7751;287.1641;-61.7239;48.3871;229.9041
76.2619;-130.7078;304.5174;-61.9539;38.2709;238.6014
76.5044;-134.9993;322.4162;-61.9539;28.0803;248.0399
76.5583;-140.2101;339.4162;-61.9539;18.0265;257.7990
79.7861;-146.7049;358.1019;-61.1116;8.1240;267.5382
81.1225;-151.7211;375.5904;-60.0812;-1.4610;277.6028
82.8562;-156.8180;392.8566;-58.5354;-10.9773;288.5210
84.6705;-161.0417;410.3350;-56.9055;-20.1674;299.6880
86.7851;-166.0126;427.2487;-54.2156;-29.3285;311.5461
88.7431;-170.1587;444.1797;-51.2504;-38.1431;323.6745
91.5030;-174.6011;461.1996;-47.9079;-46.4148;335.8227
93.4735;-178.7008;477.8134;-44.3942;-54.2426;348.0479
95.5291;-182.1380;493.2744;-40.3545;-61.6060;360.4214
98.0098;-185.6934;509.1601;-36.0979;-68.4319;373.1215
100.7504;-190.4769;525.4875;-31.3658;-74.7635;385.5799
104.0086;-194.5878;541.3648;-26.3312;-80.6352;398.1985
107.2951;-197.7591;557.0417;-21.0436;-85.9855;410.6946
110.7614;-200.9967;572.4321;-15.5417;-90.8630;423.0884
114.4787;-204.1017;587.5065;-11.1992;-95.1209;436.6441
118.5168;-206.4583;602.4109;-5.0647;-99.1056;448.5351
122.6019;-208.6333;616.5859;1.4037;-102.6584;460.1118
126.8383;-209.2217;630.5609;7.2773;-105.6457;471.7028
131.3058;-210.7778;644.1519;13.5053;-108.2132;483.1304
135.8193;-211.7494;657.1622;19.7118;-110.3228;494.4926
140.2956;-212.4391;670.0571;26.4329;-112.1066;505.1029
144.7193;-213.1540;682.3064;33.4210;-113.6263;515.2566
149.2150;-213.4126;694.4132;40.3380;-114.7082;525.2768
153.7441;-213.5454;706.0963;47.2812;-115.5215;534.9472
158.3656;-213.7024;717.5024;54.1098;-115.9677;544.4549
162.8880;-213.7024;728.4438;61.0977;-116.2962;553.6693
167.3406;-213.7024;738.8048;67.9801;-116.2962;562.4788
171.6683;-213.6190;748.7276;74.9382;-116.2962;570.8147
175.9110;-213.5009;758.1868;81.6723;-116.0345;578.8881
179.9983;-213.2255;767.2633;88.4998;-115.6545;586.5652
183.9231;-212.9632;775.9069;95.2985;-115.2114;593.9794
187.7633;-212.4822;784.1387;101.9839;-114.6430;601.0965
191.3214;-212.1752;792.0553;108.5236;-113.9387;607.9358
194.7753;-211.7388;799.3612;115.0595;-113.1637;614.4642
198.0880;-211.4693;806.3744;121.4426;-112.2646;620.6599
201.3101;-211.2263;813.0329;127.6903;-111.1950;626.6261
204.4103;-210.9691;819.0783;133.7955;-110.1188;632.3193
207.4984;-210.8640;824.9408;139.6977;-108.8595;637.8116
210.4738;-210.6747;830.2499;145.4652;-107.6958;642.8511
213.4191;-210.3994;835.2376;150.9868;-106.3247;647.8448
216.2710;-210.2281;839.8504;156.3190;-105.0274;652.4273
219.0459;-210.1271;844.1736;161.5740;-103.8750;656.7221
221.7281;-209.8262;848.0390;166.7708;-102.8468;660.6699
224.2522;-209.5910;851.6099;171.4751;-101.7109;664.3060
226.7885;-209.3050;855.0967;175.8330;-100.4059;668.1541
229.1692;-209.0637;858.2231;179.9704;-99.2962;671.5012
231.4542;-208.8269;861.1946;183.8337;-98.2469;674.5043
233.5943;-208.4284;863.9538;187.4830;-97.2900;677.1943
235.4200;-207.8431;866.4917;190.8197;-96.4317;679.5639
236.9777;-207.3645;868.6465;193.6799;-95.3299;681.7775
238.3831;-206.8560;870.4965;196.2692;-94.2518;683.8259
239.5850;-206.3427;872.1194;198.5496;-93.0423;685.7050
240.3831;-206.0682;873.3341;200.7548;-91.9751;687.3314
240.8654;-205.7646;874.3516;202.8599;-90.9653;688.6176
406.5210;-55.8557;-891.4439;406.5210;-55.8557;-891.4439
