LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
399.6792;11.5587;2.4704;NaN;NaN;NaN
399.6862;11.4317;2.4704;NaN;NaN;NaN
399.7982;11.3031;2.4141;NaN;NaN;NaN
400.2401;11.2017;2.3295;NaN;NaN;NaN
400.4229;11.0219;2.2293;NaN;NaN;NaN
400.5200;10.8768;2.2293;NaN;NaN;NaN
400.5214;10.7943;2.2293;NaN;NaN;NaN
401.0218;10.6754;2.3115;NaN;NaN;NaN
401.2556;10.5725;2.3115;NaN;NaN;NaN
401.2987;10.3894;2.3115;NaN;NaN;NaN
401.5760;10.1250;2.3076;NaN;NaN;NaN
401.5987;9.9041;2.1883;NaN;NaN;NaN
401.9554;9.7450;2.1883;NaN;NaN;NaN
402.2546;9.4725;2.1883;NaN;NaN;NaN
402.4881;9.2924;2.1883;NaN;NaN;NaN
402.7651;8.9035;2.1046;NaN;NaN;NaN
403.0257;8.7080;2.0873;NaN;NaN;NaN
403.0654;8.2782;2.0873;NaN;NaN;NaN
403.5624;8.1065;2.1046;NaN;NaN;NaN
403.5702;7.8006;2.1123;NaN;NaN;NaN
404.1923;7.5025;2.1189;NaN;NaN;NaN
404.1923;7.1846;2.1537;NaN;NaN;NaN
404.6034;6.7703;2.2532;NaN;NaN;NaN
404.6201;6.0085;2.5035;NaN;NaN;NaN
404.6201;5.6476;2.5368;NaN;NaN;NaN
404.7093;5.1825;2.6752;NaN;NaN;NaN
405.2945;4.6677;3.1219;NaN;NaN;NaN
405.8628;3.9855;3.3572;NaN;NaN;NaN
406.2145;3.1563;3.6671;NaN;NaN;NaN
406.8811;1.9223;4.1480;NaN;NaN;NaN
408.0809;0.4936;5.4235;NaN;NaN;NaN
408.9655;-1.3993;5.6815;NaN;NaN;NaN
411.7226;-3.6044;9.2212;NaN;NaN;NaN
413.7324;-6.4466;10.6855;NaN;NaN;NaN
415.8990;-9.8868;11.8024;NaN;NaN;NaN
418.5829;-13.7300;13.5775;NaN;NaN;NaN
421.5524;-18.1359;15.8118;NaN;NaN;NaN
424.7289;-23.1581;18.0738;NaN;NaN;NaN
428.7737;-28.5990;22.5433;NaN;NaN;NaN
432.7237;-34.7904;26.6951;NaN;NaN;NaN
436.8221;-41.4260;31.5399;NaN;NaN;NaN
440.9519;-48.9471;36.5172;NaN;NaN;NaN
445.8889;-56.6033;43.1345;NaN;NaN;NaN
450.7766;-64.9758;50.1820;NaN;NaN;NaN
454.9078;-74.0201;55.7780;NaN;NaN;NaN
460.0538;-82.8791;63.9495;NaN;NaN;NaN
467.2151;-91.6786;76.4258;NaN;NaN;NaN
473.0917;-100.9376;86.9941;NaN;NaN;NaN
478.9828;-110.4138;98.2538;NaN;NaN;NaN
483.5626;-120.7136;108.7362;NaN;NaN;NaN
489.8228;-129.4313;122.3483;NaN;NaN;NaN
495.6492;-138.8215;136.8106;NaN;NaN;NaN
500.3528;-148.6357;150.7100;NaN;NaN;NaN
505.6629;-157.0983;166.3511;NaN;NaN;NaN
510.7753;-166.4864;182.4551;NaN;NaN;NaN
515.5686;-175.3354;199.0150;NaN;NaN;NaN
520.3247;-184.0298;216.1217;NaN;NaN;NaN
524.5352;-192.5099;234.0386;NaN;NaN;NaN
528.6703;-200.4043;251.8999;NaN;NaN;NaN
532.6128;-208.3076;270.4330;NaN;NaN;NaN
536.2358;-215.7355;289.0587;NaN;NaN;NaN
539.5767;-222.8087;307.7580;NaN;NaN;NaN
542.4632;-229.3995;326.4391;NaN;NaN;NaN
545.0346;-235.3977;345.4456;NaN;NaN;NaN
547.2570;-241.4224;364.3285;NaN;NaN;NaN
548.9487;-246.8173;382.8551;NaN;NaN;NaN
550.4658;-251.9200;401.5287;NaN;NaN;NaN
