LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
374.0452;36.7057;20.3318;350.4454;121.2941;213.3855
374.2710;36.4689;20.3473;350.5056;121.0637;213.3636
374.4251;36.2473;20.3473;350.5762;120.8065;213.3289
374.5054;35.9909;20.3318;350.6496;120.5335;213.3015
374.5123;35.6825;20.3119;350.7008;120.2848;213.2679
374.6375;35.3670;20.3119;350.7706;120.0390;213.2588
374.7022;35.0211;20.3051;350.7970;119.7785;213.1999
374.8847;34.7092;20.3119;350.8701;119.5573;213.1912
374.9077;34.2956;20.3510;350.9534;119.2969;213.1717
374.9910;33.8380;20.3681;351.0417;119.0071;213.1404
375.0466;33.4396;20.3995;351.1195;118.7208;213.0928
375.0706;32.9386;20.4924;351.2127;118.4083;213.0928
375.1938;32.4261;20.5487;351.3166;118.1289;213.0828
375.2421;31.9231;20.6631;351.4555;117.8398;213.0695
375.3384;31.2488;20.6679;351.5786;117.5063;213.0695
375.3384;30.6745;20.8267;351.6996;117.1614;213.0609
375.3153;29.9790;20.9275;351.8325;116.8424;213.0609
375.3153;29.2200;21.0246;352.0016;116.4794;213.0546
375.2802;28.4742;21.2280;352.1748;116.1306;213.0609
375.2363;27.6158;21.3773;352.3815;115.7380;213.0609
375.2313;26.7032;21.5798;352.6362;115.3474;213.0642
375.1521;25.6816;21.8029;352.8680;114.9342;213.0537
375.1029;24.6053;22.0531;353.1754;114.4985;213.0537
374.8433;23.3140;22.3285;353.4063;114.0714;213.0458
374.7766;21.9750;22.7007;353.6870;113.5747;213.0357
374.7542;20.5165;23.1209;353.9188;113.1615;213.0357
374.5601;18.8382;23.6325;354.2225;112.6422;213.0357
374.2838;16.9355;24.2051;354.5567;112.1156;213.0567
374.0383;14.9145;24.9010;355.0122;111.4831;213.1659
373.8230;12.6402;25.6591;355.4930;110.8093;213.2603
373.8017;10.2330;26.6167;356.0592;110.0681;213.4494
373.7221;7.4128;27.6459;356.6518;109.1667;213.5660
373.6337;4.0971;28.8755;357.2890;108.2253;213.6908
373.6337;0.3911;30.2560;358.0246;107.1854;213.8070
373.6337;-3.7122;31.9381;358.8180;105.9263;213.8690
373.7521;-8.2703;33.8125;359.6989;104.6509;213.9678
373.9590;-13.3009;35.9527;360.6912;103.1874;214.0917
374.2670;-18.6622;38.4568;361.8359;101.4599;214.2538
374.5471;-24.4889;41.2665;363.1098;99.5982;214.5310
374.8960;-30.8088;44.5272;364.4645;97.6127;214.8551
375.1887;-37.6114;48.1934;365.9788;95.2888;215.2986
375.5297;-44.8479;52.3787;367.6284;92.7649;215.9099
375.7143;-52.6664;57.1746;369.1827;89.8660;216.4707
375.9930;-60.8812;62.4517;371.0156;86.7688;217.2087
376.2663;-69.6626;68.3941;372.8403;83.4674;217.9799
376.5911;-78.7313;75.0193;374.7697;79.7914;218.9303
376.8864;-88.2056;82.3396;376.8999;75.9795;220.1373
377.3551;-97.8272;90.2077;379.1806;71.5544;221.3886
378.0019;-107.6633;98.6212;381.6108;66.9136;222.9639
378.4692;-117.8988;107.7638;384.0576;61.8772;224.6827
378.9844;-128.1468;117.4597;386.5575;56.3643;226.5945
379.3738;-138.8695;127.8112;388.9917;50.5748;228.6306
379.9044;-149.4162;138.5752;391.6319;44.1678;231.0003
380.3351;-160.2026;150.1541;394.3542;37.6181;233.7138
380.7734;-170.9654;162.1242;397.3128;30.2404;236.8011
381.0545;-181.8650;174.7588;399.8215;22.7276;239.9497
381.3120;-192.4699;187.7753;402.1770;14.7054;243.4077
381.3120;-203.0983;201.3593;404.9854;5.8434;247.3067
381.3120;-213.8498;215.9236;407.5813;-2.9416;251.9133
381.0239;-224.0840;230.0515;409.8379;-12.3156;256.4602
380.7383;-234.1219;244.9982;412.4732;-21.1509;261.6294
380.2414;-244.0299;260.0435;414.4873;-31.0118;267.3364
379.6478;-253.9383;275.4809;416.0215;-39.8990;272.6119
378.6833;-263.4102;290.7193;417.9211;-49.6099;279.1234
377.8155;-272.6550;306.4807;419.4144;-59.9302;286.3274
376.8164;-281.5566;322.2542;420.5083;-70.3785;293.9134
375.5330;-290.2211;338.1850;421.1699;-80.7984;301.6074
374.1865;-298.7676;354.2448;421.2030;-91.1879;309.9420
372.6263;-306.8458;369.9753;421.2030;-101.8282;318.6437
371.1589;-314.5142;386.1072;421.2030;-112.0251;327.9111
369.1965;-322.2236;402.0848;420.8850;-122.0767;337.8173
367.2568;-329.5112;417.8958;419.9464;-132.5205;348.7671
365.0771;-336.7875;433.6149;418.9799;-142.0611;358.8421
362.9376;-343.4756;449.3300;417.3907;-151.3092;367.9255
360.4888;-350.3900;464.6152;415.2642;-160.0955;380.2689
358.2016;-356.4287;479.8962;413.3476;-168.4570;390.8060
355.7003;-362.5084;494.8628;410.9281;-176.5931;400.7003
353.1699;-368.0506;509.5704;408.4278;-184.3454;411.1095
350.3246;-373.4607;524.2325;405.5882;-191.7489;421.4749
347.5123;-378.4744;538.4556;400.5121;-204.0427;432.6436
344.5656;-383.2793;552.5140;399.2355;-205.6627;442.3644
341.5439;-387.6282;566.2572;395.5905;-212.0180;452.7344
338.4846;-391.8199;579.7016;391.7197;-217.9630;462.8815
335.2899;-395.5983;592.6555;387.6272;-223.5712;472.8797
331.9756;-399.2967;605.4007;383.3050;-228.9474;482.6831
