RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;36.9761;84.8134;223.3174
-0.0522;-0.0402;0.0218;36.9701;84.8134;223.3174
-0.1037;-0.1073;0.0725;36.9355;84.8134;223.3660
-0.1713;-0.1622;0.0888;36.8081;84.8443;223.4406
-0.2630;-0.2179;0.1156;36.7293;84.8443;223.5527
-0.3422;-0.3023;0.1692;36.6515;84.8443;223.5538
-0.4397;-0.3781;0.2178;36.6102;84.8090;223.6006
-0.5418;-0.4718;0.2789;36.5047;84.8090;223.6781
-0.6499;-0.5781;0.3493;36.4022;84.8090;223.7926
-0.8153;-0.6593;0.4022;36.3236;84.8605;223.8910
-0.9538;-0.8164;0.5590;36.2642;84.8982;223.9272
-1.1541;-1.0200;0.7569;36.1644;84.9034;223.9609
-1.4270;-1.2836;1.0002;36.1576;84.9927;223.9885
-1.7894;-1.6357;1.3725;36.1414;85.0787;224.0089
-2.2425;-2.1294;1.8285;36.0347;85.2624;224.0381
-2.7142;-2.8030;2.4142;35.8432;85.5230;224.0907
-3.2141;-3.8138;3.3329;35.5211;85.9106;224.1957
-3.7025;-5.1532;4.5746;35.0449;86.4652;224.3674
-4.2158;-6.6211;5.9244;34.4084;87.1000;224.5273
-4.6536;-8.2648;7.4325;33.6271;87.8284;224.7764
-5.0237;-10.1497;9.1348;32.7039;88.6334;225.1077
-5.3196;-12.2976;11.0626;31.7081;89.5045;225.5412
-5.5963;-14.6440;13.1633;30.6469;90.3967;225.9924
-5.8480;-17.2178;15.4639;29.5677;91.2730;226.4901
-6.0976;-20.0949;18.0660;28.4081;92.1115;226.9925
-6.1396;-23.2998;20.9714;27.1610;92.9541;227.6639
-6.1396;-26.9248;23.9754;25.7928;93.6979;228.3625
-6.1396;-30.9804;27.2260;24.3137;94.2750;229.1174
-5.9084;-35.4764;31.0125;22.7656;94.6284;229.9319
-5.5065;-40.4596;35.2908;21.2224;94.6284;230.8246
-4.9370;-45.9550;39.9598;19.6111;94.6284;231.8301
-4.2431;-51.7992;44.9672;17.9521;93.7780;232.6331
-3.4543;-57.8882;50.2168;16.5058;92.8620;233.4024
-2.6056;-64.2955;55.9171;15.0605;91.7511;234.2844
-1.6982;-71.0721;61.9261;13.6735;90.4335;235.1923
-0.7451;-78.1191;68.2158;12.1484;88.8280;236.0221
0.2842;-85.3457;74.6885;10.5935;86.7742;236.9451
1.3465;-92.8040;81.3925;9.2035;84.4261;237.8839
2.6345;-100.4131;88.1627;7.8979;81.7784;238.9760
4.1339;-108.3198;95.2644;6.5559;78.9703;240.0592
5.9753;-116.3631;102.6206;5.2683;75.8428;241.2233
8.1551;-124.6479;110.4183;4.1014;72.5857;242.4770
10.6347;-133.0954;118.5528;3.0340;68.9532;243.5449
13.4468;-141.6768;126.9493;2.0972;64.8151;244.6507
16.4254;-150.2992;135.6637;1.6052;60.1560;244.6998
19.6255;-159.0366;144.5160;1.4674;54.9149;245.5142
23.1150;-167.9310;153.3040;1.2475;50.4341;246.5843
26.3942;-176.6619;162.6954;1.1366;44.9275;247.6038
29.9275;-185.4059;172.0213;1.1366;38.8273;248.5942
33.6622;-194.3042;181.1590;1.1366;32.4215;249.7490
37.5710;-203.2459;190.2097;1.2628;25.5727;250.9084
41.3505;-211.9353;199.2975;1.4775;18.3044;252.1252
45.1916;-220.6145;208.2386;1.8686;10.7201;253.4754
49.4816;-229.6877;216.5086;2.4959;2.7944;254.7638
53.6512;-238.4871;225.0530;3.3211;-5.3231;256.1684
58.0795;-247.2252;233.4463;4.1826;-13.3577;258.2294
62.9273;-255.9681;241.9007;5.0709;-21.8518;260.0320
67.4903;-264.4375;250.4804;6.1661;-31.2491;262.8898
72.1197;-272.8683;258.8507;7.8993;-40.4700;266.0900
76.8681;-281.1792;267.1207;9.7057;-50.0549;268.9961
81.5486;-289.6021;275.4272;11.6208;-58.8561;272.5962
86.1411;-297.7171;283.4485;13.4489;-67.3028;275.5991
90.7653;-305.6057;291.0210;15.6488;-75.6378;278.6820
95.4314;-313.2645;298.2196;18.0906;-83.9115;282.0303
100.1994;-320.8161;305.1377;21.5023;-92.6415;284.3649
104.8828;-328.0720;311.8400;24.9429;-100.7449;287.6663
109.6724;-335.2482;318.1233;28.2978;-108.5084;291.3082
114.4693;-342.1748;324.1196;31.7055;-116.0777;294.6887
119.3538;-348.8189;329.7444;36.4674;-124.0556;296.5752
124.0415;-355.2901;335.1955;40.1489;-130.8181;300.4718
128.7752;-361.3651;340.1804;43.9015;-137.4424;303.9953
133.5074;-367.1724;344.9184;46.9330;-143.1569;309.0331
138.1130;-372.7389;349.2869;50.5578;-149.9919;313.2745
142.6188;-377.9316;353.3909;54.0306;-155.9640;317.2576
147.0480;-382.8691;357.2403;58.1855;-161.8157;319.6584
151.2954;-387.5374;360.8585;61.9096;-166.0813;321.9977
155.4168;-391.9186;364.1773;65.7139;-169.9789;324.5113
159.3262;-395.9587;367.1690;69.5564;-173.6800;327.0981
163.0346;-399.6405;369.8935;73.3814;-177.0578;329.5351
166.6030;-403.0054;372.3253;77.1624;-180.0919;331.8387
170.0036;-406.0407;374.4890;80.8429;-182.6828;333.9881
173.3143;-408.7582;376.3002;84.4486;-184.9804;335.9144
176.5377;-411.0582;377.7879;87.8679;-186.8989;337.7729
179.6661;-413.0068;378.9474;91.1595;-188.5618;339.3673
182.6305;-414.4749;379.8330;94.2481;-189.7749;340.6222
185.4393;-415.4308;380.5209;97.3002;-190.7390;341.5601
188.0690;-416.0518;381.1636;100.1437;-191.1975;342.3633
190.6164;-416.0518;381.9230;102.9635;-191.1975;342.6013
193.0299;-416.0518;382.8653;105.3347;-191.1975;342.9784
195.2702;-416.0435;383.8400;107.1463;-190.8763;343.6420
197.3588;-415.5184;384.7207;108.6622;-190.7426;344.1142
199.2512;-414.8616;385.5658;110.0607;-190.5829;344.1142
200.9865;-414.0187;386.2057;111.2866;-190.2622;344.1142
202.5045;-413.1716;386.6393;112.5396;-190.1808;344.0442
203.8705;-412.3055;386.6393;114.3148;-190.0416;343.5697
205.0843;-411.4910;386.6393;116.1166;-189.9035;343.4141
206.1396;-410.8163;386.2182;116.1166;-188.9410;343.1969
207.0316;-410.2008;385.5132;116.1166;-188.2424;343.1969
207.7506;-409.6616;384.6820;115.7494;-187.5763;343.1969
208.1818;-409.2100;383.8612;115.3108;-186.9146;343.0211
208.1818;-408.8338;383.0166;115.0490;-186.5104;342.7552
208.1818;-408.5804;382.1149;114.9337;-186.1625;342.6974
207.9046;-408.4265;381.1529;114.3929;-185.5611;342.5278
207.3768;-408.4080;380.1599;114.2510;-185.3807;342.3442
206.6970;-408.3952;379.1820;114.2105;-185.1443;342.2007
205.9478;-408.3952;378.3435;114.0428;-184.8323;342.1831
205.1298;-408.3952;377.6409;113.4412;-184.2848;342.0756
204.3389;-408.3839;377.0966;113.2631;-184.2404;341.6797
203.5347;-408.3686;376.5683;113.0987;-184.1881;341.6524
202.7992;-408.3132;376.1060;112.4944;-183.8615;341.5039
202.0958;-408.2611;375.6541;111.9824;-183.7803;341.4611
201.4507;-408.2217;375.2392;111.4463;-183.7370;341.4465
200.8395;-408.1805;374.9149;111.2328;-183.7281;341.0416
200.2489;-408.1614;374.5755;110.9060;-183.6732;340.9357
199.6662;-408.1614;374.2294;110.4728;-183.5334;340.8916
199.0739;-408.1614;373.8668;110.0917;-183.4705;340.7845
198.4638;-408.1739;373.4892;109.7065;-183.3670;340.7219
197.9215;-408.2038;373.1177;109.3078;-183.2405;340.6693
