LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
523.3970;23.3922;28.5339;482.2976;119.8326;246.2032
NaN;NaN;NaN;482.2648;119.9410;246.1294
NaN;NaN;NaN;482.2509;120.0326;246.0557
NaN;NaN;NaN;482.2368;120.1169;245.9991
NaN;NaN;NaN;482.2290;120.1939;245.9392
NaN;NaN;NaN;482.2276;120.2606;245.8869
NaN;NaN;NaN;482.2186;120.3268;245.8427
NaN;NaN;NaN;482.2186;120.3852;245.8004
NaN;NaN;NaN;482.2186;120.4261;245.7457
NaN;NaN;NaN;482.2288;120.4552;245.6792
NaN;NaN;NaN;482.2424;120.4748;245.6161
NaN;NaN;NaN;482.2553;120.4748;245.5476
NaN;NaN;NaN;482.2665;120.4748;245.4807
519.9390;20.4318;29.2926;482.2845;120.4733;245.4077
NaN;NaN;NaN;482.2949;120.4585;245.3368
NaN;NaN;NaN;482.3087;120.4308;245.2690
NaN;NaN;NaN;482.3282;120.3790;245.1899
NaN;NaN;NaN;482.3287;120.3284;245.1300
NaN;NaN;NaN;482.3578;120.2494;245.0528
NaN;NaN;NaN;482.3818;120.1700;244.9876
NaN;NaN;NaN;482.4078;120.0849;244.9391
NaN;NaN;NaN;482.4416;119.9865;244.8921
NaN;NaN;NaN;482.4788;119.8767;244.8491
NaN;NaN;NaN;482.5257;119.7435;244.7912
NaN;NaN;NaN;482.5890;119.6049;244.7429
NaN;NaN;NaN;482.6623;119.4524;244.6994
NaN;NaN;NaN;482.7336;119.2820;244.6477
NaN;NaN;NaN;482.8074;119.1045;244.6042
NaN;NaN;NaN;482.8909;118.8992;244.5462
NaN;NaN;NaN;482.9966;118.6859;244.5083
NaN;NaN;NaN;483.1013;118.4798;244.4781
NaN;NaN;NaN;483.2184;118.2660;244.4530
NaN;NaN;NaN;483.3454;118.0545;244.4435
NaN;NaN;NaN;483.4961;117.8156;244.4207
NaN;NaN;NaN;483.6623;117.5770;244.4023
NaN;NaN;NaN;483.8419;117.3309;244.3950
NaN;NaN;NaN;484.0411;117.0646;244.3743
NaN;NaN;NaN;484.2429;116.8054;244.3521
NaN;NaN;NaN;484.4628;116.5481;244.3521
NaN;NaN;NaN;484.7168;116.2724;244.3521
NaN;NaN;NaN;485.0065;115.9972;244.3705
NaN;NaN;NaN;485.3219;115.7094;244.3962
NaN;NaN;NaN;485.6511;115.4230;244.4368
NaN;NaN;NaN;486.0186;115.1303;244.4690
NaN;NaN;NaN;486.4156;114.7999;244.5260
NaN;NaN;NaN;486.8268;114.4656;244.5540
NaN;NaN;NaN;487.2463;114.1212;244.5932
NaN;NaN;NaN;487.6636;113.7619;244.6901
NaN;NaN;NaN;488.0980;113.3903;244.7360
NaN;NaN;NaN;488.5381;112.9825;244.7862
NaN;NaN;NaN;488.9892;112.5410;244.8436
NaN;NaN;NaN;489.4331;112.0834;244.8880
NaN;NaN;NaN;489.8690;111.5856;244.9447
NaN;NaN;NaN;490.3175;111.0533;245.0166
NaN;NaN;NaN;490.7767;110.4976;245.0780
NaN;NaN;NaN;491.2648;109.8837;245.1290
NaN;NaN;NaN;491.7338;109.2732;245.1732
NaN;NaN;NaN;492.2249;108.6338;245.2396
NaN;NaN;NaN;492.7360;107.9645;245.2716
NaN;NaN;NaN;493.2343;107.2663;245.3014
NaN;NaN;NaN;493.7479;106.5501;245.3224
NaN;NaN;NaN;494.2806;105.8118;245.3497
NaN;NaN;NaN;494.8036;105.0752;245.3583
NaN;NaN;NaN;495.3264;104.2941;245.3765
NaN;NaN;NaN;495.8634;103.5190;245.3838
NaN;NaN;NaN;496.4204;102.7287;245.4016
NaN;NaN;NaN;496.9905;101.9397;245.4078
NaN;NaN;NaN;497.5705;101.1157;245.4078
NaN;NaN;NaN;498.1669;100.2835;245.4078
NaN;NaN;NaN;498.7317;99.4387;245.4038
NaN;NaN;NaN;499.2805;98.5935;245.4038
NaN;NaN;NaN;499.8539;97.7220;245.4038
NaN;NaN;NaN;500.4618;96.8241;245.4170
