RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;45.1411;82.5318;218.9209
0.1901;0.0003;0.2290;45.2180;82.7796;218.9903
0.3470;0.0003;0.4159;45.3168;83.0086;219.0489
0.4840;0.0003;0.5539;45.4190;83.2089;219.0703
0.6088;0.0372;0.5539;45.5524;83.3998;219.0811
0.6161;0.2002;0.5539;45.7014;83.6002;219.0868
0.6384;0.3855;0.3198;45.8871;83.8202;219.0948
0.6934;0.5008;0.2335;46.0925;84.0450;219.0948
0.7984;0.5758;0.1715;46.2770;84.2830;219.0948
0.9023;0.5758;0.1715;46.4812;84.5724;219.0786
0.9817;0.5758;0.1715;46.6741;84.8502;219.0233
1.1356;0.5675;0.3323;46.8749;85.1838;218.9956
1.2895;0.4774;0.5138;47.0755;85.5523;218.9346
1.4541;0.1807;0.9158;47.2215;86.0707;218.9046
1.6186;-0.1161;1.3178;47.3674;86.5892;218.8746
1.7832;-0.4128;1.7198;47.5134;87.1076;218.8446
1.9010;-0.6680;1.7299;47.5646;87.7861;218.7740
2.0414;-1.2933;2.0575;47.5915;88.5557;218.6399
2.0763;-2.3380;3.0800;47.5915;89.4061;218.5202
2.0763;-3.2950;3.9927;47.5915;90.3156;218.3889
2.0763;-4.1354;4.8687;47.5802;91.2731;218.3155
1.7505;-4.8058;5.7268;47.5597;92.2971;218.2501
1.3227;-5.3724;6.5596;47.5161;93.3960;218.2172
0.9091;-5.9458;7.4753;47.4658;94.5792;218.2170
0.5735;-6.5452;8.4578;47.3961;95.8320;218.2170
0.2519;-7.2333;9.6036;47.3483;97.0468;218.2172
-0.0508;-7.9936;10.8444;47.3015;98.3742;218.2172
-0.3235;-8.8314;12.1682;47.1827;99.8401;218.2081
-0.6575;-9.8290;13.6182;46.7477;101.0051;218.0784
-1.0345;-10.9740;15.2606;46.3617;102.1252;217.8775
-1.4170;-12.3342;17.0730;46.0289;103.5037;217.8226
-1.7999;-13.8353;19.0680;45.6839;104.8558;217.8226
-2.2375;-15.5427;21.2744;45.2831;106.2736;217.8226
-2.7213;-17.3753;23.6383;44.8418;107.6514;217.8601
-3.2877;-19.3042;26.1216;44.4098;109.0280;217.9440
-3.9068;-21.3789;28.6303;43.8847;110.3551;218.0535
-4.6765;-23.5548;31.3819;43.3379;111.7175;218.2758
-5.5901;-25.7936;34.3345;42.7478;113.0746;218.5492
-6.5926;-28.2014;37.5447;42.1017;114.3468;218.8373
-7.6665;-30.6638;40.9642;41.3507;115.5183;219.1068
-8.7998;-33.1565;44.4215;40.5173;116.6478;219.4937
-10.0529;-35.6281;47.9558;39.6014;117.6628;219.8826
-11.3751;-38.0781;51.5696;38.6428;118.7117;220.3110
-12.6630;-40.6797;55.4139;37.6253;119.6231;220.7348
-13.9598;-43.2740;59.3556;36.5881;120.6623;221.3356
-15.1671;-45.8832;63.4483;35.4449;121.5358;221.9170
-16.2893;-48.5869;67.7185;34.2915;122.3810;222.4803
-17.4326;-51.3816;72.3455;33.1377;123.1315;222.9829
-18.5463;-54.2788;77.1685;31.9636;123.8245;223.5679
-19.6259;-57.1953;82.1788;30.7407;124.5073;224.1614
-20.6472;-60.1067;87.3669;29.5027;125.1761;224.7588
-21.6240;-63.0926;92.6190;28.1691;125.7786;225.3537
-22.5148;-66.2405;97.7947;26.8440;126.3502;226.0378
-23.4657;-69.2512;103.4772;25.5271;126.8883;226.7361
-24.3722;-72.1743;109.4168;24.2682;127.4755;227.5283
-25.2349;-75.0669;115.5912;22.9982;128.1001;228.3928
-26.0350;-77.9105;122.0110;21.7374;128.6627;229.3310
-26.7364;-80.7314;128.6459;20.5208;129.1414;230.1834
-27.3720;-83.5607;135.4981;19.2892;129.5354;231.1397
-27.8534;-86.4562;142.4505;18.1072;129.7651;231.9728
-28.4973;-89.1401;149.8944;16.8788;129.9715;232.9596
-28.9473;-91.7305;157.5248;15.6204;129.9715;233.8777
-29.3559;-94.3173;165.2856;14.3463;129.9715;234.8734
-29.6979;-96.8345;173.1661;13.0129;129.9432;235.8795
-30.0471;-99.2660;181.2224;11.6517;129.7099;236.8821
-30.3507;-101.5908;189.3832;10.2477;129.3573;237.9496
-30.6381;-103.8828;197.6625;8.7091;128.8838;239.1400
-30.8796;-106.0449;206.0771;7.1386;128.3046;240.2501
-31.1337;-108.0982;214.5918;5.5629;127.2938;241.1180
-31.3308;-110.0356;223.1459;3.8794;126.3526;242.5015
-31.5957;-111.9009;231.7197;1.8454;125.6131;244.1977
-31.9046;-113.6361;240.2976;-0.5003;124.9537;245.9606
-32.2023;-115.2214;248.8272;-2.9410;124.1008;247.4813
-32.5549;-116.8897;257.2648;-5.3450;122.9606;248.9640
-32.8840;-118.5106;265.6541;-7.5568;121.5351;250.3211
-33.2344;-119.9559;274.0968;-9.7959;119.6124;251.8969
-33.6210;-121.2003;282.4464;-12.0385;117.8256;253.3229
-34.0580;-122.2708;290.6243;-14.6666;116.2237;255.2527
-34.5539;-123.2100;298.6508;-17.2639;114.3753;256.9491
-35.0949;-123.9866;306.4829;-19.9281;112.5601;258.7091
-35.7006;-124.6815;314.1188;-22.6967;110.8293;260.5906
-36.3509;-125.2579;321.5256;-25.4815;109.0379;262.4612
-37.0014;-125.5907;328.6975;-28.3262;107.3845;264.4292
