RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;22.2087;78.8146;225.7057
0.0841;-0.1310;-0.0211;22.2509;78.7110;225.6406
0.1880;-0.2907;-0.0363;22.3075;78.6172;225.5612
0.5303;-0.4349;-0.3325;22.3728;78.5192;225.5047
0.7907;-0.6411;-0.4390;22.4378;78.4163;225.4627
1.0178;-0.8881;-0.4686;22.5143;78.3218;225.4382
1.2440;-1.1684;-0.4686;22.6185;78.2278;225.4125
1.4705;-1.4677;-0.4686;22.7403;78.1306;225.3907
1.6823;-1.7812;-0.4124;22.8767;78.0157;225.3596
1.9077;-2.1280;-0.3299;23.0129;77.8959;225.3440
2.1161;-2.5186;-0.2063;23.1646;77.7635;225.3235
2.3237;-2.9361;-0.0675;23.3124;77.6366;225.3235
2.5304;-3.3970;0.1032;23.4939;77.5287;225.3200
2.7666;-3.9395;0.3274;23.6669;77.4429;225.3176
3.0379;-4.6480;0.6635;23.8287;77.3650;225.3176
3.3486;-5.5173;1.0981;23.9671;77.3535;225.3249
3.6581;-6.4609;1.5832;24.0545;77.3535;225.3676
3.9545;-7.4866;2.1151;24.1164;77.3535;225.3948
4.2173;-8.5744;2.7021;24.1522;77.4366;225.4016
4.4131;-9.7170;3.3519;24.2063;77.5637;225.4256
4.5638;-10.9304;4.0633;24.2712;77.7974;225.4926
4.6811;-12.2315;4.8863;24.3838;78.0458;225.4980
4.8188;-13.5997;5.7760;24.4870;78.4035;225.5639
4.9506;-15.0426;6.7761;24.5144;78.8036;225.5845
5.0651;-16.5580;7.8139;24.5144;79.2927;225.6467
5.1772;-18.1719;8.9386;24.5144;79.7919;225.7982
5.3068;-19.8558;10.0765;24.3438;80.3410;225.9170
5.4483;-21.6480;11.3220;24.0881;80.8754;226.0349
5.5494;-23.5573;12.6738;23.7557;81.4108;226.1607
5.6737;-25.5810;14.0761;23.4208;81.9484;226.3421
5.7472;-27.7499;15.6319;23.0870;82.4488;226.5031
5.7472;-30.0964;17.3279;22.7825;82.9477;226.6763
5.7472;-32.5700;19.2119;22.5092;83.4641;226.8369
5.7223;-35.2209;21.3054;22.2752;83.9821;226.9673
5.5780;-38.0087;23.6173;22.0885;84.5274;227.1332
5.5125;-40.8875;25.9564;21.8971;85.0934;227.3606
5.4454;-43.9209;28.5170;21.6415;85.6714;227.6070
5.3164;-47.0493;31.2986;21.2905;86.2391;227.9191
5.0772;-50.3147;34.4665;20.8277;86.8105;228.3286
4.8530;-53.7093;37.8114;20.2492;87.3597;228.8051
4.6365;-57.3037;41.4391;19.5496;87.8551;229.3096
4.4450;-61.0443;45.2633;18.8271;88.0512;229.8205
4.2053;-65.0424;49.5096;17.8296;88.0512;230.1083
3.9572;-69.3036;53.9784;16.8475;88.0512;230.4460
3.6120;-73.8090;58.7046;15.9002;87.9174;230.8836
3.1871;-78.4478;63.5982;14.9586;87.7301;231.4345
2.6533;-83.3002;68.8533;13.9228;87.3132;231.9704
2.0159;-88.3676;74.2725;12.8161;86.7974;232.6433
1.3621;-93.6127;79.8299;11.5945;86.0205;233.2940
0.6122;-99.0631;85.6571;10.2964;84.9937;234.0287
-0.1467;-104.7421;91.6731;8.8826;83.8095;234.7767
-0.9369;-110.6011;97.9030;7.2869;82.3056;235.6960
-1.6568;-116.7151;104.2954;5.6062;80.3694;236.6242
-2.4487;-123.0877;111.0516;3.7742;78.2067;237.6313
-3.2258;-129.7222;117.9504;1.9510;75.7804;238.8275
-3.9734;-136.6457;125.1098;0.4345;72.8446;239.3495
-4.7227;-143.7608;132.5395;-1.3956;69.1854;240.2599
-5.3457;-151.1457;140.2302;-3.2865;65.2415;241.3907
-5.8371;-158.7988;148.1726;-5.2177;60.9715;242.6623
-6.1721;-166.5520;156.6617;-7.3008;56.5399;243.9936
-6.1721;-174.5551;165.4698;-9.4473;52.6709;245.5148
-6.1721;-182.7664;174.8041;-11.7674;47.9945;247.3799
-5.4749;-191.5430;184.1055;-14.1760;42.5517;249.2182
-4.8660;-200.1216;194.2324;-16.5139;36.5810;251.0580
