LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
537.5917;-78.0837;-7.1384;503.4375;4.5365;231.3484
537.5421;-78.1362;-7.0804;503.4127;4.3853;231.4434
537.4740;-78.2068;-7.0070;503.3770;4.2046;231.5542
537.3876;-78.2955;-6.9089;503.3343;3.9902;231.6854
537.2948;-78.3882;-6.7704;503.2843;3.7358;231.8715
537.1885;-78.4978;-6.5994;503.2216;3.4524;232.1205
537.0798;-78.6309;-6.3897;503.1467;3.1456;232.3644
536.9222;-78.8082;-6.1272;503.0721;2.8205;232.6894
536.7494;-79.0219;-5.8362;502.9989;2.4813;233.0606
536.5622;-79.2715;-5.5008;502.9035;2.1359;233.4312
536.3326;-79.5829;-5.1311;502.8299;1.7456;233.8206
536.1259;-79.9123;-4.7575;502.7897;1.6309;234.2170
535.8584;-80.3028;-4.3566;502.2203;1.5569;234.8114
535.6076;-80.7354;-3.9579;501.8859;1.3452;235.3276
535.3234;-81.2216;-3.5849;501.6838;1.3328;235.7463
535.0438;-81.7372;-3.2459;501.5709;1.0086;236.0933
534.7717;-82.2945;-2.9331;501.5224;0.6402;236.3833
534.5015;-82.8702;-2.6977;501.4751;0.2520;236.6015
534.2241;-83.5156;-2.4294;501.4663;-0.1618;236.7899
533.9941;-84.1512;-2.1505;501.4565;-0.5778;236.9228
533.7500;-84.8358;-1.9279;501.4496;-0.9780;237.0505
533.5427;-85.4909;-1.7137;501.4381;-1.3821;237.1644
533.2544;-86.2239;-1.4917;501.3958;-1.7968;237.2434
532.9959;-86.9504;-1.2667;501.3519;-2.2205;237.3264
532.7046;-87.6980;-1.0359;501.3312;-2.6330;237.4241
532.4753;-88.4863;-0.8153;501.2870;-3.0208;237.5284
532.2373;-89.2864;-0.5461;501.2610;-3.4107;237.6648
531.9791;-90.0931;-0.2057;501.2351;-3.7799;237.8234
531.7857;-90.9124;0.1518;501.1995;-4.1320;237.9688
531.6199;-91.7821;0.5543;501.1726;-4.4414;238.1256
531.4763;-92.6451;0.9960;501.1726;-4.6942;238.3128
531.3376;-93.5388;1.4391;501.1726;-4.9276;238.5287
531.2500;-94.4414;1.9245;501.2444;-5.1421;238.7426
531.2285;-95.3476;2.3968;501.3251;-5.2962;238.9500
531.2186;-96.2374;2.9778;501.4531;-5.4427;239.1874
531.2081;-97.2254;3.8270;501.6237;-5.5715;239.4279
531.1892;-98.1898;4.5621;501.8575;-5.7052;239.7065
531.2180;-99.1708;5.2941;502.1246;-5.8033;240.0025
531.2180;-100.0705;6.3982;502.4411;-5.8598;240.3037
531.2180;-101.0497;7.4218;502.7814;-5.8927;240.6462
531.3225;-102.2176;8.4274;503.1945;-5.9154;240.9984
531.3225;-103.3524;9.3443;503.6333;-5.9328;241.3746
531.3225;-104.5338;10.2755;504.1983;-5.9460;241.8217
531.2847;-105.8005;11.1507;504.8811;-6.0107;242.3174
531.2727;-107.1110;12.0609;505.5500;-6.0618;242.7024
531.2415;-108.4071;12.9426;506.2564;-6.1332;242.8843
531.1874;-109.7560;13.8947;507.0559;-6.2182;243.0958
531.1349;-111.1583;14.8666;507.8184;-6.2182;243.1728
531.0569;-112.5495;15.8007;508.4713;-6.2182;243.2473
530.9600;-113.9753;16.7806;509.2690;-6.1508;243.5028
530.9062;-115.4540;17.8202;510.0589;-6.0453;243.8022
530.7976;-116.8965;18.8673;510.8561;-5.9524;243.9433
530.7006;-118.3614;19.9361;511.7032;-5.9241;244.0654
530.5688;-119.8669;21.0614;512.5760;-5.8133;244.3774
530.3968;-121.4013;22.3030;NaN;NaN;NaN
530.2043;-122.9554;23.5441;NaN;NaN;NaN
530.0131;-124.4687;24.8141;NaN;NaN;NaN
529.6796;-126.0404;26.2032;NaN;NaN;NaN
529.3658;-127.6168;27.6829;NaN;NaN;NaN
529.0077;-129.1351;29.0425;NaN;NaN;NaN
528.5627;-130.6706;30.5681;NaN;NaN;NaN
528.1295;-132.1910;32.1302;NaN;NaN;NaN
527.6151;-133.6489;33.7387;NaN;NaN;NaN
527.0527;-135.1170;35.4746;NaN;NaN;NaN
526.4155;-136.5426;37.1849;NaN;NaN;NaN
525.7401;-137.8831;38.8840;NaN;NaN;NaN
525.0679;-139.3093;40.7337;NaN;NaN;NaN
524.2411;-140.7507;42.5657;NaN;NaN;NaN
523.2640;-142.1560;44.3254;NaN;NaN;NaN
522.2523;-143.5538;46.1327;NaN;NaN;NaN
521.2112;-145.0019;47.9820;NaN;NaN;NaN
520.0824;-146.4683;49.8590;NaN;NaN;NaN
518.8494;-147.9635;51.6532;NaN;NaN;NaN
517.6002;-149.4187;53.4858;NaN;NaN;NaN
515.9994;-151.0817;55.0790;530.3492;-2.8632;251.5842
514.3653;-152.8353;56.8039;530.9743;-1.9630;252.6966
512.6980;-154.4566;58.5107;531.5182;-1.3421;253.4867
511.1038;-155.9176;60.3006;532.0335;-0.9010;254.1568
509.3465;-157.4023;62.1461;532.5310;-0.5938;254.6966
507.5873;-158.8130;63.9492;533.0239;-0.4129;255.1224
505.6423;-160.3406;65.6826;533.5079;-0.2940;255.5568
503.7092;-161.6992;67.4330;533.9945;-0.2940;255.9135
501.7292;-163.1066;69.2028;534.4628;-0.2940;256.2284
499.6906;-164.5179;71.0146;534.9275;-0.3246;256.5295
497.5939;-165.7333;72.8408;535.3720;-0.4057;256.7800
495.3133;-167.1313;74.6030;535.9656;-0.5529;257.5680
492.9598;-168.4748;76.3241;536.7033;-0.8292;258.0589
490.5705;-169.7104;77.9955;537.2905;-1.0507;258.5149
488.1770;-170.8294;79.8295;537.9363;-1.3587;258.9101
485.7953;-171.7595;81.7743;538.5672;-1.6707;259.3201
483.3499;-172.8131;83.6506;538.9756;-1.8536;259.6933
480.9618;-173.7826;85.6707;539.3582;-2.0130;260.0087
478.6449;-174.7214;87.9030;539.6862;-2.1810;260.3055
476.3656;-175.7891;90.2182;539.9560;-2.1820;260.5621
474.1284;-176.9541;92.6190;540.1240;-2.1820;260.8025
471.9412;-178.2662;95.2381;540.3753;-2.1820;261.0659
469.7416;-179.7656;98.0818;540.7659;-2.0580;261.5173
467.5020;-181.1117;100.8541;541.1491;-1.9090;261.8490
465.2916;-182.7460;104.0822;541.5521;-1.7660;262.2029
463.0044;-184.5595;107.6738;541.9210;-1.7224;262.5838
460.8174;-186.7537;111.6495;542.3495;-1.7224;262.9628
458.7502;-189.1300;115.8326;542.7877;-1.7224;263.3863
456.8450;-191.9188;120.4547;543.2388;-1.9850;263.8164
455.1852;-195.0509;125.4642;543.6298;-2.3639;264.2361
453.6651;-198.6309;130.9076;543.9816;-2.9689;264.6690
452.2159;-202.7614;136.8273;544.2634;-3.7496;265.1143
450.9322;-207.2939;143.2984;544.4611;-4.7058;265.5791
449.6373;-212.1819;150.1454;544.7886;-5.9611;266.1531
448.2715;-217.8344;157.6012;545.1128;-7.6000;266.7633
446.9581;-223.3605;165.6717;545.4202;-9.5854;267.3856
445.6267;-229.1092;174.3334;545.7028;-12.0451;268.0171
444.1951;-235.0183;183.1488;545.7848;-14.8628;268.7183
442.8659;-241.0711;192.3655;545.7848;-18.0526;269.4360
441.5866;-247.2764;201.8216;545.7848;-21.6507;270.2275
440.3320;-253.4787;211.4460;545.6172;-25.7425;271.1070
439.2002;-259.5993;221.0013;545.5473;-30.3666;272.1665
437.9884;-265.7903;230.4311;545.2128;-35.3683;273.2306
436.3989;-270.2177;239.4207;544.8389;-40.7475;274.4665
435.5954;-276.2599;249.1657;544.5041;-46.5888;275.8484
434.3923;-282.9793;258.8552;543.8960;-52.6779;277.1648
432.8106;-289.5699;268.2234;543.2574;-59.1988;278.6874
431.2803;-295.6018;277.6946;542.3853;-65.8468;280.2784
429.5314;-301.9504;287.0151;541.3673;-72.7197;282.0791
427.7774;-307.9440;296.1779;540.0871;-79.7571;283.9674
425.8637;-314.0320;305.3751;538.8317;-87.0145;286.2329
423.8154;-320.1507;314.3208;537.7944;-94.5235;288.9952
421.7469;-326.1698;323.1784;536.1542;-102.0302;291.5915
419.7024;-332.2863;332.0276;534.3956;-109.4673;294.4262
417.4737;-338.4438;340.5052;532.5880;-116.8325;297.4125
415.3177;-344.4524;348.7832;530.6562;-124.1369;300.5769
413.0695;-350.4597;356.8164;528.5392;-131.3647;303.9394
410.8167;-356.5168;364.5882;526.4392;-138.4175;307.4544
408.5692;-362.5736;372.1214;524.1407;-145.3895;311.1530
406.2932;-368.5719;379.3317;521.8480;-152.2015;314.9869
403.9750;-374.5512;386.2034;519.5007;-158.8310;318.9141
401.6211;-380.2738;392.7688;517.0778;-165.2624;322.9291
399.3502;-386.1229;399.1008;514.5383;-171.4104;326.9751
397.1195;-391.6816;405.1691;511.9325;-177.3847;330.9818
395.0780;-397.0505;410.9306;509.3908;-183.1337;335.0467
392.8950;-402.4641;416.4575;506.7486;-188.5879;339.0085
391.0081;-407.3477;421.5295;504.1167;-193.6690;342.9617
389.1064;-412.4745;426.5674;501.4639;-198.4376;346.6920
387.2858;-417.2428;431.1944;498.8378;-202.9576;350.3827
385.6217;-421.6139;435.5850;496.3842;-207.1569;353.9619
384.0567;-425.6991;439.7677;494.0231;-211.0946;357.3391
382.4707;-429.5088;443.6722;491.5846;-214.7689;360.3939
