RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;-5.4986;95.1788;199.3677
0.6999;0.5862;-0.0067;-4.7263;95.4913;199.4120
1.3584;1.0689;-0.0644;-3.9938;95.8359;199.5268
1.9993;1.6189;-0.1067;-3.1986;96.1156;199.5732
2.7120;2.1942;-0.1067;-2.4367;96.4505;199.6927
3.4273;2.7811;-0.1168;-1.6623;96.7659;199.7016
4.2126;3.3163;-0.1168;-0.9066;97.1134;199.7548
4.8301;3.8976;-0.1211;-0.1572;97.4232;199.8021
5.5818;4.5528;-0.2447;0.6171;97.7534;199.8021
6.4483;5.0804;-0.2575;1.3246;98.0730;199.8021
6.9406;5.6905;-0.3212;2.0958;98.4389;199.7577
7.7961;6.1795;-0.4019;2.7715;98.8062;199.7555
8.3214;6.9015;-0.4464;3.4881;99.1639;199.6586
9.1389;7.2870;-0.7692;4.0895;99.5412;199.6397
9.8318;7.8133;-0.7825;4.7180;99.8907;199.4848
10.3220;8.4893;-0.8214;5.2907;100.3215;199.3755
10.9615;8.9695;-1.0852;5.8122;100.7373;199.2701
11.6353;9.4768;-1.1048;6.3408;101.1041;199.0572
12.5931;9.6544;-1.3063;6.7748;101.5690;198.9794
13.1224;10.2990;-1.5898;7.1830;102.0187;198.8300
14.0337;10.4613;-1.8244;7.5648;102.4397;198.6655
14.6953;10.9903;-2.0141;7.8969;102.9232;198.5190
15.5601;11.2282;-2.0141;8.1077;103.3285;198.3918
16.2673;11.5310;-1.7915;8.2944;103.7997;198.3149
17.1067;11.7934;-1.7915;8.4766;104.2637;198.1917
17.9434;11.9933;-1.6521;8.6324;104.7219;198.0290
18.7404;12.1671;-1.6327;8.7506;105.2160;197.9395
19.4997;12.4691;-1.6327;8.8214;105.7224;197.8756
20.2435;12.7188;-1.5784;8.8489;106.1525;197.7478
21.0665;12.7382;-1.4721;8.8489;106.5480;197.6146
21.7771;12.7781;-1.3173;8.8489;106.9779;197.4756
22.5517;12.7781;-1.1773;8.8305;107.4301;197.3619
23.2795;12.7781;-0.9540;8.7359;107.8875;197.3242
23.9620;12.7781;-0.5982;8.6278;108.2386;197.2222
24.8592;12.7635;-0.5027;8.4769;108.5904;197.1579
25.4072;12.6780;0.0892;8.2906;108.9045;197.0777
26.2609;12.6635;0.1456;8.1276;109.1141;196.9432
26.7615;12.5057;0.2648;7.9869;109.3507;196.8641
27.9424;12.3378;0.3084;7.8144;109.5308;196.7798
