LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
522.0916;-77.2171;-10.4998;496.6965;9.5783;226.7150
522.0419;-77.2294;-10.4998;496.5919;9.5559;226.7892
521.9946;-77.2443;-10.4914;496.5392;9.5383;226.8071
521.9253;-77.2529;-10.4712;496.4531;9.5296;226.8813
521.8380;-77.2712;-10.4646;496.3787;9.5296;226.9025
521.7465;-77.3078;-10.4646;496.3787;9.5296;226.9025
521.6373;-77.3467;-10.4646;496.3787;9.5296;226.9025
521.5174;-77.3953;-10.4759;496.3969;9.4611;226.8162
521.3832;-77.4597;-10.4897;496.3982;9.4078;226.7185
521.2397;-77.5270;-10.5009;496.3982;9.3985;226.7185
521.0977;-77.6113;-10.5238;496.3982;9.3735;226.7185
520.9361;-77.6983;-10.5406;496.3400;9.3349;226.7401
520.7704;-77.7995;-10.5832;496.2699;9.2606;226.7401
520.6115;-77.8967;-10.6033;496.2039;9.1481;226.7401
520.4470;-78.0083;-10.6592;496.1251;9.0204;226.7475
520.2701;-78.1249;-10.7153;496.0347;8.8661;226.7496
520.0970;-78.2478;-10.7601;495.7703;8.8043;226.7568
519.9308;-78.3816;-10.8099;495.5876;8.6773;226.7612
519.7633;-78.5191;-10.8407;495.4262;8.5275;226.7625
519.5893;-78.6672;-10.8867;495.2762;8.3584;226.7656
519.3952;-78.8344;-10.9468;495.1285;8.1846;226.7625
519.1931;-79.0002;-10.9783;495.0007;7.9838;226.7625
519.0167;-79.1706;-11.0209;494.8729;7.7739;226.7377
518.8385;-79.3473;-11.0526;494.7531;7.5456;226.6956
518.6632;-79.5352;-11.0744;494.6580;7.3118;226.6558
518.4568;-79.7337;-11.0839;494.5755;7.0575;226.6340
518.2426;-79.9676;-11.0839;494.5154;6.7978;226.6289
518.0301;-80.2373;-11.0839;494.4857;6.4972;226.6289
517.7941;-80.5322;-11.0340;494.4857;6.2233;226.6289
517.5550;-80.8796;-10.9764;494.4857;5.9247;226.6399
517.2989;-81.2790;-10.8714;494.4995;5.6186;226.6429
517.0081;-81.7467;-10.7362;494.5375;5.3218;226.6751
516.7423;-82.2524;-10.5964;494.5930;5.0177;226.7302
516.4672;-82.8000;-10.4446;494.6580;4.7142;226.7877
516.2251;-83.4081;-10.2708;494.7241;4.4072;226.8358
515.9670;-84.0596;-10.0191;494.7904;4.0895;226.8879
515.9574;-84.8087;-9.5879;494.9058;3.7329;226.9354
515.8247;-85.6290;-9.2480;495.0016;3.4132;226.9617
515.6451;-86.5306;-8.9104;495.1205;3.0319;226.9720
515.5459;-87.5336;-8.3598;495.3240;2.5484;226.9722
515.3703;-88.6116;-7.8247;495.5012;2.1513;226.9890
515.1591;-89.7884;-7.2788;495.7275;1.7703;227.0067
514.9347;-91.1143;-6.8467;495.9236;1.4046;227.0220
514.8414;-92.4281;-6.0405;496.1541;1.0181;227.0893
514.6060;-93.8594;-5.3450;496.4191;0.6098;227.1452
514.3077;-95.4567;-4.6863;496.6931;0.1861;227.2473
513.9666;-97.1766;-3.9327;496.9280;-0.2487;227.3664
513.5325;-99.0801;-3.1101;497.1818;-0.7413;227.4879
512.9795;-101.1945;-2.2163;497.4478;-1.2642;227.6138
512.3659;-103.4349;-1.3431;497.6540;-1.7699;227.8147
511.7149;-105.7273;-0.4192;497.8275;-2.2970;227.9940
511.0185;-108.1774;0.5502;497.9950;-2.8554;228.1977
510.3434;-110.6429;1.5161;498.1438;-3.4224;228.4169
509.6358;-113.2679;2.6156;498.3203;-4.0236;228.7091
508.9075;-115.9683;3.7189;498.4820;-4.6585;228.9078
508.1852;-118.8569;5.0069;498.7267;-5.3995;229.0101
507.3874;-121.8443;6.3094;499.0057;-6.2173;229.2738
506.5743;-125.0867;7.8375;499.2824;-6.9395;229.4461
505.7622;-128.4422;9.4596;499.6413;-7.7535;229.8053
504.8416;-132.0148;11.2737;499.9945;-8.6451;230.1677
503.9003;-135.6837;13.2787;500.4131;-9.5960;230.5471
502.7809;-139.7329;15.4835;500.9128;-10.6519;231.0450
501.6990;-144.0559;18.0359;501.5168;-11.8327;231.5658
500.3483;-148.7367;20.7452;502.2251;-13.1167;232.2062
498.4629;-153.7776;23.5657;503.0518;-14.5507;232.7875
496.5381;-159.3318;26.7914;503.9126;-16.0588;233.5733
494.6500;-159.3318;26.7914;504.8620;-17.9009;234.4307
492.8358;-159.3318;26.7914;505.8307;-19.6608;235.2163
489.7021;-158.4093;18.3213;506.7895;-21.6727;236.1513
487.4605;-158.4093;18.3213;507.8219;-23.9778;237.0996
485.3791;-158.4093;18.3213;508.8108;-26.6528;238.2022
483.2045;-165.0524;22.2691;509.8808;-29.5858;239.2814
