LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
388.8688;74.7732;23.7037;336.8843;160.7872;209.1958
389.0606;74.7885;23.9869;336.7897;161.0717;209.2497
389.2315;74.7967;24.2016;336.7433;161.3587;209.3337
389.3942;74.8103;24.3595;336.6874;161.6715;209.4392
389.7113;75.0300;24.8575;336.6606;162.0288;209.5833
389.9756;75.1061;25.1338;336.6383;162.3992;209.6820
390.3081;75.1108;25.3184;336.6048;162.7819;209.7517
390.4563;75.2541;25.4341;336.5574;163.1818;209.7990
390.8589;75.3494;25.9187;336.5556;163.5719;209.8045
391.3195;75.4997;26.1207;336.5556;163.9966;209.8333
391.6777;75.5411;26.1445;336.5556;164.4885;209.8558
392.2733;75.8184;26.7564;336.5666;164.9604;209.8965
392.8190;75.9974;27.0716;336.6092;165.4614;209.9270
393.2992;76.1206;27.3765;336.6706;165.9787;209.9902
393.8867;76.3089;27.7084;336.7098;166.5094;210.0714
394.5371;76.5460;28.1107;336.8088;166.9822;210.1130
395.2492;76.8058;28.5402;336.9038;167.4805;210.1588
395.8904;76.9318;28.7844;336.9809;168.0009;210.2213
396.6706;77.1878;29.3657;337.1266;168.4668;210.2614
397.2971;77.2656;29.6531;337.2779;169.0006;210.3476
398.1391;77.5198;30.0917;337.4582;169.5336;210.4527
398.9683;77.7600;30.6049;337.5839;170.1266;210.5163
399.7532;77.8503;31.0180;337.8086;170.6436;210.5893
400.6754;78.1317;31.6612;338.0069;171.2015;210.6639
401.5903;78.3273;32.1000;338.2355;171.8582;210.7729
402.4846;78.4281;32.6480;338.5010;172.4285;210.8669
403.3593;78.4294;33.1379;338.7770;173.0134;210.9487
404.4286;78.7867;33.7810;339.0297;173.7053;211.0972
405.4697;78.8802;34.3995;339.3610;174.2893;211.2012
406.5393;79.0683;34.9892;339.6226;174.9326;211.3241
407.7140;79.2002;35.6554;339.9247;175.5383;211.4738
408.8113;79.2448;36.2946;340.2428;176.0870;211.6028
409.9622;79.3398;36.9760;340.5752;176.6979;211.7915
411.2984;79.5108;37.8249;340.9130;177.2632;211.9409
412.4563;79.5131;38.5735;341.2589;177.8252;212.1649
413.6941;79.5746;39.3277;341.5928;178.3528;212.3386
415.0144;79.5892;40.0454;341.9276;178.9074;212.5450
416.2468;79.5892;40.7411;342.2609;179.3790;212.7112
417.5300;79.5746;41.6193;342.6418;179.7985;212.8934
418.7809;79.5037;42.2553;343.0003;180.2349;213.0796
420.1533;79.4577;43.0454;343.4042;180.5622;213.2199
421.4000;79.2894;43.8282;343.8624;180.9165;213.4195
422.7270;79.1808;44.5739;344.3997;181.1782;213.5546
424.0247;79.0227;45.3923;344.8819;181.3922;213.6985
425.3786;78.8085;46.1971;345.3689;181.6171;213.8883
426.7690;78.6450;47.0149;345.8656;181.7929;214.0696
428.1303;78.3341;47.8287;346.2644;181.9010;214.1552
429.5797;78.0369;48.6778;346.7440;182.0375;214.3131
431.0840;77.8015;49.5278;347.1967;182.1486;214.4170
432.6023;77.4947;50.3535;347.6688;182.1984;214.5115
434.1667;77.0628;51.2065;348.1160;182.2263;214.5957
435.7842;76.5878;52.1779;348.4452;182.2301;214.6732
437.4853;76.1239;53.1122;348.8729;182.2301;214.7130
439.2701;75.4783;54.1410;349.3932;182.2301;214.7332
441.1191;74.7657;55.2837;349.9587;182.1741;214.8005
443.0101;73.9367;56.5092;350.5849;182.0367;214.8719
445.0667;73.0257;57.7729;351.2999;181.9188;215.0200
447.2371;72.0476;59.2470;352.0187;181.7815;215.1282
449.5115;71.0432;60.8333;352.7800;181.6382;215.2908
451.9135;69.9103;62.5475;353.6712;181.3528;215.5019
454.4588;68.6956;64.4278;354.7233;180.9584;215.7362
457.1913;67.2708;66.3794;355.7338;180.5062;215.8908
460.1151;65.6876;68.4825;356.8937;179.9899;216.1103
463.2151;64.0480;70.7675;358.2202;179.3759;216.3813
466.4976;62.2037;73.2270;359.6751;178.7293;216.7070
469.9597;60.1931;75.8817;361.2604;177.9568;217.0813
473.5422;57.9836;78.7375;362.8957;177.1697;217.4341
477.2874;55.6030;81.8034;364.7791;176.2398;217.7656
481.1502;52.8948;85.1096;366.0261;174.7559;217.8981
485.0247;50.2377;88.6727;368.3861;173.5087;218.4360
489.0582;47.0767;92.6419;370.8115;172.2747;219.1863
493.3540;43.8089;96.8550;373.4655;170.8185;219.9190
497.7682;40.4179;101.4511;376.4269;169.1824;220.9550
502.3732;36.6532;106.3347;379.4399;167.4623;221.9782
507.1701;33.0871;111.6764;382.8111;165.4812;223.2440
512.1514;28.8584;117.2694;386.1170;163.4371;224.5549
517.3624;24.5117;123.3042;389.6755;161.2600;226.1073
522.5756;19.6981;129.6126;393.6017;158.8304;227.9241
528.0889;14.6177;136.1402;397.8381;155.8963;229.7413
533.5947;9.5375;143.2273;402.3637;152.6663;231.7619
539.3280;3.9512;150.6092;406.8802;149.5546;234.1054
545.0121;-1.6100;158.5499;411.4830;146.2269;236.6270
550.7650;-7.2786;166.8193;416.2814;142.5773;239.3493
556.7139;-13.1833;175.4284;421.1442;138.5165;242.0384
562.6421;-19.1952;184.4387;426.0750;134.4232;245.1621
568.4876;-25.5611;193.9735;431.2408;130.0364;248.6620
574.1298;-31.5983;203.9457;436.2658;125.5528;252.2634
580.4548;-38.0748;214.5287;441.5474;120.7092;256.2879
587.6774;-43.6446;226.8506;446.7341;115.7641;260.4163
593.0186;-49.9853;238.1047;451.8916;110.6340;264.8559
597.8660;-56.3361;249.2364;457.0641;105.4526;269.6005
602.4324;-62.8860;260.7981;462.1162;100.0123;274.5903
606.2385;-69.4693;271.5696;467.3906;93.8021;279.7899
610.0764;-75.9771;282.3292;472.1808;88.2748;285.6042
614.5021;-82.2327;294.2791;477.0689;82.5361;291.3900
618.0329;-88.6507;305.4015;481.6017;76.6393;297.3962
621.7893;-95.0091;316.9967;486.0882;70.4478;303.3275
625.4139;-101.3023;328.5813;490.3348;64.5548;309.6248
629.0540;-107.1954;340.3114;494.2552;58.6318;315.4992
632.0591;-113.0475;351.9941;498.1846;52.2799;322.2919
635.5426;-118.9469;363.8904;501.9062;46.2923;329.0598
638.1465;-124.6454;375.3213;505.5083;40.2365;335.9637
640.9185;-130.5239;386.8240;508.8233;34.0770;342.9947
643.1714;-136.0881;398.1025;511.9567;27.9035;349.9796
645.4341;-141.4031;409.2682;514.7883;21.8987;356.9490
647.7419;-146.5685;420.6953;517.4131;15.7788;364.1868
650.0218;-151.3652;431.8246;519.7350;9.6328;371.2825
652.7374;-155.6347;443.2762;521.7626;3.4355;378.4320
654.7050;-160.1850;453.4659;523.5001;-2.4174;385.5411
656.6545;-164.6793;463.1803;524.9348;-8.2072;392.1196
658.1875;-169.0061;472.2953;526.2105;-14.0219;398.9310
659.9945;-173.2474;481.0377;527.1901;-19.5400;405.4922
661.2520;-177.5356;489.0902;528.0065;-25.4023;412.3930
662.3129;-181.5304;496.8619;528.4696;-30.9451;418.8346
663.2204;-185.3679;504.3262;528.7924;-36.4127;425.2471
664.3931;-188.7558;511.6112;528.7924;-41.6210;431.2145
665.7934;-191.5873;518.4899;528.7924;-46.5482;436.8723
667.1799;-194.4039;524.9350;528.5326;-51.2000;442.2669
668.3735;-196.8580;530.8670;528.2048;-55.5863;447.3000
669.3533;-199.2366;536.3714;527.7992;-59.6203;452.0557
669.9968;-201.3328;541.3807;527.4893;-63.5070;456.5784
670.5587;-203.5537;545.8657;526.9806;-66.9147;460.5258
670.7001;-204.9959;549.9967;526.4392;-70.0513;464.0466
671.1193;-207.1972;553.9967;525.9330;-72.9795;467.3297
671.2455;-208.4938;557.5722;525.2802;-75.6317;470.0841
671.5303;-209.9825;560.8099;524.7107;-77.9128;472.7154
671.7664;-211.2538;563.8413;524.2013;-80.0203;475.0116
672.1711;-212.3144;566.1619;523.8015;-81.9719;477.2019
672.4112;-213.3428;568.4742;523.4386;-83.6934;479.1027
672.6721;-214.4775;571.0755;523.1196;-85.1524;480.7757
672.7898;-215.1980;572.9435;522.8513;-86.4242;482.1779
672.9078;-215.8824;574.6202;522.7179;-87.4895;483.4915
672.9570;-216.4133;576.1249;522.7179;-88.4663;484.6518
673.0128;-216.8328;577.2591;522.7179;-89.1536;485.7999
673.1844;-217.2560;578.2907;522.7385;-89.5928;486.8722
673.3474;-217.6622;579.2854;522.9531;-89.9293;487.8666
673.4312;-217.8936;579.8771;523.3023;-90.2181;488.8177
673.6909;-218.3142;580.4302;523.7089;-90.2181;489.6973
673.9225;-218.7007;580.9052;523.8642;-90.2181;490.2807
674.0590;-218.9750;581.2062;524.0672;-90.0502;490.7961
674.3018;-219.0320;581.2062;524.3929;-89.7957;491.3136
366.9417;-130.5138;-844.9429;366.9417;-130.5138;-844.9429
