LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
395.4437;-21.3573;-7.6808;392.4784;64.6324;184.7076
395.0994;-21.3573;-7.6044;392.3746;64.4099;184.7782
395.0259;-21.3573;-7.5266;392.2698;64.1845;184.8580
394.6845;-21.3573;-7.5137;392.2000;63.9796;184.9833
394.6503;-21.3636;-7.5071;392.1319;63.7304;185.0823
394.5520;-21.4053;-7.5071;392.0481;63.5140;185.2139
394.5065;-21.4731;-7.5071;391.9661;63.3060;185.3140
394.4987;-21.5586;-7.5487;391.9149;63.0956;185.4466
394.4853;-21.7241;-7.6915;391.8602;62.8653;185.5424
394.4777;-21.8370;-7.6915;391.8308;62.6222;185.6999
394.4277;-21.9347;-7.6915;391.7526;62.3514;185.7675
394.3816;-22.0582;-7.6800;391.7043;62.0823;185.8374
394.3113;-22.1897;-7.6564;391.6425;61.7764;185.9125
394.2471;-22.3313;-7.6385;391.5659;61.5348;186.0128
394.2072;-22.4997;-7.6249;391.5130;61.2725;186.1494
394.1324;-22.6557;-7.5679;391.4562;60.9700;186.2346
394.0744;-22.8482;-7.5266;391.3833;60.6863;186.3047
394.0220;-23.0615;-7.4654;391.2925;60.3716;186.3664
393.9559;-23.2996;-7.4246;391.2405;60.0757;186.4964
393.8942;-23.5681;-7.3900;391.1885;59.7448;186.5906
393.8166;-23.8501;-7.3295;391.1102;59.4511;186.6585
393.7457;-24.1131;-7.2281;391.0174;59.1442;186.7131
393.6626;-24.4307;-7.2140;390.9403;58.7784;186.7640
393.5542;-24.7616;-7.1202;390.8732;58.4235;186.8397
393.4702;-25.1246;-7.0682;390.8068;58.1506;186.9186
393.3780;-25.4873;-7.0009;390.7136;57.8428;186.9375
393.2592;-25.8975;-6.9804;390.6733;57.5098;186.9992
393.1230;-26.3238;-6.9312;390.6292;57.1483;187.0064
393.0171;-26.7621;-6.8554;390.6050;56.8033;187.0192
392.8868;-27.2263;-6.7896;390.6050;56.4787;187.0510
392.7115;-27.7117;-6.7579;390.6050;56.1431;187.0682
392.4925;-28.2293;-6.7135;390.6316;55.7853;187.0733
392.2932;-28.7615;-6.6229;390.6478;55.4564;187.0809
391.9927;-29.3259;-6.5231;390.6823;55.1362;187.0856
391.6565;-29.9019;-6.4355;390.7530;54.8120;187.1277
391.3033;-30.5177;-6.3727;390.8537;54.4949;187.1946
390.9964;-31.1188;-6.1559;390.9398;54.1685;187.2644
390.5909;-31.7442;-5.9773;391.1386;53.7773;187.3871
390.0959;-32.4178;-5.7941;391.2433;53.4458;187.4597
389.6440;-33.1184;-5.6055;391.3835;53.0932;187.5530
389.1176;-33.8008;-5.3555;391.4972;52.7717;187.6494
388.5267;-34.5339;-5.0773;391.6231;52.5165;187.7532
387.9294;-35.2726;-4.7965;391.7598;52.1979;187.8167
387.2438;-36.0699;-4.4590;391.8845;51.9326;187.8745
386.4838;-36.9177;-4.1605;392.0233;51.7226;187.9275
385.6756;-37.8206;-3.7605;392.1982;51.5252;187.9836
384.8840;-38.7763;-3.3528;392.3813;51.3784;187.9887
383.9519;-39.7999;-2.9341;392.6087;51.2326;187.9887
383.0381;-40.8759;-2.4072;392.8900;51.2326;187.9887
382.0209;-42.0581;-1.9138;393.1408;51.2326;187.9598
380.9298;-43.3205;-1.2814;393.4186;51.3704;187.8921
379.8223;-44.6846;-0.5695;393.7244;51.4961;187.8533
378.5912;-46.1758;0.2622;394.1613;51.8007;187.8338
377.3046;-47.7717;1.2826;394.5961;52.1327;187.8338
375.8849;-49.4977;2.4202;395.1070;52.5061;187.8533
374.3578;-51.3833;3.7565;395.4565;53.3907;187.8656
372.6230;-53.3704;5.3602;396.0945;53.9308;187.9060
370.6892;-55.5634;7.2108;396.9268;54.5953;187.9646
368.5818;-57.9357;9.3907;397.8092;54.9403;188.0031
366.2692;-60.4889;11.9063;398.7060;55.1343;188.0343
363.7186;-63.3094;14.7946;399.7497;55.6329;188.1522
361.0545;-66.2717;18.1430;400.7841;56.2665;188.3036
358.1262;-69.6199;22.0789;402.0248;56.9919;188.5496
355.1858;-73.1055;26.4609;403.2622;57.6997;188.7951
352.1562;-76.8597;31.3826;404.5392;58.4757;189.1805
349.0113;-80.9763;36.8155;405.8917;58.8719;189.3753
345.8421;-85.2973;42.7473;407.3824;58.8719;189.6475
