RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;-20.1645;90.2729;199.1401
-0.1104;0.1216;-0.0017;-20.2627;90.3537;199.1669
-0.2372;0.2524;-0.0017;-20.3768;90.4459;199.1939
-0.3812;0.3980;-0.0116;-20.4814;90.5727;199.2332
-0.5439;0.5799;-0.0116;-20.5935;90.7074;199.2575
-0.6863;0.7527;-0.0116;-20.7088;90.8401;199.2933
-0.8538;0.9535;-0.0133;-20.8177;90.9696;199.3083
-1.0021;1.1371;-0.0179;-20.9286;91.0961;199.3126
-1.2016;1.3699;-0.0220;-21.0310;91.2305;199.3195
-1.3904;1.5914;-0.0266;-21.1552;91.3582;199.3219
-1.5959;1.8274;-0.0587;-21.2915;91.5178;199.3534
-1.8048;2.0723;-0.1015;-21.4293;91.7466;199.4258
-2.0500;2.3592;-0.1034;-21.5634;91.9380;199.4832
-2.3106;2.6622;-0.1374;-21.6996;92.1208;199.5547
-2.5522;2.9261;-0.1825;-21.8314;92.3037;199.5894
-2.8220;3.2276;-0.2116;-21.9578;92.4702;199.6003
-3.0967;3.5177;-0.2116;-22.0981;92.6630;199.6249
-3.3505;3.8031;-0.2416;-22.2334;92.8861;199.6637
-3.6259;4.1538;-0.2497;-22.3631;93.0842;199.6963
-3.8708;4.4450;-0.2699;-22.5007;93.2706;199.7161
-4.1462;4.7554;-0.2416;-22.6529;93.4452;199.7553
-4.4318;5.0515;-0.2699;-22.8153;93.6395;199.8266
-4.7615;5.4019;-0.3013;-22.9466;93.8765;199.8567
-5.0390;5.6517;-0.3494;-23.0863;94.0763;199.8567
-5.3522;5.9313;-0.3597;-23.2063;94.2978;199.8653
-5.6467;6.2196;-0.4023;-23.3179;94.5231;199.8661
-5.9498;6.5363;-0.4360;-23.4386;94.7303;199.8692
-6.2354;6.7845;-0.4430;-23.5581;94.9569;199.8910
-6.5236;7.0250;-0.4360;-23.6644;95.2068;199.9089
-6.8605;7.3057;-0.5412;-23.7671;95.4287;199.9249
-7.2099;7.6299;-0.5568;-23.8784;95.6392;199.9252
-7.4918;7.8275;-0.6045;-23.9817;95.8927;199.9383
-7.7880;8.0645;-0.6045;-24.0937;96.1318;199.9383
-8.0640;8.3421;-0.6374;-24.1726;96.3103;199.9383
-8.3862;8.6455;-0.6911;-24.2191;96.5323;199.9272
-8.6305;8.7890;-0.7064;-24.3047;96.7607;199.9272
-8.9518;9.0249;-0.7276;-24.3744;96.9531;199.9272
-9.2443;9.2686;-0.7297;-24.4595;97.2124;199.9719
-9.5693;9.4849;-0.7459;-24.5248;97.4568;199.9885
-9.8626;9.7067;-0.7276;-24.5770;97.7133;199.9899
-10.1032;9.9109;-0.7276;-24.6289;97.9564;199.9899
-10.3262;10.1286;-0.6722;-24.6844;98.1602;199.9914
-10.5762;10.3427;-0.6715;-24.7360;98.3805;199.9950
-10.8301;10.5195;-0.6715;-24.7961;98.5836;200.0120
-11.1548;10.7588;-0.6318;-24.8606;98.8198;200.0592
-11.2741;10.8815;-0.6696;-24.9060;99.0987;200.0969
-11.5070;11.1182;-0.6454;-24.9256;99.3681;200.1116
-11.6808;11.3020;-0.6454;-24.9421;99.6333;200.1293
-11.8038;11.4787;-0.6139;-24.9882;99.8732;200.1360
-11.9712;11.6901;-0.5216;-25.0032;100.0772;200.1370
-12.1253;11.8852;-0.5189;-25.0374;100.2836;200.1402
-12.2156;12.0312;-0.4510;-25.0385;100.5177;200.1402
-12.3616;12.2464;-0.3649;-25.0385;100.8028;200.1884
-12.4921;12.3894;-0.3385;-25.0439;101.0707;200.2204
-12.6462;12.5737;-0.3385;-25.0447;101.2836;200.2734
-12.7042;12.7259;-0.3385;-25.0447;101.5010;200.2919
-12.8472;12.8884;-0.3052;-25.0447;101.7347;200.3099
-12.9308;13.0702;-0.2765;-25.0251;101.9767;200.3316
-12.9351;13.2434;-0.2596;-25.0084;102.1905;200.3559
-13.0398;13.3939;-0.2446;-24.9948;102.4609;200.3799
-13.1334;13.6104;-0.1883;-24.9835;102.7038;200.4339
-13.2147;13.8038;-0.1671;-24.9617;102.9220;200.4611
-13.3017;13.9830;-0.1620;-24.9205;103.1528;200.4722
-13.3852;14.1719;-0.1359;-24.8849;103.4226;200.5178
-13.4219;14.3356;-0.1318;-24.8382;103.6786;200.5215
-13.4597;14.5012;-0.0126;-24.7900;103.9402;200.5307
-13.5219;14.7038;0.0302;-24.7818;104.2099;200.5677
-13.5971;14.8911;0.0579;-24.7687;104.4887;200.5877
-13.6288;15.0712;0.0828;-24.7571;104.7295;200.6280
-13.7038;15.2878;0.0828;-24.7448;104.9904;200.6352
-13.7381;15.4962;0.1701;-24.7160;105.2551;200.6384
-13.7956;15.6936;0.6146;-24.6951;105.4849;200.6474
-13.8858;15.9221;0.6570;-24.6184;105.7743;200.6476
-13.9505;16.1488;0.6747;-24.5590;106.0582;200.6580
-14.0181;16.3708;0.7323;-24.5180;106.2958;200.6630
-14.0722;16.5756;0.7819;-24.4822;106.5617;200.7391
-14.1479;16.8266;0.8408;-24.4401;106.8062;200.7800
-14.2190;17.1995;0.8785;-24.4038;107.0506;200.8228
-14.2835;17.4359;0.9458;-24.3572;107.3093;200.8803
-14.4147;17.6873;0.9853;-24.3068;107.6117;200.9362
-14.4789;17.8830;1.0368;-24.2967;107.8482;200.9974
-14.6110;18.1351;1.0480;-24.2898;108.0719;201.0529
-14.7041;18.3805;1.0754;-24.2625;108.3168;201.0723
-14.8155;18.6627;1.1160;-24.2109;108.5954;201.0933
-14.9431;18.9156;1.1492;-24.1989;108.8300;201.1470
-15.0532;19.1008;1.1587;-24.1737;109.0997;201.1832
-15.1634;19.3295;1.2246;-24.1252;109.3795;201.1847
-15.2897;19.5950;1.2806;-24.1169;109.5864;201.1903
-15.4829;19.8267;1.2812;-24.1169;109.8624;201.2307
-15.6010;20.0650;1.3569;-24.1169;110.1243;201.2965
-15.7242;20.2954;1.3822;-24.1169;110.3954;201.3554
-15.9267;20.5962;1.4746;-24.1169;110.6709;201.3636
-16.1002;20.8198;1.5169;-24.1289;110.9399;201.3817
-16.3006;21.0330;1.5169;-24.1310;111.1906;201.3840
-16.5425;21.1946;1.5169;-24.1337;111.4521;201.4504
-16.8630;21.2735;1.4205;-24.1766;111.6993;201.5126
-17.0968;21.5153;1.4151;-24.2293;111.9493;201.5731
-17.3094;21.7840;1.4151;-24.2704;112.1944;201.6104
-17.5076;22.0203;1.4151;-24.3322;112.3863;201.6397
-17.7530;22.2058;1.4286;-24.3748;112.6740;201.6397
-17.9757;22.4050;1.4556;-24.3967;112.9036;201.6397
-18.2472;22.5866;1.5206;-24.4074;113.1503;201.6322
-18.4948;22.7754;1.5206;-24.4405;113.3876;201.6322
-18.8033;22.8410;1.6156;-24.5192;113.7027;201.6322
-19.1006;23.1740;1.7568;-24.6185;114.0120;201.6876
-19.4122;23.4839;1.7861;-24.7360;114.3743;201.6931
-19.7401;23.6717;1.8485;-24.8488;114.7696;201.7110
-20.1445;23.8448;1.9746;-24.9904;115.2713;201.7341
-20.5864;23.9969;1.9746;-25.1104;115.9046;201.7341
-21.1241;24.1185;2.0272;-25.3097;116.5859;201.7341
