LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
512.1876;-453.2141;812.0322;556.7506;-285.3201;613.5468
512.4340;-453.6966;811.9418;556.5288;-285.4407;613.6924
512.8713;-454.0659;811.9418;556.5288;-285.4407;613.8472
513.4540;-454.3418;811.9339;556.5288;-285.4407;613.9297
514.1265;-454.4561;811.9339;556.5302;-285.3888;613.9544
514.8178;-454.4561;811.9339;556.7803;-285.2361;613.9544
515.5855;-454.4561;811.9339;557.1837;-285.0202;613.9544
516.1748;-454.2884;811.8415;557.4575;-284.9705;613.6708
516.6320;-454.1617;811.6728;557.8181;-284.7584;613.6494
516.9230;-453.9493;811.4977;558.4685;-284.3217;613.5808
517.0007;-453.6663;811.2997;559.0929;-284.0434;613.5159
493.8456;-286.6869;-902.6140;493.8456;-286.6869;-902.6140
