RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;-5.8976;86.3028;201.7315
0.0238;-0.1029;-0.0914;-5.8976;86.0653;201.6382
0.0301;-0.2992;-0.1649;-5.9218;85.8387;201.5667
0.2420;-0.5349;-1.0743;-5.9850;85.5848;201.4128
0.2915;-0.6682;-1.2289;-5.9877;85.3598;201.2381
0.3073;-0.8284;-1.6941;-6.0225;85.1286;201.1621
0.3073;-1.1733;-1.7290;-6.2056;84.8646;201.1346
0.2915;-1.5160;-1.7290;-6.3283;84.5935;201.0310
0.2915;-2.1333;-1.6941;-6.4451;84.3067;200.8986
0.0992;-2.5672;-1.5123;-6.5400;84.0321;200.7344
0.0992;-3.0547;-1.4752;-6.6521;83.7593;200.5586
0.0992;-3.5931;-1.3959;-6.7722;83.4863;200.3974
0.1622;-4.2122;-1.3959;-6.9253;83.1916;200.2249
0.2178;-5.0140;-1.3959;-7.1314;82.9223;200.0673
0.2318;-5.7336;-1.3925;-7.3587;82.6772;199.9106
0.8223;-6.8043;-1.3544;-7.6499;82.4324;199.7649
1.1465;-7.7986;-1.2488;-7.9404;82.2537;199.5679
1.5427;-8.9229;-1.2488;-8.2889;82.1082;199.3757
1.6264;-9.5334;-0.4804;-8.6424;81.9850;199.1454
1.8255;-11.0996;0.0442;-9.1559;81.9137;198.9908
2.2847;-12.4251;0.4713;-9.7963;81.8633;198.8717
2.4817;-14.1290;1.1113;-10.6474;81.7762;198.7390
2.7138;-15.9543;1.9099;-11.6976;81.6326;198.6307
2.9946;-17.9745;2.9520;-12.7795;81.6016;198.5505
3.3545;-20.2712;3.9678;-13.8810;81.5559;198.3935
3.6082;-22.5110;5.2543;-15.1352;81.5498;198.3102
4.3704;-25.5731;6.4878;-16.3496;81.5287;198.2366
4.9367;-28.7038;8.1927;-17.7450;81.5193;198.2132
5.3547;-32.1290;10.3542;-19.1192;81.4743;198.2132
5.7005;-35.8854;12.8586;-20.5769;81.3879;198.2132
6.0436;-40.0710;15.6635;-22.0939;81.2337;198.2646
6.4886;-44.5421;18.8680;-23.6590;80.9462;198.3536
6.9238;-49.4029;22.2389;-25.3240;80.5389;198.5285
7.4624;-54.8394;26.5137;-27.1168;79.9466;198.7839
8.0299;-60.5122;31.1331;-29.0965;79.1383;199.1486
8.4843;-66.3703;35.8749;-31.0933;78.1101;199.6145
8.7471;-72.5961;41.2696;-33.1335;76.7648;199.9948
9.1743;-79.4977;46.9123;-35.1585;75.2276;200.5295
9.3533;-86.7378;53.3582;-37.1535;73.3120;201.0286
9.3533;-94.3906;60.4774;-39.1968;71.1055;201.6517
9.3533;-102.4603;68.1737;-41.4374;68.8775;202.6259
9.2432;-110.7914;76.4771;-43.7595;65.6972;203.4206
8.9311;-119.5698;85.3958;-46.0967;62.0649;204.2775
8.6234;-128.5255;95.0064;-48.4867;57.9799;205.2718
8.1917;-137.7322;105.2388;-51.2937;53.3099;206.9322
7.6546;-147.3589;116.1472;-53.7536;48.1844;208.2897
6.9858;-156.9641;127.7294;-56.2805;42.4258;209.8374
6.0785;-166.6848;140.0874;-58.7813;36.0513;211.5522
4.9113;-176.3881;153.0764;-61.0672;29.4909;213.5312
3.5615;-186.2812;166.9063;-63.3646;22.0493;215.7660
2.2059;-197.1356;180.2740;-65.5762;13.9113;218.2742
0.5996;-207.1304;194.7311;-67.8302;5.2511;221.2639
-1.0943;-217.1784;209.5656;-70.0421;-4.0765;224.6900
-2.8671;-227.1669;224.5595;-72.1369;-13.9130;228.5400
-4.6248;-237.3899;239.9505;-74.0691;-24.4955;233.0742
-6.3383;-247.3423;255.3272;-76.0544;-35.1540;238.0170
-8.1525;-257.3755;270.8089;-78.1295;-46.0450;243.7852
-9.9778;-267.4058;286.4878;-79.3686;-57.9088;250.3728
-11.7230;-277.2606;302.0092;-80.8672;-69.1580;257.3174
-13.4827;-287.1956;317.6852;-82.2665;-80.9787;265.2791
-15.2915;-297.1800;333.3263;-83.6393;-93.0520;273.8940
-16.9585;-306.9223;349.1189;-90.2272;-104.0377;282.5987
-18.6540;-316.7416;364.9503;-90.2272;-115.7794;292.4632
-20.2219;-326.2359;380.8638;-90.2272;-126.8912;302.4564
-21.7758;-335.6586;396.9273;-88.4447;-138.5072;313.6567
-23.1974;-344.7293;412.9705;-88.4312;-148.8740;324.1499
-24.6760;-353.4597;428.9527;-85.4143;-159.6609;334.9317
-26.1602;-362.1893;444.8404;-83.2820;-169.8239;345.8966
-27.4549;-370.5632;460.6761;-81.1019;-180.4173;358.1458
-28.4654;-378.6601;476.5830;-79.0213;-190.2001;370.2151
-29.4111;-386.3721;492.1844;-76.5397;-199.5539;382.3498
-30.1508;-393.8504;507.6877;-74.2466;-208.0462;394.2306
-30.6969;-400.9098;522.9581;-71.7417;-216.1833;406.0160
-31.0816;-407.6019;537.9381;-68.9066;-224.0859;417.7464
-31.1400;-413.9617;552.6942;-65.9154;-231.7160;429.4091
-31.1400;-420.1463;566.9568;-62.7328;-239.0738;441.0187
-31.1400;-425.9572;580.9510;-59.3412;-246.1495;452.6166
-31.0134;-431.3028;595.4481;-55.7158;-252.9352;464.0115
-30.6954;-436.6164;608.6982;-51.9507;-259.3620;475.1822
-30.4916;-441.1048;621.4527;-47.8284;-265.4708;486.1160
-30.1946;-446.0729;633.9583;-43.8080;-271.3401;497.0020
-29.9485;-450.7719;646.1734;-39.6801;-276.9311;507.6219
-29.7856;-455.3329;657.9599;-35.4456;-282.1795;518.0045
-29.5088;-459.5821;669.1159;-31.2641;-287.1902;528.2105
-29.2212;-463.5310;679.7161;-27.0483;-291.7775;538.1639
-28.8854;-467.2686;689.7075;-23.2359;-296.1278;548.0970
-28.3962;-470.8265;699.0991;-19.3599;-300.0246;557.5386
-27.8300;-474.0511;708.1037;-15.3601;-303.8203;566.3716
-27.1688;-477.0611;716.4932;-11.4267;-307.3458;574.6569
-26.3260;-479.8300;724.3197;-7.5728;-310.4882;582.5006
-25.3837;-482.3005;731.5573;-4.0174;-313.4360;589.9550
-24.3336;-484.4867;738.3163;-0.5969;-316.2175;596.7104
-23.1831;-486.4118;744.6276;2.6585;-318.7992;603.0125
-21.8837;-488.1567;750.4878;5.6487;-321.1895;608.6508
-20.5127;-489.6563;756.0604;7.1818;-323.0223;615.1679
-19.0040;-490.9950;761.0884;10.2306;-325.1238;619.5143
-17.4587;-492.1520;765.8139;12.6812;-326.7902;623.9094
-15.8844;-493.2551;770.2027;14.9373;-328.2889;628.0541
-14.2405;-494.0808;774.2937;17.0914;-329.7407;631.7282
-12.6579;-494.8907;778.0781;19.0904;-331.0982;635.0957
-11.0298;-495.6244;781.5625;20.8735;-332.3347;638.1702
-9.3871;-496.2103;784.8031;22.4445;-333.4288;640.9703
-7.7568;-496.8587;787.8211;23.8441;-334.4730;643.5426
-6.1730;-497.3389;790.7087;25.0965;-335.4171;645.9499
-4.7171;-497.7790;793.3805;26.3620;-336.2505;648.1284
-3.5158;-498.1689;795.6985;27.6324;-337.0482;650.0941
-2.6344;-498.4492;797.8106;28.9444;-337.7810;652.0827
-2.0453;-498.7330;799.6750;30.2593;-338.3399;653.8936
