LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
530.3148;-101.2719;-7.9335;505.6792;-10.4270;226.1434
530.2463;-101.3437;-7.9706;505.6724;-10.5204;226.1226
530.1872;-101.4335;-8.0116;505.6595;-10.6266;226.0991
530.1148;-101.5305;-8.0535;505.6444;-10.7482;226.0803
530.0539;-101.6425;-8.1243;505.6129;-10.8605;226.0515
529.9771;-101.7563;-8.1755;505.5905;-10.9916;226.0210
529.8614;-101.8644;-8.2272;505.5598;-11.1289;225.9826
529.7416;-101.9967;-8.2918;505.5113;-11.2547;225.9469
529.6252;-102.1378;-8.3521;505.4545;-11.3831;225.9080
529.4979;-102.2942;-8.4188;505.3824;-11.5187;225.8667
529.3607;-102.4544;-8.4758;505.3675;-11.7065;225.8186
529.2349;-102.6403;-8.5296;505.3480;-11.8969;225.7733
529.0746;-102.7923;-8.5390;505.2783;-12.0635;225.7603
528.9107;-103.0274;-8.6042;505.2071;-12.2568;225.7603
528.7128;-103.2223;-8.6754;505.1423;-12.4947;225.7494
528.5346;-103.4627;-8.7854;505.0501;-12.7156;225.7494
528.3802;-103.7124;-8.8767;505.0290;-13.0613;225.7494
528.2052;-103.9832;-8.9549;505.0171;-13.2451;225.7349
527.9862;-104.2635;-9.0858;505.0171;-13.6687;225.7170
527.7674;-104.5473;-9.1708;505.0171;-14.1859;225.6052
527.5717;-104.9524;-9.3622;505.0613;-14.6685;225.5145
527.3365;-105.3233;-9.5284;505.0925;-15.1454;225.4393
527.0702;-105.6446;-9.5801;505.0925;-15.6343;225.3154
526.8296;-106.0922;-9.7221;505.0925;-16.0905;225.2814
526.5460;-106.5441;-9.8231;504.9870;-16.4113;225.2389
526.2642;-107.0447;-9.8231;504.9332;-16.7061;225.2207
525.9147;-107.5418;-9.8231;504.9223;-17.2599;225.1721
525.5927;-108.1857;-9.8206;504.8848;-17.6305;225.1721
525.1510;-108.8408;-9.6701;504.8598;-17.6411;225.1721
524.7485;-109.6529;-9.3618;504.8598;-17.6696;225.2835
524.3826;-110.5742;-8.9254;504.8598;-17.7744;225.4469
524.0746;-111.6861;-8.4490;504.9545;-17.7588;225.8244
523.7889;-112.9331;-7.7905;505.3747;-17.7712;226.1794
523.4945;-114.3794;-6.9766;505.8307;-17.7712;226.5268
523.1424;-115.9655;-5.9023;506.4218;-17.7588;226.8935
522.7527;-117.8012;-4.6080;507.1209;-17.7531;227.3391
522.2188;-119.8896;-3.1126;507.9472;-17.7475;227.8435
521.4175;-122.3830;-1.3042;508.8701;-17.7475;228.3891
520.2339;-125.5504;0.9908;509.8797;-17.7475;229.0007
518.8551;-128.9256;3.4127;511.0339;-17.8696;229.6654
517.3836;-132.4322;6.0235;512.2381;-18.0058;230.3571
515.7859;-136.2022;8.9019;513.4820;-18.1455;231.0895
514.1183;-140.4336;12.1762;514.8076;-18.4227;231.8568
512.6263;-144.9258;15.2248;516.1727;-18.7782;232.6419
510.8927;-149.8923;18.8574;517.5759;-19.3411;233.4723
508.3813;-155.6955;23.1456;518.9815;-19.9120;234.2229
505.7956;-161.8380;27.5851;520.3699;-20.6674;235.0170
503.1714;-168.1640;32.2994;521.8627;-21.6655;235.9653
500.4521;-174.7335;37.4160;523.3842;-22.8394;236.8042
497.6610;-181.5554;42.9780;524.9803;-24.3461;237.8887
494.7972;-188.5436;48.9570;526.5513;-26.1366;238.9218
491.7606;-195.7692;55.6153;528.1118;-28.1117;240.0797
488.5682;-203.2213;62.6144;529.7167;-30.4107;241.3525
485.2401;-210.9426;70.0441;531.0890;-32.6993;242.6142
481.7236;-218.6472;78.0096;532.5078;-35.3022;244.0223
478.1107;-226.7235;86.5383;533.5599;-37.5845;245.3185
474.3956;-234.8440;95.8673;534.6860;-40.2689;246.9373
470.6729;-240.5516;105.6331;535.5664;-43.1544;248.5506
467.5542;-247.0826;116.3625;536.5135;-46.4461;250.3666
464.2717;-254.1314;126.9123;537.4142;-49.9802;252.3402
460.9058;-261.1740;138.1530;538.3122;-53.7060;254.2684
457.3751;-268.4706;150.3211;539.1125;-57.8388;256.2881
453.6447;-275.7243;161.4284;539.8911;-62.2520;258.5059
450.7342;-278.0351;170.5271;540.5943;-66.9515;260.7794
447.6152;-281.4313;182.6633;541.3867;-72.0760;263.2674
444.0394;-295.4190;199.3099;542.1682;-77.3460;266.0916
440.0945;-303.5959;212.2906;542.5918;-82.9294;268.7455
436.0819;-311.0306;225.1094;542.6648;-88.7795;271.4727
432.3015;-317.6723;238.2736;542.7174;-95.0157;274.4129
429.1206;-325.2463;251.6238;542.7571;-101.5139;277.6300
425.9097;-332.0695;264.3520;542.7174;-108.2436;281.5006
423.5543;-338.2021;276.3365;542.6648;-115.6887;285.8744
420.0457;-344.7495;289.8252;542.6550;-122.9290;289.7951
416.0688;-349.7594;304.1629;541.9666;-130.2595;294.0094
412.9238;-354.8862;318.6225;540.8320;-137.5349;298.3102
409.6229;-358.1351;332.2112;539.4546;-144.8419;302.8647
407.0940;-362.2720;346.5763;537.9332;-152.0830;307.6493
