LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
365.0724;52.6872;12.3140;345.9997;137.9769;204.5228
364.9760;52.6575;12.3442;346.0642;137.9925;204.5332
364.7992;52.6003;12.3677;346.1595;137.9925;204.7086
364.5991;52.4985;12.3730;346.2112;137.9401;204.7430
364.5617;52.4943;12.4289;346.2112;137.8715;204.7430
364.4351;52.3803;12.4375;346.2112;137.8705;204.7327
364.3680;52.3631;12.4905;346.1832;137.6067;204.7246
364.3359;52.2763;12.4905;346.1339;137.4265;204.7327
364.3146;52.1697;12.4905;346.0877;137.1703;204.7327
364.2800;52.0569;12.4636;346.0074;136.9862;204.7648
364.2034;51.9109;12.4071;345.9137;136.7954;204.7648
364.1725;51.7639;12.3309;345.8402;136.6023;204.8013
364.0990;51.5934;12.2784;345.7166;136.2211;204.8013
364.0062;51.3674;12.1604;345.6659;136.0487;204.7897
363.9884;51.1657;12.0668;345.5333;135.7171;204.7291
363.9577;50.9539;12.0154;345.3641;135.2442;204.5825
363.9577;50.7104;11.9514;345.2681;135.0732;204.5333
363.9148;50.4505;11.9094;345.1753;134.8175;204.5317
363.8782;50.1817;11.8568;345.1080;134.5820;204.5170
363.8782;49.9624;11.8568;345.0848;134.3394;204.4704
363.8616;49.7216;11.8568;345.0848;134.0910;204.4704
363.8616;49.4766;11.8640;345.0848;133.9032;204.4704
363.8435;49.2396;11.9119;345.1344;133.7967;204.5076
363.7826;49.0111;11.9160;345.1654;133.6924;204.5450
363.7096;48.7844;11.9612;345.2026;133.4043;204.5623
363.6040;48.5406;12.0035;345.3047;133.2272;204.6211
363.5061;48.3388;12.0384;345.4242;133.0944;204.6211
363.3935;48.1539;12.1268;345.6043;133.0814;204.9543
363.2903;47.9599;12.2007;345.7329;132.8748;205.0304
363.1976;47.7538;12.2216;345.8202;132.6646;205.0935
363.0475;47.4983;12.2624;345.9067;132.4106;205.1703
362.9734;47.2864;12.2796;345.9496;132.1177;205.1979
362.8886;47.0339;12.2932;345.9784;131.8278;205.2468
362.8391;46.7925;12.2979;345.9784;131.4644;205.2728
362.7421;46.6066;12.2932;345.9784;131.1019;205.2728
362.6659;46.2998;12.2932;345.9451;130.7135;205.2728
362.6619;46.0293;12.1820;345.8875;130.2827;205.2259
362.6430;45.7259;12.0901;345.8140;129.8324;205.2096
362.5787;45.3789;12.0247;345.7121;129.3755;205.1643
362.5385;45.0785;11.9575;345.5956;128.9547;205.1365
362.4752;44.6492;11.8301;345.4505;128.4661;205.0205
362.4666;44.2675;11.7406;345.2617;127.7997;204.7113
