RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;7.4645;94.1991;190.8004
-0.0916;-0.1975;0.1499;7.4453;94.1795;190.8407
-0.1092;-0.4238;0.2643;7.3163;94.1012;190.8692
-0.1602;-0.5009;0.3166;7.1389;94.0719;190.9774
-0.2235;-0.7360;0.5132;6.9093;94.0719;191.1412
-0.4140;-1.1043;0.8000;6.6100;94.0357;191.3292
-0.6741;-1.6314;1.3117;6.2141;94.0148;191.4802
-1.1994;-2.4089;1.9355;5.5395;94.0079;191.7833
-1.9212;-3.6780;2.7871;4.7840;93.9142;191.9704
-2.9250;-5.1140;3.6302;3.8741;93.9129;192.0761
-4.1465;-6.8746;4.4828;2.5207;93.5934;192.3137
-5.7012;-9.1256;5.6235;1.3070;93.5258;192.3281
-7.5448;-11.7051;6.8154;-0.2671;92.9445;192.5432
-9.7215;-14.7927;8.3171;-1.8964;92.4382;192.6986
-12.1550;-18.3254;10.0640;-3.7206;91.6730;193.0008
-14.9001;-22.4542;12.2367;-5.5999;90.9233;193.2919
-17.9978;-26.9855;14.5957;-7.6804;89.7604;193.7744
-21.4196;-32.0501;17.3361;-9.8897;88.4492;194.3454
-25.1051;-37.3211;20.4212;-12.2020;86.8229;194.9396
-28.5244;-44.5195;21.6449;-14.6648;84.9912;195.7096
-33.0172;-51.2708;26.1553;-17.3488;82.7895;196.8455
-37.7775;-58.4916;31.2649;-19.8784;80.4355;198.1935
-42.5294;-66.4679;36.0309;-23.5028;77.5344;200.8824
-47.8192;-74.8123;42.3359;-26.4928;74.6626;201.2072
-53.2457;-83.5199;49.3666;-29.7560;71.3945;202.7063
-58.7650;-92.6026;57.0672;-33.0755;67.6935;204.3101
-64.4970;-101.9310;65.8541;-36.7893;63.5794;205.6570
-70.3629;-111.5149;75.3108;-40.5764;58.9950;207.3023
-76.2401;-121.2937;85.5058;-45.1051;54.8734;211.3967
-82.1027;-131.3169;96.0666;-49.1842;49.5590;213.2409
-87.9304;-141.2723;106.7989;-53.0962;43.6718;214.4573
-93.7194;-151.9536;118.2109;-57.2601;37.4074;216.6419
-99.3544;-162.8832;129.6422;-61.0999;30.2313;217.5966
-104.8393;-173.4949;141.6795;-65.1626;23.3815;220.4932
-109.9876;-183.6458;154.0393;-69.3093;16.3207;224.2198
-115.1470;-194.0377;166.8721;-73.4313;9.0598;228.4311
-120.0928;-203.9883;180.3453;-77.4515;1.3916;232.7204
-124.9952;-214.6042;194.1099;-81.6439;-6.5343;238.3718
-129.5243;-224.3594;208.2705;-85.4853;-14.1944;243.7806
-133.7284;-233.8344;222.6853;-89.4620;-22.3558;249.9554
-137.8323;-242.9622;237.0947;-93.0717;-31.2530;255.3668
-141.7399;-251.8688;251.5128;-96.4254;-39.8164;261.3166
-145.2673;-260.5286;266.2890;-99.6508;-48.3199;267.6659
-148.8405;-268.9189;281.0746;-102.6946;-56.8084;274.2928
-151.8695;-276.8635;295.7667;-105.5754;-65.1018;281.1865
-155.0151;-284.8003;310.4523;-108.2544;-73.5062;288.2318
-157.8993;-292.2254;324.8635;-110.8405;-81.8149;295.6596
-160.5232;-299.3324;339.1378;-113.1453;-90.1220;303.0029
-163.0537;-306.2288;353.1532;-115.3294;-98.2156;310.7005
-165.3793;-312.9666;367.1675;-117.2969;-106.3394;318.3326
-167.4026;-319.4726;380.8488;-119.1772;-114.2048;326.1518
-169.3936;-325.6220;394.1158;-120.9795;-122.0200;334.1850
-171.1193;-331.8743;407.1079;-122.5227;-129.6454;341.9936
-172.9407;-337.5078;419.5739;-123.8786;-137.2497;349.7614
-174.3944;-343.0427;431.8225;-125.3365;-144.1026;358.2247
-175.8170;-348.5322;443.8010;-126.5578;-151.1367;366.4826
-177.0277;-353.8098;455.4680;-127.4360;-158.0856;374.2406
-178.2816;-358.9421;466.6853;-128.2069;-164.8617;382.2428
-179.4715;-363.9546;477.6063;-128.7749;-170.9981;390.3840
-180.5473;-368.7796;488.1159;-129.3178;-177.4557;397.9497
-181.6116;-373.5364;498.2498;-129.6890;-183.6910;405.3193
-182.3115;-378.3183;508.1412;-130.1130;-189.5345;412.8379
-183.2701;-382.9015;517.4647;-130.4270;-195.2972;420.0853
-184.0032;-387.3630;526.4621;-130.5969;-201.0009;427.0103
-184.6035;-391.8551;535.2714;-130.8474;-206.3220;433.9912
-185.3219;-396.1406;543.5408;-131.0257;-211.5965;440.6594
-186.0313;-400.3155;551.3952;-131.1404;-216.7382;447.0353
-186.5911;-404.2902;559.0184;-131.2625;-221.7072;453.2804
-187.3504;-408.4230;566.1246;-131.4781;-226.2560;459.5713
-187.9983;-412.3293;572.9241;-131.5322;-231.1235;465.0136
-188.5400;-416.0569;579.3964;-131.7077;-235.6132;470.4721
-189.1902;-419.7337;585.4629;-131.9034;-240.0321;475.6606
-189.7544;-423.3146;591.4316;-132.1332;-244.2713;480.7133
-190.3265;-426.7593;597.0510;-132.5190;-248.2381;485.8233
-191.0001;-429.9323;602.2391;-132.7345;-252.3886;490.4024
-191.7679;-432.9750;607.7143;-132.8562;-256.3926;494.5141
-192.3763;-435.9940;612.5358;-132.9370;-260.3235;498.2832
-192.9751;-439.0441;617.0171;-133.0729;-264.0735;501.9995
-193.4246;-442.0660;621.3776;-133.1388;-267.8151;505.3567
-194.0365;-445.1155;625.2440;-133.1878;-271.3542;508.4589
-194.5938;-448.1232;628.8058;-133.3050;-274.8545;511.5877
-195.1612;-451.1099;632.0866;-133.3961;-278.2491;514.5939
-195.6771;-453.4008;634.6809;-133.5055;-281.4554;517.5459
-196.1031;-456.3129;637.6151;-133.5838;-284.5107;520.3709
-196.5105;-458.7838;640.1724;-133.6401;-287.5262;522.9975
-196.8627;-461.5153;642.7961;-133.6469;-290.5272;525.3686
-197.1584;-464.1081;645.0998;-133.6662;-293.2951;527.7262
-197.3864;-466.6195;647.3035;-133.6957;-295.9356;529.9648
-197.6212;-469.1138;649.4063;-133.7109;-298.4485;532.1997
-197.8110;-471.5172;651.4150;-133.7136;-300.8474;534.2271
-197.9801;-473.8070;653.2388;-133.7269;-303.1936;536.1052
-198.0432;-476.0454;655.0662;-133.7298;-305.4587;537.8022
-198.0432;-478.1589;656.7247;-133.7317;-307.5675;539.4460
-198.0432;-480.2057;658.3423;-133.7477;-309.5840;540.9533
-197.9518;-482.1502;659.8893;-133.7679;-311.5338;542.2747
-197.8727;-484.0407;661.2655;-133.7873;-313.3561;543.5163
-197.7192;-485.8292;662.5957;-133.7873;-315.0434;544.6451
-197.5114;-487.5072;663.6762;-133.7873;-316.6810;545.7334
-197.2572;-489.1713;664.7380;-133.8009;-318.6916;546.0027
-196.9082;-490.7256;665.7665;-133.8520;-320.0821;546.9209
-196.6096;-492.2617;666.5876;-134.1589;-320.9260;548.2235
-196.2968;-493.7228;667.2412;-134.3594;-322.0719;549.0126
-196.1476;-495.1745;667.5856;-134.4973;-323.2027;549.6307
-195.8975;-496.5569;667.9820;-134.6542;-324.3013;550.1585
-195.6034;-497.8885;668.3048;-134.7861;-325.3822;550.5837
-195.3599;-499.2055;668.4669;-134.9215;-326.3301;550.9620
-195.0672;-500.4984;668.4669;-135.0203;-327.3878;551.2112
-194.7472;-501.8065;668.4669;-135.1218;-328.3275;551.3856
-194.3409;-503.0444;668.3496;-135.2205;-329.1624;551.5370
-193.8970;-504.2476;668.1539;-135.2205;-330.0565;551.5370
-193.3606;-505.4204;667.8844;-135.2205;-330.9059;551.5370
-192.8114;-506.5164;667.6375;-135.2080;-331.7132;551.4530
