LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
612.7544;49.0959;-36.1217;549.1617;99.6414;206.4828
612.9552;49.2133;-35.9774;549.2430;99.8557;206.5578
613.3384;49.3541;-35.7164;549.3504;100.0757;206.6394
613.6364;49.4909;-35.5468;549.4553;100.3210;206.7395
613.8935;49.6130;-35.4030;549.6061;100.5747;206.8279
614.4556;49.7864;-35.0579;549.7566;100.8495;206.9361
614.9149;49.9405;-34.8131;549.9349;101.1794;207.0781
615.6554;50.0878;-34.3578;550.3486;101.3801;207.2233
616.4824;50.1457;-33.8892;550.7834;101.7007;207.3253
617.4683;50.1457;-33.2652;551.2434;102.1980;207.4686
618.6462;50.1457;-32.4383;551.6245;102.8830;207.6621
620.1318;49.9294;-31.3370;551.9843;103.8175;207.9489
621.8817;49.4905;-29.8909;552.3451;104.9969;208.3018
623.8697;48.8153;-28.1019;552.6932;106.5404;208.8441
626.0744;47.8429;-25.8048;553.1157;108.3811;209.4450
628.6865;46.6868;-23.1504;553.5918;110.5579;210.1677
631.6410;45.2595;-20.0600;554.2212;113.0415;211.0030
635.0128;43.5075;-16.6134;555.1259;115.7739;211.9796
638.7267;41.5361;-12.6590;556.3561;118.6180;213.0304
642.8787;39.2350;-8.3107;557.7512;121.5970;214.2625
647.4487;36.5456;-3.6158;559.3795;124.4824;215.4002
652.8406;34.1837;1.6510;561.1054;127.3215;216.6943
658.3638;30.9288;7.4738;562.8475;130.1138;218.1129
664.0571;27.0186;13.9695;564.7439;132.6112;219.3654
669.9257;22.5770;21.2678;566.6243;134.9496;220.7613
675.8191;17.6392;29.3958;568.5885;137.0028;222.1565
681.9318;12.3059;38.3937;570.7183;138.7919;223.6407
687.9288;6.4777;48.1442;572.9356;140.2726;225.1586
694.0672;0.3293;58.7444;575.3399;141.5111;226.9870
700.0508;-6.7346;69.9010;578.0147;142.4192;228.9732
706.1947;-13.7428;81.8203;580.9706;143.0368;231.2212
710.0053;-19.6714;95.4589;584.0060;143.0368;233.4806
715.1327;-26.1176;109.5373;587.2029;143.0368;235.7854
720.4464;-32.8538;124.0703;590.6029;142.2414;238.1736
726.1873;-39.7596;138.3331;594.2175;140.8216;240.6589
732.0927;-46.7474;152.8280;598.0507;138.8302;243.2173
738.0359;-53.9980;166.7541;602.1221;136.2186;245.8283
743.9637;-61.1268;181.2790;606.3929;133.0177;248.5334
749.7099;-68.2495;196.0505;610.7235;129.3390;251.4451
755.2135;-75.0708;210.9931;615.2075;125.1624;254.4258
760.4608;-81.7442;225.9916;619.7781;120.4158;257.4614
765.6480;-87.8823;240.9831;624.5218;115.6338;261.1590
771.6994;-95.4319;255.1966;629.3235;110.3383;264.8152
776.7862;-101.9662;269.4716;634.0696;104.6229;268.7183
781.1310;-108.9998;283.4480;638.7287;98.5739;272.9479
785.7516;-115.9453;297.2568;643.2388;92.3585;277.4167
789.1034;-121.7902;311.2261;647.5955;86.0567;282.1647
792.4778;-127.5539;324.9182;651.7002;79.5404;287.1873
795.6121;-133.1344;338.2799;655.5978;72.9798;292.4387
798.7244;-138.6798;351.3932;659.2410;66.5241;297.8975
801.6011;-144.2674;363.9972;662.6632;60.1285;303.5429
804.2168;-149.5878;376.2827;665.7823;53.7979;309.2878
806.6041;-154.7600;388.0449;668.7876;47.6537;315.2845
808.7257;-159.7355;399.3915;671.4739;41.7018;321.4024
810.6674;-164.7115;410.2552;673.9435;35.8674;327.6346
812.3544;-169.3453;420.5620;676.1422;30.1152;333.9324
813.8211;-173.9897;430.3787;677.9964;24.3726;340.1372
815.1747;-178.5295;439.6320;679.7397;19.0893;346.4977
816.3198;-183.0466;448.4180;681.1200;13.7445;352.6600
817.3863;-187.7269;456.4363;682.3547;8.7118;358.7769
818.3461;-192.1930;464.0703;683.3451;3.8869;364.7866
819.0773;-196.6040;471.2819;684.0611;-0.7909;370.5054
819.7102;-200.7663;477.8971;684.6789;-5.1423;376.0933
820.1328;-204.8098;484.1170;685.1033;-9.2086;381.5839
820.4781;-208.6611;489.7666;685.2568;-13.0529;386.7474
820.5895;-212.3107;494.8851;685.2568;-16.7104;391.6423
820.5895;-215.8463;499.4437;685.2568;-20.1676;396.2059
820.5895;-219.2517;503.5087;684.9477;-23.4168;400.3664
820.3596;-222.3403;507.1142;684.6374;-26.3122;404.3468
820.0429;-225.2960;510.2036;684.1113;-29.1015;407.8596
819.5432;-227.9008;512.8071;683.5644;-31.6446;411.0560
818.8865;-230.6733;514.9693;682.9312;-33.9132;413.8507
818.1587;-233.0944;516.8881;682.2837;-35.9369;416.2853
817.3668;-235.2965;518.4804;681.5998;-37.7870;418.3993
816.5014;-237.3406;519.7659;680.8784;-39.4817;420.1350
815.5213;-239.2769;522.0655;680.0168;-41.1671;421.2039
814.8308;-241.0062;523.6652;679.2203;-42.6022;422.3983
814.0426;-242.5379;524.8011;678.5297;-43.7574;423.2421
813.1904;-243.9130;525.6861;677.8738;-44.7874;424.0625
812.2844;-245.1559;526.3629;677.3425;-45.6503;424.6553
811.3014;-246.3015;526.7654;676.8736;-46.3488;425.0748
810.2319;-247.3635;527.0279;676.4604;-46.9317;425.1094
809.1121;-248.3313;527.1957;676.0810;-47.4548;425.1094
807.9466;-249.2084;527.2976;675.6620;-47.9655;425.1094
806.6812;-250.3432;527.4844;675.2530;-48.3984;424.7988
805.8499;-250.9718;527.4844;674.8758;-48.7764;424.3700
805.1958;-251.3769;527.4844;674.4257;-49.1505;423.7894
804.8370;-251.5010;527.0326;673.9246;-49.4872;423.1185
804.6649;-251.5010;526.4418;673.4051;-49.7655;422.3777
804.6630;-251.5010;525.8686;672.9858;-49.9050;421.6383
804.6630;-251.2832;525.3091;672.7268;-49.9050;420.9039
804.6630;-251.0631;524.6410;672.5502;-49.9050;420.1024
804.7602;-250.7932;523.9698;672.5502;-49.6915;419.2952
804.8294;-250.4840;523.1839;672.5502;-49.3417;418.4581
804.8294;-250.0900;522.4167;672.6398;-48.9072;417.5873
804.8294;-249.6647;521.6302;672.8000;-48.4076;416.7150
804.8130;-249.2627;520.8837;673.0306;-47.8246;415.8749
804.7643;-248.7574;520.3111;673.2812;-47.2644;415.0626
804.6711;-248.2484;519.6400;673.5374;-46.6989;414.2591
804.6005;-247.6596;519.1163;673.7474;-46.1706;413.4907
804.5043;-247.1357;518.7251;673.9241;-45.6593;412.7017
804.4353;-246.6046;518.2518;674.0809;-45.1650;411.9441
804.3239;-246.1844;517.7715;674.2532;-44.6640;411.2407
804.1891;-245.7932;517.5109;674.4159;-44.2011;410.5632
804.0851;-245.3965;517.1637;674.5394;-43.8172;409.9135
803.9277;-245.1292;516.9421;674.6583;-43.4738;409.2977
803.7721;-244.8974;516.7674;674.7521;-43.1368;408.6953
803.5917;-244.7050;516.5299;674.8743;-42.8775;408.1922
803.4109;-244.5375;516.2846;674.9972;-42.6819;407.7048
803.2136;-244.3793;515.9830;675.1167;-42.5127;407.2451
803.0031;-244.3013;515.7102;675.2438;-42.3509;406.7921
802.7987;-244.2896;515.4660;675.3179;-42.2685;406.3375
802.6132;-244.2896;515.2186;675.3326;-42.2321;405.9102
37.4537;-202.6119;118.6010;83.5106;8.7594;85.2628
33.9677;-207.5290;130.3822;79.4022;2.4418;89.1894
557.7287;-240.8831;-937.7466;557.7287;-240.8831;-937.7466
