LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
544.1443;-102.7694;-12.1817;510.0528;-13.1851;223.9737
544.0043;-103.1599;-11.9988;510.0528;-13.1851;223.9452
543.8465;-103.5828;-11.7587;510.0772;-13.1759;223.9452
543.6995;-104.0383;-11.4929;510.1384;-13.1087;223.9452
543.5189;-104.4885;-11.2545;510.2192;-13.0140;223.9455
543.2980;-104.9960;-11.0091;510.3090;-12.8962;223.9484
543.0645;-105.5305;-10.7705;510.4157;-12.7645;223.9484
542.7978;-106.1137;-10.5197;510.5570;-12.6344;223.9484
542.5254;-106.7155;-10.2423;510.7146;-12.6157;223.9267
542.2259;-107.3782;-9.9791;510.9427;-12.6046;223.8039
541.9288;-108.0407;-9.6958;511.1045;-12.5276;223.7021
541.5969;-108.7336;-9.3671;511.2469;-12.5276;223.6447
541.2087;-109.5165;-9.0140;511.4061;-12.4471;223.5848
540.8146;-110.3439;-8.6665;511.5750;-12.3299;223.5454
540.4074;-111.2651;-8.3023;511.7402;-12.2251;223.4939
539.9744;-112.2784;-7.8823;511.8587;-12.0660;223.4620
539.5402;-113.3947;-7.4036;511.9969;-11.9378;223.3781
539.1077;-114.6058;-6.8910;512.1562;-11.7904;223.3112
538.5924;-115.9518;-6.2766;512.3277;-11.6058;223.2664
538.0524;-117.4389;-5.5965;512.5117;-11.3885;223.2242
537.4466;-119.0045;-4.7971;512.7035;-11.1204;223.1945
536.8714;-120.6666;-3.9717;512.9891;-11.0270;222.9805
536.3177;-122.3648;-3.0797;513.2806;-10.8544;222.8649
535.7387;-124.1993;-2.0609;513.6123;-10.6934;222.7780
535.1807;-126.1333;-0.9091;513.9279;-10.5437;222.7780
534.7267;-128.1624;0.3707;514.2212;-10.2640;222.7780
534.3361;-130.2392;1.5981;514.5645;-9.9555;222.8094
533.8408;-132.6801;3.2951;514.9650;-9.6374;222.9553
533.4025;-135.2773;5.0978;515.3466;-9.2828;223.1214
532.9853;-138.0329;7.0833;515.7885;-8.8985;223.3683
532.6764;-140.9490;9.1934;516.2750;-8.5147;223.7199
532.4108;-144.0173;11.5108;516.3277;-7.3516;224.6110
532.1107;-147.2700;14.0572;516.6527;-6.5172;225.3234
531.7923;-150.6997;16.8012;517.1313;-5.9150;225.8897
531.4415;-154.3027;19.8189;517.7610;-5.4336;226.5160
531.3947;-157.9377;23.2598;518.5062;-5.0552;227.0922
531.2503;-161.6464;26.8195;519.2927;-4.7523;227.6209
530.9114;-165.5725;30.4792;520.2152;-4.5204;228.3369
530.2634;-169.9830;34.6671;521.2104;-4.5204;229.0231
529.4755;-174.6890;39.2989;522.2018;-4.5204;229.7625
528.7382;-179.5356;44.0985;523.3602;-4.7970;230.3880
528.1129;-184.3752;49.0410;524.4807;-5.2217;231.0411
527.5582;-189.4739;54.4643;525.4959;-5.7054;231.7439
526.9750;-194.4907;59.8937;526.5051;-6.2474;232.4763
526.4670;-200.0508;65.5080;527.5167;-6.9102;233.1858
525.8831;-205.3478;71.3220;528.4976;-7.6271;233.9864
525.3151;-210.6065;77.3492;529.5444;-8.4074;234.8504
524.7272;-215.7402;83.8562;530.5536;-9.2329;235.7663
524.1319;-221.0154;90.5292;531.6420;-10.1466;236.7619
523.4573;-226.3818;97.3040;532.8067;-11.2900;237.7001
522.7833;-231.7497;104.4055;533.9955;-12.5585;238.7745
522.0092;-237.1845;111.6558;535.0626;-14.0397;239.9128
521.2847;-242.5613;119.1879;536.0911;-15.6691;240.9814
520.5647;-247.7267;127.1703;537.1792;-17.5449;242.0750
519.7264;-252.7394;135.6013;538.1905;-19.6516;243.1712
518.6483;-258.0857;143.9777;539.1625;-21.9357;244.3233
517.5272;-263.5460;152.2724;540.0928;-24.4741;245.5043
516.5179;-268.9383;160.8366;540.9915;-27.1939;246.6727
515.4340;-274.2248;169.5357;541.8782;-30.1394;247.8833
514.3768;-279.4125;178.4029;542.8256;-33.2296;249.1930
513.2455;-284.5048;187.3967;543.9079;-36.4431;250.6584
512.0943;-289.4981;196.4709;544.4520;-40.0464;251.6318
