LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
382.9577;40.6776;18.7884;349.4640;135.4823;205.6156
382.8856;40.8182;18.7221;349.4950;135.4823;205.5008
382.7456;40.9061;18.6089;349.5216;135.4823;205.3658
382.6529;40.9222;18.3930;349.5584;135.4810;205.2803
382.5923;40.9980;18.2077;349.5931;135.4459;205.1861
382.5156;41.0277;18.0542;349.6015;135.4003;205.0778
382.4082;41.0277;17.9283;349.6329;135.3248;204.9805
382.3132;41.0277;17.7695;349.6637;135.2675;204.9427
382.1701;40.9970;17.6868;349.6949;135.2010;204.9134
382.0381;40.9166;17.6190;349.7388;135.1112;204.8829
381.9246;40.7936;17.5362;349.8001;134.9815;204.8757
381.8142;40.7691;17.5188;349.8077;134.8402;204.8392
381.6515;40.6532;17.4987;349.8175;134.7007;204.8331
381.4522;40.4902;17.3794;349.8194;134.5322;204.8175
381.2443;40.2967;17.3184;349.8419;134.3604;204.8175
381.0805;40.0974;17.2792;349.8627;134.1590;204.8175
380.9063;39.9056;17.2521;349.8929;133.9687;204.8215
380.8350;39.7559;17.2263;349.9061;133.7680;204.8215
380.6241;39.4184;17.2114;349.9116;133.5582;204.8277
380.3474;39.0932;17.1325;349.9185;133.2615;204.8277
380.1903;38.8836;17.0995;349.9185;132.9917;204.8106
379.9532;38.5787;17.1325;349.9185;132.6783;204.8106
379.8665;38.2067;17.1325;349.9053;132.3631;204.8062
379.6679;37.8517;17.1292;349.8810;132.0386;204.7967
379.4478;37.3969;17.0995;349.8291;131.6575;204.7922
379.1810;36.8380;17.1194;349.7784;131.2872;204.7762
378.9422;36.3942;17.1144;349.7515;130.8594;204.7576
378.7477;35.9359;17.1144;349.7320;130.4319;204.7394
378.5279;35.3651;17.1154;349.6818;129.9957;204.7312
378.3024;34.7378;17.1194;349.6587;129.5644;204.7280
378.0616;34.1115;17.1321;349.6236;129.1224;204.6896
377.8185;33.4698;17.2278;349.6151;128.6481;204.6893
377.5737;32.7202;17.2960;349.6151;128.0956;204.6167
377.3246;31.9878;17.3107;349.6236;127.6417;204.6125
377.0502;31.2029;17.3342;349.6323;127.1033;204.5755
376.8139;30.4236;17.4226;349.6495;126.5408;204.5745
376.4982;29.4997;17.4531;349.6531;126.0094;204.5649
376.2378;28.6289;17.6260;349.6984;125.4408;204.5625
375.9296;27.6621;17.7674;349.7621;124.7953;204.5603
375.6341;26.7073;17.8161;349.7858;124.1848;204.5603
375.3299;25.6895;17.9397;349.8563;123.5383;204.5372
374.9882;24.6658;18.1325;349.9033;122.8835;204.5180
374.5878;23.4530;18.1854;349.9663;122.1937;204.4937
374.2932;22.4315;18.3766;350.0495;121.5040;204.4645
373.8677;21.2360;18.4593;350.0915;120.8108;204.4645
373.4754;20.0096;18.6278;350.1624;120.0410;204.4645
373.0541;18.7847;18.8329;350.2572;119.3534;204.4645
