RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;-27.1754;92.4854;199.2132
0.0848;0.0034;-0.2488;-27.2168;92.6396;198.9403
0.2354;0.0034;-0.4227;-27.2791;92.8467;198.6999
0.3720;0.0672;-0.5340;-27.3528;93.0332;198.4715
0.5998;0.1048;-0.5340;-27.4452;93.1932;198.2596
0.8314;0.1072;-0.5340;-27.6163;93.3511;198.0985
1.1419;0.1072;-0.5237;-27.7739;93.6155;197.9501
1.4840;0.1072;-0.4590;-27.8918;93.9097;197.7687
1.9470;0.0171;-0.3191;-28.1025;94.2088;197.6117
2.4791;-0.1407;0.0217;-28.3721;94.5592;197.4917
3.0431;-0.4021;0.2513;-28.6808;94.9264;197.3535
3.6740;-0.6637;0.6587;-29.1522;95.4232;197.3535
4.4238;-1.0189;1.1360;-29.6867;96.0230;197.3535
5.2482;-1.3808;1.7381;-30.3678;96.6389;197.3712
6.2439;-1.8465;2.6596;-31.1649;97.2695;197.4132
7.2487;-2.3555;3.7396;-32.1549;98.0813;197.5116
8.4559;-3.0133;5.1342;-33.3678;99.0082;197.6696
9.8214;-3.9323;6.7544;-34.6934;100.1150;197.8350
11.3279;-4.9831;8.7434;-36.1878;101.3902;198.0647
13.0702;-6.1760;11.2736;-37.8367;102.7895;198.2957
15.0348;-7.6820;14.1871;-39.7454;104.4418;198.7449
17.2310;-9.3773;17.7289;-41.7672;106.2142;199.1267
19.6964;-11.1134;22.1624;-43.9806;108.1141;199.5204
22.2944;-12.8104;27.3335;-46.5595;110.2052;200.1674
24.8777;-15.0130;32.8718;-49.1416;112.4481;200.7066
27.5498;-17.4059;39.2338;-51.7285;114.7120;201.2277
30.2122;-20.0932;46.3376;-54.4237;116.9848;201.8318
32.7755;-22.9344;54.2799;-56.9696;119.1587;202.4705
35.2275;-25.9804;62.8396;-59.5284;121.1834;203.1180
37.5130;-29.2077;72.1703;-61.9302;122.7969;203.7675
39.6471;-32.5662;82.0734;-64.3460;124.3941;204.5586
41.5501;-35.9483;92.7707;-66.5629;125.5747;205.3514
43.4277;-39.8261;103.8260;-68.6854;125.7811;206.2373
45.1324;-43.9432;115.2688;-70.6846;125.7811;207.1677
