LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
397.1101;18.2371;-1.4854;NaN;NaN;NaN
397.1251;17.4588;-1.5937;NaN;NaN;NaN
397.1251;16.8737;-1.5937;NaN;NaN;NaN
397.1251;16.3654;-1.5937;NaN;NaN;NaN
397.1251;15.9356;-1.5937;NaN;NaN;NaN
396.9230;15.0871;-1.5937;NaN;NaN;NaN
396.8511;14.6610;-1.1843;NaN;NaN;NaN
396.7487;14.1092;-1.1843;NaN;NaN;NaN
396.8511;12.9683;-1.1617;NaN;NaN;NaN
396.9230;12.1678;-1.1025;NaN;NaN;NaN
396.8511;10.9906;-0.1742;NaN;NaN;NaN
396.3434;9.5557;0.1085;NaN;NaN;NaN
395.7745;8.4425;0.1126;NaN;NaN;NaN
395.5613;6.9567;0.4601;NaN;NaN;NaN
395.3383;4.8704;0.4601;NaN;NaN;NaN
394.9339;3.2195;0.9839;NaN;NaN;NaN
394.9339;1.1814;1.5320;NaN;NaN;NaN
394.9339;-0.9244;2.2535;NaN;NaN;NaN
395.0210;-2.9957;5.9062;NaN;NaN;NaN
395.0210;-5.4742;7.6647;NaN;NaN;NaN
395.0210;-8.1482;8.9959;NaN;NaN;NaN
394.5577;-11.0407;10.0849;NaN;NaN;NaN
394.3615;-14.0396;11.7692;NaN;NaN;NaN
393.9552;-17.3850;13.0808;NaN;NaN;NaN
393.8456;-20.7382;14.9034;NaN;NaN;NaN
393.5550;-24.4508;16.1902;NaN;NaN;NaN
393.4615;-28.4987;17.7462;NaN;NaN;NaN
393.4615;-32.7448;19.7456;NaN;NaN;NaN
393.4615;-37.1382;22.7665;NaN;NaN;NaN
393.7334;-41.7355;26.6386;NaN;NaN;NaN
394.0908;-46.3544;29.9856;NaN;NaN;NaN
395.6531;-50.5240;35.2242;NaN;NaN;NaN
395.6543;-54.9113;38.6813;NaN;NaN;NaN
396.0926;-60.2555;42.7858;NaN;NaN;NaN
397.0838;-65.5888;47.8681;NaN;NaN;NaN
397.9748;-71.1188;53.2774;NaN;NaN;NaN
398.9030;-77.0103;58.7983;NaN;NaN;NaN
400.0680;-82.7722;65.4301;NaN;NaN;NaN
400.4069;-89.1160;72.9897;NaN;NaN;NaN
401.9156;-95.4079;80.0692;NaN;NaN;NaN
404.0607;-103.6110;87.1247;NaN;NaN;NaN
405.3406;-109.3369;94.4641;NaN;NaN;NaN
406.8853;-114.3466;104.2371;NaN;NaN;NaN
407.8983;-120.3384;112.3464;NaN;NaN;NaN
409.1916;-126.6458;121.1374;NaN;NaN;NaN
410.7352;-132.5284;130.0470;NaN;NaN;NaN
412.1318;-138.5899;138.8861;NaN;NaN;NaN
413.5381;-144.4595;148.5978;NaN;NaN;NaN
414.9468;-150.2464;158.1506;NaN;NaN;NaN
416.1655;-156.1318;168.1110;NaN;NaN;NaN
417.3849;-162.2600;178.8881;NaN;NaN;NaN
418.3993;-167.4396;189.5979;NaN;NaN;NaN
419.3386;-173.2764;200.6074;NaN;NaN;NaN
420.1724;-178.2952;211.7119;NaN;NaN;NaN
420.8540;-183.3448;223.2270;NaN;NaN;NaN
421.4447;-188.5811;234.4825;NaN;NaN;NaN
421.9483;-192.9920;245.8008;NaN;NaN;NaN
421.9483;-197.2532;257.4858;NaN;NaN;NaN
421.9830;-200.1177;268.4992;NaN;NaN;NaN
421.9830;-203.4235;280.3696;NaN;NaN;NaN
421.9197;-207.7046;292.2036;NaN;NaN;NaN
421.5493;-210.8044;304.0654;NaN;NaN;NaN
421.1227;-214.4872;316.1448;NaN;NaN;NaN
420.7930;-218.0646;327.6338;NaN;NaN;NaN
420.3022;-222.2780;340.4904;NaN;NaN;NaN
419.3719;-225.0796;351.6022;NaN;NaN;NaN
418.3359;-227.4096;362.7194;NaN;NaN;NaN
417.1257;-229.6300;372.8138;NaN;NaN;NaN
416.9144;-231.1298;385.5497;NaN;NaN;NaN
416.3402;-232.6123;396.5580;NaN;NaN;NaN
414.7111;-234.6067;406.6024;NaN;NaN;NaN
412.7141;-236.2190;415.6044;NaN;NaN;NaN
410.9174;-237.9374;425.8566;NaN;NaN;NaN
408.6456;-239.3603;435.1281;NaN;NaN;NaN
