LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
524.2309;-106.0657;-5.5482;507.1048;-13.0180;230.9851
524.2673;-106.2813;-5.6145;507.2762;-13.2875;230.9545
524.3038;-106.4892;-5.6694;507.4310;-13.5282;230.9180
524.3389;-106.7031;-5.7270;507.5805;-13.7546;230.8728
524.3616;-106.9280;-5.7843;507.7207;-13.9732;230.8195
524.4020;-107.1730;-5.8555;507.8519;-14.1734;230.7688
524.4249;-107.4078;-5.9070;508.0008;-14.4008;230.7231
524.4249;-107.6517;-5.9419;508.1396;-14.6167;230.6716
524.4249;-107.9103;-5.9710;508.2827;-14.8566;230.6209
524.4162;-108.1707;-5.9955;508.4248;-15.0939;230.5419
524.3716;-108.4416;-6.0468;508.5558;-15.3170;230.4787
524.3055;-108.7208;-6.0476;508.6681;-15.5518;230.3825
524.2170;-108.9997;-6.0476;508.8078;-15.8290;230.3242
524.1207;-109.3001;-6.0564;508.9952;-16.1446;230.3015
524.0231;-109.6109;-6.0564;509.1104;-16.4271;230.2127
523.8978;-109.9326;-6.0564;509.2283;-16.7040;230.1186
523.7877;-110.2555;-6.0692;509.3692;-16.9833;230.0592
523.6483;-110.5971;-6.0789;509.5007;-17.2466;229.9797
523.4748;-110.9709;-6.0840;509.6167;-17.4906;229.9244
523.3040;-111.3476;-6.1021;509.7214;-17.7350;229.8547
523.1354;-111.7286;-6.1021;509.8579;-18.0240;229.7842
522.9511;-112.1437;-6.1021;509.9802;-18.2501;229.7558
522.7187;-112.5983;-6.1020;510.1217;-18.4592;229.7312
522.5021;-113.0693;-6.0626;510.3371;-18.6911;229.7182
522.3405;-113.5911;-5.9179;510.5732;-18.9538;229.6821
522.0866;-114.1594;-5.7785;510.6916;-18.9817;229.5504
521.8495;-114.8265;-5.6937;510.9360;-19.0705;229.4688
521.6401;-115.5885;-5.4053;511.2409;-19.1221;229.4021
521.3431;-116.1714;-4.8122;511.6474;-19.1892;229.3996
521.1091;-117.0976;-4.1679;512.1637;-19.1892;229.3921
520.7736;-118.0488;-3.6109;512.7518;-19.1892;229.3621
520.4454;-119.0803;-3.0503;513.3586;-19.1719;229.3863
520.1088;-120.2076;-2.4453;514.0334;-19.0413;229.3863
519.7334;-121.3861;-1.7490;514.7419;-18.8412;229.3863
519.3497;-122.6430;-0.9654;515.5149;-18.6375;229.4194
518.9487;-123.9527;-0.0316;516.3431;-18.3363;229.5333
