LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z
389.4885;48.6476;-34.5697;373.7925;132.4825;158.7416
389.5267;48.5193;-34.7685;373.7232;132.2083;158.6364
389.7534;48.3888;-34.9441;373.6495;131.9736;158.5894
389.8071;48.2666;-35.0798;373.5785;131.7149;158.5894
389.8341;48.1168;-35.1979;373.5294;131.4513;158.5623
389.8495;47.9589;-35.2717;373.4609;131.2499;158.5461
389.8495;47.7671;-35.3290;373.3911;130.9961;158.5255
389.8495;47.5396;-35.3725;373.2834;130.6543;158.3218
389.8046;47.3333;-35.3944;373.2327;130.4287;158.2637
389.7354;47.1419;-35.4048;373.2138;130.1953;158.2071
389.7238;46.8105;-35.5435;373.1996;129.9726;158.1525
389.6587;46.5765;-35.5458;373.1996;129.8398;158.1389
389.6587;46.3007;-35.5593;373.1996;129.5797;158.0223
389.6507;45.9623;-35.5593;373.2019;129.4150;157.9881
389.5532;45.6768;-35.5593;373.2106;129.2364;157.9637
389.1224;45.5431;-35.6731;373.2539;129.1635;157.9112
389.0868;45.2524;-35.7032;373.2728;128.9582;157.8097
388.9798;44.7947;-35.7194;373.2809;128.8717;157.8066
388.9020;44.4909;-35.7296;373.2898;128.6656;157.6603
388.7497;44.1555;-35.7611;373.2962;128.5641;157.6425
388.5895;43.8269;-35.8358;373.3162;128.4155;157.5912
388.4196;43.5140;-35.8714;373.3162;128.2990;157.5707
388.2102;43.1752;-35.8714;373.3162;128.1087;157.4734
387.8399;42.8599;-35.8714;373.2898;127.8908;157.3396
386.9512;42.8388;-35.8889;373.2550;127.7282;157.2845
386.9241;42.4914;-35.8889;373.1595;127.4849;157.2681
386.7731;41.9500;-35.8938;373.1397;127.4753;157.1909
386.6381;41.6354;-35.9011;373.0506;127.2771;157.1214
386.4590;41.2568;-35.9464;372.9229;127.0829;157.0766
385.9953;40.9382;-35.9524;372.8144;126.8728;157.0042
385.7630;40.5355;-35.9785;372.7011;126.7882;156.9823
385.3761;40.1954;-35.9922;372.6137;126.6219;156.9504
384.9968;39.8360;-36.0032;372.5026;126.4993;156.8754
384.5535;39.4726;-36.0032;372.4430;126.4035;156.8626
384.1655;39.1030;-36.0032;372.3607;126.2747;156.7681
383.7275;38.7674;-35.9448;372.3033;126.2019;156.7490
383.2570;38.3710;-35.9158;372.2292;126.1116;156.6886
382.7917;38.0224;-35.7980;372.2010;126.0599;156.6666
382.3154;37.6819;-35.7375;372.1564;125.9759;156.5795
381.8594;37.2423;-35.7370;372.1383;125.9574;156.5433
381.4155;36.8614;-35.6394;372.1383;125.9467;156.4877
380.9612;36.4236;-35.5267;372.1383;125.9467;156.4589
380.5098;35.9943;-35.3832;372.1633;125.9467;156.4081
380.0399;35.5060;-35.2279;372.2170;125.9750;156.3513
379.5300;35.0188;-35.0397;372.3047;126.0468;156.3322
378.8334;34.5076;-34.7548;372.4105;126.1214;156.2987
378.2100;33.9972;-34.3798;372.5230;126.2110;156.2442
377.9582;33.1533;-34.2250;372.6730;126.3653;156.2041
377.2753;32.5381;-33.6857;372.8732;126.5514;156.1843
376.4489;31.8454;-33.0106;373.1079;126.7884;156.1259
376.2096;30.6552;-32.6831;373.3767;127.1234;156.1058
375.4139;29.7870;-31.7073;373.7221;127.5018;156.1055
374.8305;28.4295;-30.9244;374.1029;127.9574;156.1055
374.2125;26.9492;-29.9413;374.6218;128.5643;156.1055
373.5099;25.1869;-28.7702;375.2098;129.1784;156.1106
372.8275;23.2507;-27.3725;375.8923;129.8834;156.1166
372.0285;21.0239;-25.6495;376.6707;130.6728;156.1208
371.2920;18.5464;-23.6865;377.5493;131.5926;156.2080
370.4626;15.8051;-21.2908;378.5085;131.9549;156.2311
369.6300;12.6630;-18.6554;379.4359;133.0919;156.2829
368.5867;9.1096;-15.4802;380.4277;134.1907;156.3366
367.5972;5.2645;-11.8442;381.4233;135.1820;156.3722
366.6632;1.1655;-7.7036;382.5362;136.2849;156.4044
365.6574;-3.3223;-2.8780;383.7187;137.4090;156.5806
