RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;28.3452;89.3095;195.3721
-0.1381;-0.0900;0.2159;28.2161;89.4740;195.4280
-0.3260;-0.3173;0.5367;28.1691;89.8532;195.4428
-0.6108;-0.8640;0.8269;27.9574;90.0363;195.4786
-1.0430;-1.2801;1.3693;27.5931;90.2085;195.5952
-1.6444;-2.0321;2.0031;27.1819;90.3816;195.7585
-2.3774;-2.9784;2.7419;26.7497;90.5701;195.8588
-3.2263;-4.1814;3.5513;26.2775;90.7784;195.9543
-4.2367;-5.5416;4.4981;25.5573;90.9081;196.1799
-5.3677;-7.2453;5.5284;25.2078;91.7789;196.6909
-6.6509;-8.9659;6.8320;24.1062;91.7789;197.5045
-8.1519;-11.1851;8.1278;22.7714;91.7789;199.2975
-9.8798;-13.5279;9.6548;21.4485;91.6913;200.0617
-11.8681;-16.1654;11.4528;20.2964;91.6531;200.2250
-14.1868;-19.0692;13.4362;18.7491;91.5849;200.4490
-16.7884;-22.3563;15.7222;17.1653;91.4352;200.4490
-19.6869;-25.8739;18.2802;15.2626;90.8475;200.8787
-22.8899;-29.7928;21.0633;13.1817;90.2524;201.4317
-26.3608;-33.8926;24.1024;11.3196;89.6590;201.4677
-30.1251;-38.2647;27.4176;9.2021;88.7642;201.4870
-34.0885;-42.8567;31.0323;6.9372;87.6901;201.4870
-38.3124;-47.6970;34.9305;4.5317;86.4374;201.6145
-42.7513;-52.7672;39.0291;1.9531;84.9744;202.0318
-47.4008;-58.0459;43.4923;-0.8667;83.2526;202.5939
-52.2440;-63.4340;48.2700;-4.5849;81.3860;205.7766
-57.3081;-69.1287;53.3131;-7.3353;80.1110;206.1441
-62.5044;-74.9707;58.7327;-10.2201;77.8197;206.3133
-67.8318;-80.8854;64.4673;-13.7782;75.4724;207.5867
-73.3153;-87.0370;70.4544;-17.5633;73.1766;209.8002
-78.8834;-93.2947;76.8823;-21.9815;70.0401;213.1662
-84.5493;-99.6652;83.4822;-25.8592;67.1187;213.9308
-90.2599;-106.1860;90.5467;-29.7196;63.7579;214.2956
-96.0790;-112.7623;97.8022;-33.3515;60.4128;214.4199
-101.4029;-119.7262;104.3648;-38.2240;56.7059;217.8620
-107.2706;-126.4846;112.1180;-42.5356;52.9558;219.7245
-113.1598;-133.2878;120.3269;-47.0610;48.9201;221.9221
-119.0217;-140.0884;128.8039;-51.5606;44.8514;224.1303
-124.9066;-146.9406;137.5083;-56.1502;40.7076;226.8401
-130.7866;-153.7060;146.5322;-60.7355;36.1925;228.9587
-136.7634;-160.4407;155.8336;-65.3270;31.5730;231.5388
-142.5909;-167.0218;165.4507;-70.0839;26.7882;234.5979
-148.5705;-173.4801;175.3998;-74.7611;21.9094;237.2509
-154.3061;-179.9060;185.2734;-79.3801;16.9240;240.0694
-159.9078;-186.3521;195.4421;-84.1110;11.7655;243.2800
-165.3177;-192.8642;205.3473;-88.9287;6.4248;246.6855
-170.5288;-199.1270;215.4815;-93.7263;1.1229;250.3638
-175.6102;-205.6870;225.4204;-98.3126;-4.3270;253.7044
-180.5066;-211.9154;235.4751;-103.0359;-9.8834;257.5829
-185.2956;-218.2838;245.5524;-107.8473;-15.6723;261.6529
-189.9079;-224.4904;255.6471;-112.5436;-21.4174;265.7947
-194.4360;-230.6431;265.6926;-117.2572;-27.2727;270.1249
-198.9306;-236.6451;275.8783;-121.9114;-33.2102;274.5362
-203.3002;-242.6256;286.0153;-126.5989;-39.1506;279.2876
-207.5346;-248.5678;296.1885;-131.0902;-45.2012;283.8664
-211.8190;-254.3336;306.3951;-135.5507;-51.1995;288.7453
-215.8539;-260.0617;316.4317;-139.9309;-57.2354;293.7421
-219.8493;-265.6320;326.4742;-144.2212;-63.5981;299.1390
-223.6504;-271.2772;336.7366;-148.3642;-69.6168;304.6863
-227.3994;-276.7672;346.6937;-152.4273;-75.7785;309.7904
-231.0126;-282.1740;356.7485;-156.4567;-81.8210;315.2411
-234.5148;-287.5151;366.5195;-160.3674;-87.9596;320.5464
-237.8921;-292.7669;376.2851;-164.2497;-94.0322;325.9966
-240.9999;-298.2109;386.3684;-168.0187;-100.1328;331.5108
-244.1624;-303.3602;395.9589;-171.6835;-106.2914;336.8156
-247.4894;-308.6147;405.7304;-175.6387;-112.0658;342.9052
-250.4209;-313.5811;415.1997;-179.1917;-118.1172;348.2097
-253.4928;-318.5454;424.5272;-182.6671;-124.0626;353.7658
-256.4147;-323.4008;433.4501;-186.1468;-129.8705;359.3961
-259.6966;-328.1376;442.5065;-189.5012;-135.6683;364.8597
-262.6312;-332.7842;451.2329;-192.7425;-141.6425;370.2789
-265.5139;-337.4780;460.0421;-195.9814;-147.4535;375.6829
-268.2781;-342.0320;468.6430;-199.2005;-153.1906;381.2103
-270.6636;-346.8368;477.4142;-202.4121;-158.8242;386.7395
-273.4027;-351.4383;485.9119;-205.4037;-165.0288;391.7979
-276.1608;-355.9083;494.0517;-208.4279;-170.9249;397.0923
-278.8618;-360.3866;502.0796;-211.5574;-176.6282;402.5580
-281.7375;-364.9171;510.1035;-214.5538;-182.4550;407.9112
-284.3041;-369.4884;517.9265;-217.5003;-188.3605;413.1836
-287.0356;-373.9634;525.6992;-220.4042;-194.2210;418.5793
-289.4697;-378.5861;533.4335;-223.2376;-200.0418;424.0293
-292.2620;-383.0795;540.8338;-225.9324;-205.6311;429.5904
-294.8000;-387.5682;548.1539;-228.6371;-210.8105;435.4675
-297.2423;-392.0261;555.3918;-231.2398;-216.3814;440.7627
-299.7582;-396.4788;562.2847;-233.8686;-221.8326;446.0401
-302.2413;-400.8923;569.2551;-236.4032;-227.5112;450.9087
-304.7259;-405.3781;576.1529;-238.9644;-233.0680;455.9047
-307.0909;-409.7830;582.7894;-241.4691;-238.6797;460.8287
-309.5794;-414.2710;589.3471;-243.8418;-244.3875;465.5165
-312.0811;-418.6778;595.5649;-246.5237;-252.0579;469.1087
-314.4795;-423.2091;602.0604;-248.9309;-257.5678;474.0464
-316.8679;-427.6242;608.1050;-251.2616;-263.1543;478.8887
-319.1493;-432.1461;614.0707;-253.5709;-268.7729;483.7190
-321.5583;-436.6691;620.2668;-255.8586;-274.2443;488.4775
-323.7867;-441.1564;625.9642;-258.0963;-279.7652;493.3151
-326.0122;-445.7661;631.6327;-260.2455;-285.1748;498.1518
