RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z
0.0000;0.0000;0.0000;26.1365;88.0212;222.0859
-0.0734;-0.0309;0.0311;26.1688;88.0224;222.0984
-0.1020;-0.0641;0.0962;26.2066;88.0224;222.0992
-0.1769;-0.1131;0.1009;26.2423;88.0224;222.0992
-0.2158;-0.1809;0.1422;26.2735;88.0063;222.0992
-0.2384;-0.2588;0.2001;26.2940;87.9886;222.0972
-0.2794;-0.3511;0.2046;26.3150;87.9564;222.0925
-0.3953;-0.4369;0.2057;26.3324;87.9564;222.0925
-0.4745;-0.5422;0.2402;26.3324;87.9564;222.0925
-0.5283;-0.6424;0.2574;26.3324;87.9910;222.1438
-0.5673;-0.7661;0.3053;26.3220;87.9966;222.2034
-0.6332;-0.8763;0.3321;26.3220;87.9966;222.2428
-0.6972;-1.0069;0.3793;26.3220;87.9966;222.2672
-0.6972;-1.1620;0.3793;26.3300;87.9332;222.2834
-0.6972;-1.3595;0.3793;26.3470;87.8577;222.2966
-0.6630;-1.5406;0.3689;26.3701;87.7708;222.2985
-0.5752;-1.7306;0.2851;26.3995;87.6837;222.2985
-0.5752;-1.9295;0.2474;26.4374;87.5807;222.2985
-0.5752;-2.1337;0.2474;26.4813;87.4738;222.2837
-0.5992;-2.3406;0.2474;26.5332;87.3655;222.2668
-0.6408;-2.5518;0.2491;26.5933;87.2427;222.2440
-0.6808;-2.7692;0.2767;26.6600;87.1160;222.2067
-0.7141;-2.9946;0.2999;26.7344;86.9974;222.1703
-0.7564;-3.2262;0.3246;26.8136;86.8728;222.1256
-0.7937;-3.4560;0.3502;26.9011;86.7720;222.0972
-0.8027;-3.6878;0.3746;26.9913;86.6694;222.0692
-0.8054;-3.9227;0.4104;27.0810;86.5728;222.0382
-0.8301;-4.1473;0.4376;27.1898;86.4865;222.0072
-0.8331;-4.3707;0.4653;27.3087;86.4174;221.9799
-0.8331;-4.6102;0.5044;27.4360;86.3669;221.9653
