LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
0.7939;170.0652;865.7938;-22.3556;257.9044;1056.8780;-36.5793;265.6818;1323.2135
0.8449;170.1205;865.8971;-22.4136;258.0185;1056.8798;-36.6877;265.8298;1323.4962
0.9061;170.2216;866.0396;-22.4762;258.1416;1056.8922;-36.9275;265.9643;1323.5300
0.9119;170.3100;866.0992;-22.5335;258.3397;1056.9519;-37.0214;265.9845;1323.6808
0.9262;170.4053;866.1304;-22.6005;258.5348;1056.9964;-37.1803;265.9643;1323.7144
0.9365;170.5711;866.2446;-22.6536;258.7385;1057.0813;-37.1844;266.0176;1323.7540
0.9618;170.7396;866.3092;-22.7064;258.9480;1057.1710;-37.3298;266.0640;1324.0249
0.9883;170.9342;866.3799;-22.7716;259.1683;1057.2039;-37.3440;266.1262;1324.0522
1.0588;171.1625;866.4461;-22.8593;259.3568;1057.2142;-37.3440;266.3222;1324.1943
1.0997;171.4071;866.4955;-22.8908;259.6614;1057.3086;-37.5263;266.5562;1324.2253
1.1052;171.6488;866.5310;-22.9549;259.8920;1057.3177;-37.6815;266.7510;1324.2272
1.1790;171.9431;866.5856;-23.0063;260.1558;1057.3275;-37.9020;266.9409;1324.2336
1.2093;172.3042;866.6233;-23.1006;260.4531;1057.3419;-37.9481;267.1576;1324.2905
1.2651;172.5809;866.6583;-23.2051;260.7422;1057.3551;-38.0685;267.4398;1324.3368
1.2814;172.9212;866.6619;-23.2834;261.0660;1057.3892;-38.1349;267.7932;1324.3694
1.3229;173.3069;866.6678;-23.3476;261.3621;1057.4351;-38.2427;268.1433;1324.3694
1.3517;173.7011;866.6750;-23.4315;261.6504;1057.4470;-38.4208;268.3343;1324.3694
1.4069;174.0539;866.6854;-23.5232;261.9900;1057.4859;-38.5990;268.3868;1324.2901
1.4320;174.5150;866.6750;-23.6271;262.3168;1057.5099;-38.7469;268.7820;1324.2901
1.5292;174.9977;866.6750;-23.7438;262.6544;1057.5116;-38.7566;269.2328;1324.2901
1.5493;175.4180;866.7093;-23.8616;263.0007;1057.5118;-38.8626;269.4758;1324.3463
1.5951;175.9152;866.7093;-23.9439;263.3586;1057.6121;-38.9884;269.8114;1324.3909
1.7126;176.4635;866.6723;-24.0066;263.7223;1057.6724;-39.1615;270.0238;1324.4164
1.7179;176.9154;866.6723;-24.0420;264.0195;1057.8017;-39.4718;270.1022;1324.4306
1.7774;177.4561;866.6613;-24.1122;264.3825;1057.8461;-39.5857;270.3566;1324.4607
1.7946;177.9740;866.6613;-24.2241;264.7466;1057.8539;-39.7966;270.3910;1324.5300
1.8591;178.4931;866.6610;-24.2925;265.1283;1057.9370;-40.0800;270.4320;1324.5460
1.9928;179.1021;866.6341;-24.4167;265.4353;1057.9932;-40.3310;270.5061;1324.6030
2.0082;179.6265;866.5669;-24.5088;265.7932;1058.0128;-40.5466;270.5214;1324.6581
2.1084;180.1854;866.5464;-24.6339;266.1835;1058.0576;-40.7217;270.6601;1324.6879
2.1264;180.7405;866.5404;-24.7728;266.6004;1058.1335;-40.9220;270.8103;1324.7459
2.2062;181.3100;866.5285;-24.8724;266.9548;1058.2199;-41.1884;270.9101;1324.7490
2.3311;181.9071;866.5285;-24.9868;267.2902;1058.2733;-41.4757;271.1128;1324.7647
2.3779;182.4652;866.5306;-25.1812;267.6597;1058.2983;-41.6370;271.2811;1324.8897
