XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-520.7256;255.6969;920.1128;-475.6942;351.0618;1141.0607;215.9881;191.8755;1844.4505
-520.8070;255.6989;920.1187;-475.6987;351.0278;1141.0770;215.7835;191.1628;1844.4900
-520.8955;255.7088;920.1257;-475.7073;350.9908;1141.0812;215.5925;190.4424;1844.4900
-520.9962;255.7100;920.1263;-475.7167;350.9592;1141.0812;215.4538;189.6996;1844.4900
-521.1057;255.7213;920.1265;-475.7291;350.9386;1141.0812;215.3373;188.9816;1844.4425
-521.2140;255.7237;920.1391;-475.7393;350.9162;1141.0712;215.1633;188.3310;1844.4399
-521.3346;255.7243;920.1479;-475.7547;350.8956;1141.0552;215.0110;187.6892;1844.4203
-521.4495;255.7286;920.1603;-475.7714;350.8831;1141.0431;214.8588;187.0621;1844.4034
-521.5732;255.7345;920.1781;-475.7908;350.8795;1141.0245;214.7156;186.4445;1844.3703
-521.6952;255.7359;920.1917;-475.8098;350.8795;1140.9974;214.5724;185.7451;1844.3101
-521.8196;255.7437;920.2140;-475.8290;350.8795;1140.9674;214.3834;185.0646;1844.2899
-521.9442;255.7471;920.2332;-475.8455;350.8999;1140.9337;214.1940;184.1629;1844.2076
-522.0773;255.7557;920.2869;-475.8576;350.9470;1140.9337;213.9816;183.2839;1844.1793
-522.2353;255.7557;920.3624;-475.8713;351.0215;1140.9337;213.7582;182.2871;1844.1385
-522.4176;255.7557;920.4659;-475.8812;351.1316;1140.9392;213.5641;181.0386;1844.0144
-522.6313;255.7097;920.6300;-475.8863;351.2775;1140.9596;213.2513;179.5155;1843.9326
-522.8725;255.6250;920.8559;-475.8879;351.4667;1140.9992;212.8433;177.4027;1843.8032
-523.1598;255.4922;921.1628;-475.8902;351.7182;1141.0710;212.4119;174.4471;1843.5076
-523.5025;255.2915;921.6218;-475.8945;352.0145;1141.1904;212.0032;170.8816;1843.0483
-523.9329;254.9428;922.2015;-475.9587;352.3476;1141.3211;212.0032;166.2342;1841.9122
-524.4779;254.3792;922.9940;-476.0467;352.7408;1141.4990;212.0032;160.8097;1840.3933
-524.9957;253.3012;923.8237;-476.2129;353.1625;1141.6801;212.2970;154.7124;1838.2975
-525.7565;251.9640;924.9704;-476.4924;353.5839;1141.8789;212.7921;147.9381;1835.6497
-526.7721;250.2697;926.4241;-476.9285;353.9972;1142.1018;213.4633;140.7568;1832.5166
-528.0602;248.1558;928.1804;-477.5372;354.3382;1142.3557;214.2043;132.9000;1828.8730
-529.6838;245.5632;930.2443;-478.3308;354.6164;1142.6464;214.9373;125.5193;1825.1351
-531.6884;242.4118;932.6408;-479.3743;354.6164;1142.9805;216.1656;119.4098;1821.0753
-534.1493;238.7026;935.3894;-480.7335;354.6164;1143.3341;217.6108;114.4487;1816.8217
-537.0954;234.4755;938.5019;-482.5037;354.5836;1143.7432;219.6361;110.7429;1812.0796
-540.5674;229.7057;942.0287;-484.6247;354.0299;1144.1622;222.6520;108.4675;1806.5368
-544.5662;224.4059;945.9730;-487.0140;353.1471;1144.5848;225.6371;106.1696;1800.6870
-549.0583;218.5447;950.3219;-489.6315;351.9661;1145.0205;229.1157;104.2009;1794.2311
-554.0407;212.1663;955.1251;-492.4602;350.4871;1145.5139;232.5705;101.7640;1787.3899
-559.5218;205.2281;960.4700;-495.6752;348.4408;1145.9876;236.7656;99.7458;1779.5630
-565.4153;197.7797;966.3400;-499.0644;346.1221;1146.5839;241.1839;97.6033;1771.2814
-571.6903;189.8334;972.7824;-502.7221;343.4235;1147.2767;245.2199;94.9470;1762.8760
-578.3444;181.4740;979.8241;-506.6498;340.3643;1148.1324;249.0924;93.0236;1754.6782
-585.2885;172.5996;987.5370;-510.8446;336.8624;1149.0668;252.7842;91.3858;1746.4404
-592.4711;163.3649;995.8886;-515.1914;333.0093;1150.1952;256.2092;89.8435;1738.4428
-599.8736;153.8001;1004.9571;-519.8639;328.8000;1151.4666;259.8386;88.2300;1729.7497
-607.4414;143.9598;1014.7903;-524.7031;324.2590;1152.9999;263.2351;86.0669;1721.0094
-615.1118;133.8561;1025.3221;-529.8598;319.2866;1154.7567;266.8510;83.5528;1711.4888
-622.8765;123.5635;1036.6217;-535.2565;313.9529;1156.8997;270.6255;81.1645;1701.7083
-630.6235;113.0841;1048.5997;-541.0318;308.0786;1159.1428;273.9393;79.7711;1692.1184
-638.3541;102.5070;1061.2800;-546.9487;301.8130;1161.8204;277.0086;78.6817;1682.9351
-646.0333;91.9457;1074.6079;-552.9879;295.2340;1165.0341;280.4175;78.6817;1673.5070
-653.5771;81.3982;1088.4338;-559.2747;288.3714;1168.6079;284.8178;78.6817;1662.7355
-660.9826;70.8904;1102.8968;-565.7416;281.2109;1172.5467;288.9503;79.1229;1651.7988
-668.1859;60.4478;1117.8600;-572.3438;273.7421;1176.9722;293.0537;79.5058;1640.4732
-675.1562;50.0887;1133.3730;-578.9950;266.0024;1181.8747;297.1344;80.4090;1629.0197
-681.8595;39.8998;1149.3669;-585.6185;258.2700;1187.4276;301.8430;82.1601;1616.6550
-688.2433;29.9251;1165.7570;-592.3186;250.1116;1193.4315;306.5425;84.4564;1603.7688
-694.3113;20.1772;1182.4965;-598.9830;241.8001;1199.9230;310.9884;85.5743;1590.3687
-700.0040;10.6543;1199.5011;-605.6649;233.1689;1206.6331;314.7325;87.6434;1577.1668
-705.4329;1.4319;1216.8214;-612.0589;224.4830;1213.6847;317.6721;89.7677;1565.0149
-710.2905;-7.5983;1234.0462;-618.3560;215.4375;1220.8209;319.4211;94.6689;1554.3478
-714.9740;-16.0938;1251.5511;-624.3464;206.2312;1228.5355;321.2642;99.1220;1543.5118
