XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-17.4951;222.9792;861.7347;-66.6021;297.3513;1053.4033;-77.9253;297.1435;1320.4217
-17.4431;223.1356;861.6867;-66.6027;297.4682;1053.3847;-77.8377;297.3554;1320.4006
-17.4387;223.2674;861.6302;-66.6021;297.5955;1053.3451;-77.8176;297.3608;1320.3493
-17.4304;223.4149;861.5806;-66.5963;297.7303;1053.3049;-77.7004;297.6471;1320.3190
-17.4304;223.5944;861.5394;-66.5832;297.8644;1053.2617;-77.6507;297.8134;1320.3001
-17.4304;223.7628;861.4886;-66.5832;298.0045;1053.2253;-77.5943;297.9806;1320.3001
-17.4414;223.9605;861.4478;-66.5832;298.1656;1053.1838;-77.5591;298.1159;1320.2538
-17.4707;224.1682;861.3297;-66.5848;298.3338;1053.1456;-77.4786;298.2482;1320.2487
-17.4707;224.3701;861.1965;-66.5848;298.5037;1053.1002;-77.3824;298.3908;1320.2418
-17.4707;224.6251;861.1656;-66.5848;298.6663;1053.0660;-77.3337;298.4922;1320.1402
-17.4576;224.9275;861.1355;-66.5493;298.8450;1053.0591;-77.2567;298.6485;1320.0797
-17.4576;225.2119;861.1087;-66.5359;299.0254;1053.0361;-77.1928;298.7163;1320.0698
-17.4576;225.4976;861.0271;-66.5353;299.2339;1053.0275;-77.0981;298.8478;1320.0698
-17.4610;225.8060;861.0084;-66.5135;299.4032;1053.0235;-77.0473;298.8771;1320.0641
-17.4610;226.0784;861.0084;-66.4987;299.6195;1052.9851;-76.9441;298.9805;1320.0466
-17.4610;226.4353;860.9377;-66.4926;299.7996;1052.9678;-76.9151;298.9899;1319.9946
-17.3706;226.8813;860.9377;-66.4820;299.9485;1052.9309;-76.8274;299.0383;1319.9680
-17.3706;227.1737;860.9377;-66.4511;300.0836;1052.8879;-76.6975;299.1542;1319.9680
-17.3706;227.5635;860.9377;-66.4363;300.2648;1052.8879;-76.6248;299.1912;1319.9680
-17.3706;227.8557;860.7101;-66.4120;300.4510;1052.8871;-76.5502;299.2548;1319.9741
-17.3663;228.2126;860.6550;-66.3944;300.6202;1052.8845;-76.4754;299.2642;1319.9741
-17.3325;228.5976;860.6331;-66.3896;300.7654;1052.8845;-76.3583;299.3385;1319.9868
-17.3137;228.9252;860.5221;-66.3769;300.9431;1052.8845;-76.2626;299.3788;1319.9869
-17.2935;229.2992;860.5143;-66.3722;301.0810;1052.8845;-76.1560;299.3953;1319.9952
-17.2487;229.7219;860.4842;-66.3189;301.2111;1052.8814;-76.1418;299.4145;1320.0175
-17.2411;229.9912;860.3194;-66.3008;301.3350;1052.8814;-76.0883;299.4235;1320.0175
-17.2256;230.3242;860.2396;-66.2903;301.4850;1052.8836;-75.9645;299.4954;1320.0175
-17.1623;230.6559;860.1796;-66.2733;301.5968;1052.8836;-75.9137;299.5050;1320.0190
-17.1440;231.0021;860.1659;-66.2493;301.7151;1052.8836;-75.8279;299.5521;1320.0328
-17.1368;231.3410;860.0930;-66.2243;301.8592;1052.9179;-75.7373;299.5521;1320.0551
-17.0862;231.6268;860.0115;-66.1817;302.0063;1052.9803;-75.6943;299.5638;1320.0650
-17.0816;231.8659;859.9560;-66.1364;302.1486;1053.0365;-75.6431;299.5742;1320.0683
-17.0190;232.1248;859.8605;-66.0847;302.2750;1053.0769;-75.5409;299.6152;1320.1230
-16.9636;232.3994;859.8605;-66.0358;302.3784;1053.0898;-75.4439;299.6959;1320.1512
-16.8840;232.7009;859.8605;-65.9707;302.4764;1053.1158;-75.3885;299.7377;1320.1702
-16.7898;233.0440;859.9624;-65.8985;302.5794;1053.1377;-75.3037;299.7590;1320.1827
-16.7448;233.2860;859.9624;-65.8289;302.6772;1053.1557;-75.2944;299.7590;1320.1975
-16.7195;233.4757;859.9624;-65.7522;302.7736;1053.1812;-75.2107;299.7377;1320.2173
-16.6945;233.6324;859.9515;-65.6727;302.8609;1053.2330;-75.1558;299.7377;1320.2274
-16.6752;233.7728;859.9326;-65.5790;302.9351;1053.2778;-75.0597;299.7291;1320.2312
-16.5911;233.9228;859.8651;-65.4887;302.9986;1053.3079;-74.9012;299.6846;1320.3301
-16.5608;234.0393;859.8273;-65.4101;303.0587;1053.3277;-74.7901;299.6095;1320.3426
-16.5239;234.1312;859.7922;-65.3265;303.1122;1053.3277;-74.6790;299.5185;1320.3426
-16.4433;234.2373;859.7563;-65.2449;303.1264;1053.3277;-74.5554;299.3751;1320.3426
-16.4227;234.3049;859.7419;-65.1647;303.1264;1053.3241;-74.3074;299.2787;1320.3376
-16.3593;234.3388;859.6923;-65.0700;303.1264;1053.3150;-74.2137;299.0300;1320.3082
-16.3021;234.3388;859.6123;-64.9693;303.0653;1053.2737;-74.1124;298.8497;1320.3066
-16.2769;234.3388;859.5756;-64.8751;303.0013;1053.2352;-74.0270;298.6036;1320.2946
-16.2289;234.3231;859.5311;-64.7705;302.8981;1053.1685;-73.9701;298.3324;1320.2548
-16.1717;234.2952;859.5190;-64.7103;302.8059;1053.1525;-73.9625;298.0522;1320.1322
-16.1194;234.2302;859.5023;-64.6736;302.7286;1053.1381;-73.9001;297.8872;1320.1047
-16.0644;234.1497;859.4740;-64.5761;302.5922;1053.1316;-73.8072;297.7563;1320.1046
-16.0015;234.0530;859.4644;-64.5173;302.4703;1053.1305;-73.8069;297.6089;1320.0516
-15.9683;233.9143;859.4251;-64.4495;302.3367;1053.1260;-73.7382;297.5814;1320.0456
-15.9335;233.7554;859.3907;-64.4000;302.1721;1053.1005;-73.6772;297.5814;1320.0310
-15.9335;233.5941;859.3641;-64.3619;301.9884;1053.0618;-73.6309;297.5814;1320.0153
-15.9221;233.3795;859.2741;-64.3299;301.8089;1053.0563;-73.5753;297.6229;1320.0078
-15.9221;233.1422;859.2741;-64.2938;301.6345;1053.0563;-73.5280;297.6261;1319.9960
-15.9373;232.9181;859.2741;-64.2551;301.4684;1053.0563;-73.4810;297.6261;1319.9951
-15.9700;232.6433;859.2924;-64.2374;301.2885;1053.0858;-73.4008;297.6229;1319.9951
-16.0462;232.3094;859.2924;-64.1853;301.0709;1053.1152;-73.3526;297.5913;1319.9960
-16.0979;231.9752;859.3155;-64.1494;300.8555;1053.1344;-73.2770;297.4539;1320.0145
-16.2272;231.5629;859.3155;-64.0840;300.6303;1053.1524;-73.1811;297.3722;1320.0853
-16.2349;231.3091;859.3082;-64.0375;300.3986;1053.1541;-73.0907;297.2356;1320.0853
-16.3769;230.8888;859.2978;-64.0200;300.2031;1053.1567;-73.0318;296.9899;1320.0886
-16.4327;230.5097;859.2978;-63.9670;299.9776;1053.1541;-72.8959;296.5991;1320.0896
-16.5079;230.1443;859.2916;-63.8674;299.6987;1053.1524;-72.8741;296.3975;1320.0853
-16.6364;229.6667;859.2020;-63.8005;299.4133;1053.1272;-72.7970;296.0749;1320.0793
-16.7658;229.2318;859.2020;-63.7528;299.1249;1053.1078;-72.6203;295.6881;1320.0231
-16.9154;228.7697;859.1858;-63.7105;298.8207;1053.0917;-72.5861;295.1641;1320.0231
-17.0324;228.3236;859.1756;-63.6431;298.4803;1053.0917;-72.4827;294.8508;1320.0231
-17.1972;227.8131;859.1858;-63.6017;298.1604;1053.0966;-72.3182;294.5270;1320.0512
-17.3044;227.3707;859.2100;-63.5194;297.8114;1053.0966;-72.2492;294.0232;1320.0513
-17.4101;226.9121;859.1968;-63.4751;297.4512;1053.1336;-72.2350;293.7292;1320.0836
-17.6243;226.3512;859.2137;-63.4463;297.0806;1053.1501;-72.2227;293.2090;1320.0836
-17.7693;225.8137;859.2681;-63.3576;296.6290;1053.1871;-72.2173;293.0185;1320.1558
-17.8316;225.3372;859.2681;-63.2838;296.2292;1053.2103;-72.2018;292.4498;1320.1558
-18.0146;224.7813;859.2318;-63.2610;295.8402;1053.2287;-72.2018;292.1007;1320.1593
-18.1661;224.1943;859.3055;-63.2172;295.4157;1053.2324;-72.2173;291.6816;1320.1558
-18.2205;223.6482;859.3055;-63.1621;294.9922;1053.2287;-72.2018;291.3674;1320.1593
-18.4031;223.0566;859.3055;-63.0939;294.5642;1053.2114;-72.2018;290.9261;1320.1552
-18.5994;222.4023;859.3333;-63.0161;294.0717;1053.2287;-72.1672;290.5857;1320.1320
-18.6408;221.9085;859.3909;-62.9510;293.5857;1053.2114;-72.1904;290.1727;1320.1106
-18.7773;221.2524;859.3888;-62.9149;293.1986;1053.1940;-72.1672;289.8589;1320.1277
-18.8871;220.6095;859.3909;-62.8880;292.7246;1053.1874;-72.1672;289.4755;1320.1277
-19.0107;219.9946;859.4062;-62.8347;292.2245;1053.1940;-72.1374;289.1709;1320.1320
-19.1641;219.3819;859.4462;-62.7825;291.7379;1053.1874;-71.8788;288.9374;1320.2106
-19.2490;218.6664;859.5485;-62.7518;291.3127;1053.1874;-71.8732;288.6492;1320.2106
-19.3568;218.0737;859.5636;-62.7155;290.8302;1053.1874;-71.8648;288.2508;1320.2106
-19.5261;217.3431;859.5736;-62.6651;290.3376;1053.1851;-71.8323;287.8758;1320.2025
-19.5625;216.7321;859.6176;-62.5840;289.8426;1053.1845;-71.8323;287.3330;1320.2025
-19.7282;216.0167;859.7106;-62.5783;289.4056;1053.1327;-71.7255;286.9934;1320.2018
-19.8050;215.3042;859.7208;-62.5294;288.9493;1053.1229;-71.5842;286.6353;1320.1669
-19.9030;214.5880;859.7208;-62.4784;288.4776;1053.0708;-71.5734;286.1503;1320.0466
-20.0333;213.8772;859.8190;-62.4048;288.0012;1053.0702;-71.5242;285.7731;1320.0102
-20.1222;213.1082;859.8510;-62.3331;287.5409;1053.0320;-71.4256;285.4335;1319.9990
-20.2095;212.3459;859.8536;-62.2661;287.0894;1053.0232;-71.3810;285.0904;1319.9728
-20.3224;211.5435;859.8654;-62.1941;286.6561;1052.9436;-71.3150;284.7228;1319.9320
-20.4250;210.7257;859.8667;-62.0987;286.2191;1052.9103;-71.2952;284.3259;1319.8689
