RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-533.9809;260.1266;921.8162;-503.4140;358.5800;1143.3929;193.1402;264.3076;1853.5521
-534.0998;260.0901;921.7801;-503.5926;358.5861;1143.3281;192.7693;264.4088;1853.6880
-534.2217;260.0445;921.7436;-503.7834;358.5973;1143.2762;192.4410;264.4862;1853.7836
-534.3558;260.0136;921.7140;-503.9803;358.6043;1143.2228;192.0706;264.5888;1853.9194
-534.4908;259.9534;921.6626;-504.1839;358.6118;1143.1716;191.7609;264.7609;1853.9975
-534.6157;259.8897;921.6126;-504.3930;358.6280;1143.1216;191.4484;264.7609;1854.0511
-534.7503;259.8117;921.5563;-504.6082;358.6397;1143.0681;191.1150;264.7793;1854.1101
-534.8824;259.7678;921.5087;-504.8268;358.6540;1143.0162;190.7974;264.7889;1854.1450
-535.0252;259.7321;921.4594;-505.0466;358.6618;1142.9436;190.3241;264.8068;1854.3179
-535.1846;259.7038;921.4141;-505.2673;358.6673;1142.8722;189.9269;265.1005;1854.4501
-535.3635;259.6637;921.3721;-505.4919;358.6783;1142.8061;189.4784;265.3156;1854.6284
-535.5491;259.6260;921.3438;-505.7255;358.6962;1142.7449;189.1002;265.5912;1854.7478
-535.7409;259.5738;921.3123;-505.9684;358.7290;1142.6870;188.6515;265.7043;1854.9068
-535.9381;259.5344;921.2634;-506.2296;358.7530;1142.6063;188.2246;265.8737;1855.0097
-536.1301;259.4967;921.2006;-506.4895;358.7887;1142.5264;187.8066;266.2315;1855.1276
-536.3000;259.4822;920.9758;-506.7687;358.8186;1142.4426;187.3511;266.5968;1855.2634
-536.5032;259.4521;920.8224;-507.0378;358.8599;1142.3558;186.8166;266.8781;1855.4661
-536.7258;259.4182;920.6995;-507.3158;358.9069;1142.2780;186.2966;267.1547;1855.6568
-536.9573;259.3812;920.5904;-507.6072;358.9447;1142.2181;185.8322;267.3606;1855.7879
-537.1986;259.3546;920.4937;-507.9128;358.9757;1142.1536;185.4638;267.6193;1855.7879
-537.4406;259.3360;920.4068;-508.2333;358.9894;1142.0715;185.1348;267.7222;1855.7976
-537.6774;259.3175;920.3184;-508.5510;358.9934;1141.9768;184.7803;267.9233;1855.8069
-537.9160;259.3062;920.2342;-508.8600;358.9963;1141.8888;184.3492;268.0808;1855.7965
-538.1552;259.2751;920.1438;-509.1742;358.9998;1141.8129;183.9751;268.2172;1855.8069
-538.3954;259.2433;920.0559;-509.5031;358.9998;1141.7485;183.6369;268.3413;1855.8181
-538.6332;259.1979;919.9695;-509.8257;358.9998;1141.6857;183.1990;268.3800;1855.8558
-538.8819;259.1480;919.8777;-510.1515;358.9835;1141.6169;182.8085;268.5674;1855.8803
-539.1298;259.1076;919.8016;-510.4883;358.9549;1141.5448;182.4225;268.5674;1855.8803
-539.3723;259.0662;919.7162;-510.8193;358.9236;1141.4642;182.0076;268.5674;1855.8803
-539.6187;259.0133;919.6355;-511.1556;358.8854;1141.4022;181.6173;268.5148;1855.8693
-539.8649;258.9625;919.5401;-511.5036;358.8449;1141.3385;181.3060;268.4887;1855.7981
-540.1049;258.8988;919.4219;-511.8595;358.7905;1141.2668;180.9394;268.4494;1855.7366
-540.3471;258.8269;919.3150;-512.2192;358.7147;1141.1990;180.6057;268.4494;1855.6365
-540.6075;258.7477;919.2218;-512.5664;358.6203;1141.1086;180.2301;268.4494;1855.5759
-540.8623;258.6678;919.1401;-512.9162;358.5261;1141.0265;179.8425;268.5619;1855.5740
-541.1085;258.5783;919.0561;-513.2770;358.4252;1140.9517;179.4633;268.7725;1855.5740
-541.3388;258.4660;918.9655;-513.6417;358.3128;1140.8924;179.0693;268.8353;1855.5759
-541.5694;258.3572;918.8692;-513.9975;358.1938;1140.8452;178.6029;269.0639;1855.6713
-541.7979;258.2366;918.7879;-514.3600;358.0501;1140.7742;178.1986;269.4246;1855.6894
-542.0290;258.0957;918.7179;-514.7363;357.8994;1140.7176;177.8177;269.6776;1855.6894
-542.2530;257.9464;918.6696;-515.1258;357.7362;1140.6668;177.4262;269.7494;1855.6894
-542.4690;257.7626;918.6141;-515.5194;357.5714;1140.6289;177.1293;269.8801;1855.6332
-542.6883;257.5587;918.5585;-515.9078;357.3945;1140.5765;176.7945;270.1480;1855.6332
-542.8919;257.3253;918.5033;-516.2859;357.1995;1140.4957;176.3329;270.6264;1855.6332
