LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
20.5917;237.7619;907.8342;9.6241;327.7069;1146.2080;-28.5804;358.3601;1465.4995
20.9043;237.8079;907.9782;9.7140;327.8764;1146.3167;-28.5910;358.4291;1465.6567
21.2424;237.8378;908.1369;9.7968;328.0519;1146.4170;-28.6555;358.4547;1465.8204
21.6157;237.8465;908.3102;9.8890;328.2085;1146.5074;-28.8019;358.4242;1465.9810
22.0373;237.8359;908.5110;9.9678;328.3839;1146.5963;-29.0137;358.3343;1466.1494
22.5162;237.7997;908.7472;10.0332;328.5957;1146.7019;-29.3108;358.1493;1466.3330
23.0657;237.7349;909.0261;10.0873;328.8431;1146.8240;-29.7140;357.8667;1466.5219
23.6980;237.6365;909.3584;10.1381;329.1271;1146.9655;-30.2264;357.4724;1466.7255
24.4240;237.5001;909.7606;10.1858;329.4590;1147.1329;-30.8466;356.9466;1466.9562
25.2537;237.3118;910.2488;10.2483;329.8360;1147.3333;-31.5828;356.2944;1467.2062
26.1985;237.0582;910.8428;10.3321;330.2684;1147.5708;-32.4227;355.5252;1467.4717
27.2783;236.7184;911.5574;10.4473;330.7649;1147.8337;-33.3410;354.6243;1467.7669
28.4466;236.2785;912.4193;10.6246;331.3097;1148.1344;-34.3414;353.6227;1468.0713
29.7425;235.7044;913.4351;10.8888;331.8778;1148.4566;-35.3943;352.5944;1468.3710
31.1851;234.9720;914.6254;11.2615;332.4776;1148.8152;-36.4869;351.5513;1468.6672
32.7971;234.0589;916.0001;11.7477;333.1283;1149.2225;-37.5813;350.4941;1468.9795
34.5939;232.9503;917.5818;12.3740;333.8263;1149.6902;-38.6426;349.4851;1469.2971
36.5823;231.6175;919.3853;13.1550;334.5617;1150.2145;-39.6876;348.5009;1469.6119
38.7606;230.0374;921.4286;14.1066;335.3120;1150.7863;-40.7048;347.5926;1469.9212
41.1237;228.1776;923.7248;15.2282;336.1047;1151.4414;-41.6765;346.7226;1470.2366
43.6720;226.0105;926.2966;16.5260;336.9341;1152.1861;-42.5871;345.9123;1470.5549
46.4037;223.5067;929.1664;18.0050;337.7738;1153.0047;-43.4199;345.2099;1470.8679
49.3140;220.6355;932.3450;19.6632;338.6004;1153.8874;-44.1549;344.6277;1471.1779
52.4112;217.4012;935.8811;21.5046;339.3884;1154.8354;-44.7992;344.1576;1471.4869
55.7001;213.8803;939.7629;23.5289;340.1083;1155.8649;-45.3537;343.8245;1471.7921
59.2474;210.1442;943.9543;25.7278;340.7469;1156.9764;-45.8404;343.6195;1472.0791
63.0264;206.2674;948.4497;28.0548;341.3160;1158.1670;-46.2634;343.4585;1472.3705
NaN;NaN;NaN;30.4980;341.7989;1159.4400;-46.6345;343.2981;1472.6520
NaN;NaN;NaN;33.0644;342.1549;1160.7981;-46.9760;343.1646;1472.9033
NaN;NaN;NaN;35.7301;342.3762;1162.2407;-47.2262;342.9062;1473.0733
NaN;NaN;NaN;38.5130;342.4103;1163.7749;-47.4572;342.6449;1473.2055
NaN;NaN;NaN;41.4041;342.2357;1165.3976;-47.6567;342.3775;1473.3086
NaN;NaN;NaN;44.4089;341.7976;1167.0803;-47.8192;342.1573;1473.3986
NaN;NaN;NaN;47.5173;341.0618;1168.8280;-47.9621;342.0343;1473.4568
NaN;NaN;NaN;50.7113;340.0167;1170.6561;-48.1074;342.0234;1473.4752
NaN;NaN;NaN;53.9717;338.6506;1172.5708;-48.2415;342.1079;1473.4858
NaN;NaN;NaN;57.2765;336.9625;1174.5719;-48.3599;342.2892;1473.4969
NaN;NaN;NaN;60.6182;334.9365;1176.6873;-48.5120;342.5529;1473.4561
NaN;NaN;NaN;63.9668;332.5810;1178.9125;-48.6232;342.8432;1473.4569
NaN;NaN;NaN;67.3113;329.8644;1181.2327;-48.6790;343.2010;1473.4931
NaN;NaN;NaN;70.5979;326.6291;1183.5850;-48.6742;343.5365;1473.6255
NaN;NaN;NaN;73.8022;323.0654;1186.0405;-48.6561;343.8239;1473.8495
NaN;NaN;NaN;76.9026;319.1590;1188.6045;-48.6782;344.1937;1474.2332
NaN;NaN;NaN;79.9008;314.9223;1191.2852;-48.7448;344.5814;1474.8378
NaN;NaN;NaN;82.7926;310.3648;1194.0926;-48.7961;344.9346;1475.5567
NaN;NaN;NaN;85.5697;305.5107;1197.0446;-48.8294;345.2280;1476.3574
NaN;NaN;NaN;88.2276;300.3914;1200.1416;-48.8481;345.4240;1477.2419
NaN;NaN;NaN;90.7772;295.0371;1203.4003;-48.8474;345.4624;1478.2229
NaN;NaN;NaN;93.2126;289.4829;1206.8331;-48.8545;345.3550;1479.2717
153.7572;46.1312;1181.5839;95.5276;283.7469;1210.4357;-48.8752;345.0828;1480.4062
156.0722;37.9078;1195.7802;97.7130;277.8825;1214.1936;-48.8699;344.6569;1481.6844
158.3145;30.4537;1209.6355;99.8016;271.9180;1218.1230;-48.9051;344.1213;1483.0238
160.4816;23.5359;1223.3399;101.8138;265.9160;1222.2665;-49.0035;343.4536;1484.4367
162.5209;17.0581;1236.8624;103.7763;260.0498;1226.6703;-49.1567;342.8020;1485.8759
164.4036;10.9413;1250.1810;105.6833;254.1675;1231.2532;-49.3365;342.1842;1487.3279
166.0946;5.1961;1263.2492;107.5366;248.3189;1235.9950;-49.5149;341.5879;1488.8359
167.6241;-0.2604;1275.9968;109.2862;242.4725;1240.8388;-49.6047;341.0622;1490.2801
168.9898;-5.4220;1288.4303;110.9478;236.6953;1245.8101;-49.6945;340.6192;1491.7265
170.1908;-10.3228;1300.5218;112.5133;231.0167;1250.8805;-49.7977;340.2790;1493.1773
171.2292;-14.9729;1312.2577;113.9740;225.4617;1256.0304;-49.8961;340.0171;1494.6527
172.1086;-19.3920;1323.6168;115.3230;220.0563;1261.2312;-49.9912;339.8513;1496.1333
172.8363;-23.6126;1334.5881;116.5628;214.8096;1266.4603;-50.0751;339.7916;1497.6120
173.4331;-27.6618;1345.1507;117.7094;209.7462;1271.7154;-50.1580;339.8413;1499.0455
173.8769;-31.5138;1355.2774;118.7668;204.8697;1276.9675;-50.2507;339.9884;1500.4164
174.1921;-35.1998;1364.9792;119.7058;200.1830;1282.1849;-50.3258;340.2504;1501.7339
174.3900;-38.7363;1374.2524;120.5291;195.6799;1287.3404;-50.3766;340.6180;1503.0039
174.4629;-42.1309;1383.0777;121.2502;191.3647;1292.4239;-50.4232;341.0956;1504.1828
174.4159;-45.3778;1391.4468;121.8770;187.2453;1297.4198;-50.4242;341.6727;1505.3160
174.0743;-48.6185;1399.3302;122.4031;183.3140;1302.3084;-32.9194;302.2779;1501.0434
173.2376;-52.0184;1406.7137;122.8651;179.6270;1307.1183;-15.2570;262.2476;1496.9591
171.7354;-55.7344;1413.5784;123.2345;176.1448;1311.7883;2.3574;222.0110;1493.1434
NaN;NaN;NaN;123.5143;172.8537;1316.3055;19.9205;181.5608;1489.5673
NaN;NaN;NaN;123.7060;169.7477;1320.6574;37.4348;140.9129;1486.1921
NaN;NaN;NaN;123.8138;166.8145;1324.8352;54.9027;100.0670;1482.9920
NaN;NaN;NaN;123.8418;164.0559;1328.8308;72.3194;59.0059;1479.9240
NaN;NaN;NaN;123.7891;161.4542;1332.6325;89.6941;17.7451;1476.9804
NaN;NaN;NaN;123.6561;158.9961;1336.2357;107.0326;-23.7030;1474.1335
NaN;NaN;NaN;123.4443;156.6727;1339.6307;124.3497;-65.3444;1471.3851
NaN;NaN;NaN;123.1718;154.4880;1342.8344;141.5899;-107.1689;1468.6535
NaN;NaN;NaN;122.8455;152.4279;1345.8411;158.7756;-149.1942;1465.9658
NaN;NaN;NaN;122.4718;150.4878;1348.6542;175.8947;-191.4086;1463.2630
NaN;NaN;NaN;122.0676;148.6632;1351.2809;175.4589;-193.7601;1465.8712
NaN;NaN;NaN;121.6373;146.9482;1353.7199;174.7689;-195.6474;1468.1620
NaN;NaN;NaN;121.1929;145.3431;1355.9797;174.0922;-197.4842;1470.0627
NaN;NaN;NaN;120.7418;143.8460;1358.0684;173.4226;-199.2482;1471.6060
NaN;NaN;NaN;120.2801;142.4469;1359.9861;172.7720;-200.9549;1472.8112
NaN;NaN;NaN;119.8023;141.1376;1361.7295;172.1493;-202.6064;1473.7191
NaN;NaN;NaN;119.3078;139.9005;1363.2942;171.5253;-204.1945;1474.3895
NaN;NaN;NaN;118.8180;138.7438;1364.6953;170.8806;-205.7037;1474.8526
NaN;NaN;NaN;118.3417;137.6678;1365.9374;170.2224;-207.1291;1475.1673
NaN;NaN;NaN;117.8810;136.6752;1367.0283;169.5266;-208.4594;1475.3331
NaN;NaN;NaN;117.4331;135.7545;1367.9679;152.6503;-165.9743;1478.0840
NaN;NaN;NaN;116.9968;134.9088;1368.7640;135.7729;-122.5303;1480.6027
NaN;NaN;NaN;116.5699;134.1319;1369.4174;118.9853;-78.9258;1483.0601
NaN;NaN;NaN;116.1535;133.4263;1369.9353;102.2697;-35.1840;1485.4478
NaN;NaN;NaN;115.7514;132.7917;1370.3230;85.7904;8.3225;1487.7909
NaN;NaN;NaN;115.3661;132.2249;1370.5871;69.3192;52.0961;1490.1504
NaN;NaN;NaN;115.0012;131.7251;1370.7357;52.8452;96.1912;1492.5343
NaN;NaN;NaN;114.6736;131.2971;1370.7853;36.4349;140.4107;1494.9332
NaN;NaN;NaN;114.3933;130.9490;1370.7504;20.0736;184.7466;1497.3530
