XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-398.2729;222.1452;777.0722;-397.9257;315.3569;972.8724;-390.5179;313.4038;1227.0527
-398.2717;222.0228;777.0749;-397.9257;315.3543;972.8299;-390.5312;313.4038;1227.0557
-398.2717;221.9115;777.1401;-397.9257;315.1532;972.8136;-390.5779;313.3546;1227.0557
-398.2354;221.7070;777.1401;-397.9380;315.1496;972.8136;-390.6277;313.2003;1227.1970
-398.2337;221.5484;777.1401;-397.9509;314.9512;972.8648;-390.6277;313.1193;1227.2421
-398.2335;221.3883;777.1274;-398.0266;314.6804;972.8648;-390.6277;312.8465;1227.2421
-398.2253;221.2269;777.1274;-398.0755;314.4254;972.8700;-390.5267;312.6744;1227.2421
-398.2235;221.0725;777.1274;-398.0991;314.3450;972.9059;-390.4318;312.4833;1227.1253
-398.2078;220.8912;777.2209;-398.1556;314.1153;972.9174;-390.4218;312.2687;1227.0291
-398.1451;220.6619;777.2277;-398.2595;313.8035;972.9618;-390.2950;312.1119;1227.0133
-398.1282;220.4550;777.3216;-398.3933;313.4951;973.1451;-389.9485;311.5433;1226.8620
-398.0998;220.2564;777.3814;-398.4284;313.3670;973.1451;-389.9449;311.5383;1226.8148
-398.0545;220.0636;777.4280;-398.4602;313.2408;973.1451;-389.9449;311.3660;1226.8148
-398.0410;219.8859;777.4367;-398.4642;313.1177;973.1440;-389.9485;311.3660;1226.8620
-397.9889;219.6468;777.4497;-398.4682;313.0751;973.1003;-390.0666;311.3660;1226.8672
-397.9503;219.4199;777.5033;-398.4815;312.8936;973.1003;-390.0666;311.3626;1226.8801
-397.8918;219.2147;777.5055;-398.5170;312.7237;973.1003;-390.0666;311.3626;1226.8937
-397.8380;219.0188;777.6383;-398.5437;312.5414;973.1529;-390.0776;311.3620;1226.9608
-397.7691;218.8110;777.6736;-398.5437;312.4995;973.1529;-390.0598;311.3620;1227.0877
-397.7456;218.6643;777.8383;-398.5437;312.4995;973.1529;-390.0598;311.3620;1227.1424
-397.6727;218.4800;777.8657;-398.5204;312.4995;973.1152;-390.1336;311.5668;1227.1936
-397.5972;218.3050;777.9184;-398.4244;312.4995;972.9842;-390.1341;311.9327;1227.2245
-397.5289;218.1644;777.9710;-398.3673;312.5277;972.9239;-390.3348;312.1669;1227.2245
-397.4850;218.0214;777.9942;-398.3422;312.5613;972.8837;-390.4588;312.2194;1227.2245
-397.3764;217.8634;777.9996;-398.3115;312.6052;972.8450;-390.4625;312.4889;1227.2245
-397.2886;217.7619;778.0076;-398.2581;312.6089;972.7683;-390.5577;312.6995;1227.2428
-397.1643;217.6382;778.0117;-398.2016;312.6166;972.6607;-390.6810;313.3207;1227.1638
-397.0514;217.5453;778.0076;-398.1895;312.6542;972.6397;-390.7702;313.4189;1227.1126
-396.8971;217.4499;778.0076;-398.1534;312.6542;972.6324;-390.8665;313.6310;1227.0606
-396.7830;217.4242;777.9781;-398.1291;312.6329;972.6008;-390.8665;313.7091;1226.9734
-396.6392;217.4041;777.9127;-398.1040;312.6329;972.6008;-390.8099;313.8404;1226.8502
-396.5041;217.4041;777.8712;-398.1040;312.6226;972.6324;-390.8099;313.9067;1226.7326
-396.3304;217.4041;777.8712;-398.1040;312.5308;972.6357;-390.8195;313.9071;1226.7326
-396.1450;217.4515;777.8696;-398.1305;312.4193;972.7037;-390.8195;313.9071;1226.7326
-395.9473;217.5052;777.8696;-398.1498;312.3578;972.7584;-390.9017;313.9067;1226.7921
-395.7458;217.5300;777.9073;-398.2104;312.2715;972.8564;-390.9017;313.8337;1226.8334
-395.4935;217.5300;777.9465;-398.3045;312.0666;973.0030;-390.9470;313.6808;1227.1086
-395.2580;217.5300;778.2173;-398.5572;311.6338;973.3260;-390.9470;313.3208;1227.1294
-394.9998;217.4518;778.3498;-398.7555;311.3746;973.5672;-390.9927;312.9652;1227.3992
-394.6759;217.2686;778.4559;-399.0253;311.0505;973.8082;-390.9726;312.5725;1227.3992
-394.3509;217.0341;778.6818;-399.3224;310.8444;974.0400;-390.9927;312.4762;1227.4316
-394.0172;216.7125;779.0174;-399.6983;310.5325;974.2909;-391.0956;312.3531;1227.4579
-393.6285;216.1779;779.2736;-400.1226;310.2120;974.5992;-391.1562;312.3503;1227.6188
-393.1859;215.4734;779.7749;-400.5876;309.9056;974.8539;-391.4248;312.3455;1227.6758
-392.7467;214.5413;780.2366;-401.0793;309.4829;975.0390;-391.6201;312.2164;1227.8609
-392.2798;213.4119;780.8165;-401.7053;308.9091;975.3676;-391.6982;311.8480;1228.0713
-391.7281;211.9443;781.5125;-402.3115;308.5214;975.5822;-391.8638;311.4090;1228.3267
-391.1879;210.1330;782.2430;-402.8568;308.3364;975.6823;-394.2588;308.8950;1231.2773
-390.5625;207.9502;783.1417;-403.5514;307.7505;975.8663;-394.4503;308.6075;1231.5666
-389.9758;205.3262;784.2284;-404.2964;306.6935;976.0640;-394.6671;308.5761;1231.8013
-389.3599;202.1942;785.5021;-405.0900;305.4249;976.3861;-394.7851;308.5761;1232.0423
-388.7694;198.5359;786.9906;-405.7780;304.0901;976.5262;-394.9837;308.5551;1232.3458
-388.1355;194.3861;788.7206;-406.6277;302.2853;976.8569;-395.0403;308.4830;1232.5793
-387.4125;189.6636;790.7283;-407.2161;300.7757;976.8653;-395.0403;307.6929;1232.8730
-386.5346;184.3662;793.0556;-407.9540;298.3135;976.9503;-394.9837;307.6613;1233.1138
-385.5146;178.5306;795.6819;-408.5992;295.9400;977.0596;-394.9837;306.9701;1233.4338
-384.3390;172.2087;798.4560;-409.2613;293.4177;977.2932;-394.9750;306.6765;1233.7862
-382.9997;165.4947;801.9347;-409.6429;290.6849;977.4142;-394.9750;306.6765;1234.1767
-381.4974;158.2350;805.5026;-410.3229;287.3013;977.7988;-394.9750;306.6765;1234.3721
-379.7043;150.4873;809.5768;-410.7641;284.0601;978.0076;-395.0119;306.8398;1234.6696
-377.6821;142.3313;814.0430;-411.3500;280.1612;978.5141;-394.9750;307.3723;1234.6983
-375.4186;133.7113;818.9279;-411.8060;276.2772;978.9724;-394.9715;307.7635;1234.6983
-372.8647;124.7946;824.3179;-412.1503;271.9533;979.5345;-394.8036;308.0705;1234.6983
-370.1248;115.6545;830.1467;-412.4800;267.3274;980.1835;-394.5532;308.3464;1234.5525
-367.1704;106.1885;836.3157;-412.8183;262.3900;981.1996;-394.3943;308.8888;1234.2552
-363.8904;96.5833;843.0347;-412.9798;257.1491;982.1256;-393.2917;309.1976;1232.7888
-360.4039;86.9603;850.1311;-412.9798;251.7168;983.2361;-393.0716;309.5456;1232.4695
-356.6652;77.2590;857.6672;-412.9798;245.9965;984.3388;-392.8065;309.7975;1232.1285
-352.6473;67.6776;865.5799;-413.0141;239.9823;985.6367;-392.5243;310.0281;1231.6914
-348.4032;58.0173;873.9170;-412.8234;233.6793;987.1217;-392.2558;310.2643;1231.1044
-343.9239;48.5680;882.7944;-412.5884;227.5006;990.7541;-391.6803;311.0679;1229.9934
-339.2120;39.1705;891.9002;-412.5727;220.8656;992.6489;-391.4360;311.1844;1229.1166
-334.3430;30.0893;901.5063;-411.8922;214.1077;994.6338;-391.2589;311.1953;1228.0843
-329.4055;21.1649;911.3524;-410.0416;206.9783;994.8753;-390.8043;311.1953;1227.1703
-324.3048;12.5633;921.5395;-409.4482;200.0387;998.2172;-390.3451;311.1953;1225.9336
-318.6475;3.7317;931.1149;-408.0716;192.8295;1000.5435;-389.8362;310.7652;1224.9553
-313.4679;-4.3861;942.0942;-406.5114;185.5528;1003.1011;-389.4432;310.2593;1223.9885
-308.9898;-12.0089;954.2788;-404.7145;178.1824;1005.6938;-388.9687;309.4947;1223.1512
-305.5380;-19.2921;967.3536;-402.8107;170.9314;1008.5194;-388.6868;308.7406;1222.2857
-300.1847;-26.4456;977.8800;-400.5741;163.6919;1011.2334;-388.2973;307.6650;1221.6343
-294.8994;-33.2542;988.2767;-398.1820;156.4090;1014.0571;-387.9139;306.4104;1221.0690
-289.5760;-39.7603;998.5741;-395.6542;149.0820;1017.3482;-387.4153;305.1110;1220.4603
-284.2777;-46.0000;1008.7180;-393.0181;141.7759;1020.8386;-386.7161;303.6077;1219.9167
-279.0254;-51.9100;1018.7646;-390.0158;134.3121;1024.4513;-385.9983;301.7978;1219.7002
-273.7619;-57.5967;1028.5150;-386.9832;127.1294;1028.1877;-385.2872;299.9614;1219.4330
-268.5702;-62.8658;1038.0475;-384.1600;120.5866;1032.2931;-384.0508;297.6844;1219.4330
-263.4260;-67.9810;1047.2844;-381.4197;114.3376;1036.7380;-382.5896;295.2824;1219.4330
-258.3568;-72.8712;1056.3188;-377.8241;107.7250;1040.2810;-381.6973;292.8754;1219.7890
-253.3764;-77.4461;1064.9883;-374.2245;101.3099;1044.1448;-380.6326;290.5252;1219.9998
-248.3615;-81.6995;1073.5280;-370.8632;95.4546;1048.2796;-379.2941;288.1115;1220.3414
-243.4792;-85.8055;1081.6857;-367.2910;89.6549;1052.3384;-377.9105;285.5859;1220.8809
-238.6300;-89.7754;1089.4908;-363.7700;84.2195;1056.4506;-376.7628;283.2408;1221.2011
-233.9268;-93.5708;1096.8602;-359.9736;78.8304;1060.2810;-375.2965;280.6345;1222.0772
-229.3215;-97.1325;1103.9018;-356.9617;73.8190;1065.6942;-373.0997;278.2023;1222.3002
-224.7701;-100.6039;1110.5318;-353.3888;69.1089;1069.8938;-371.7667;275.9329;1222.7317
-220.3660;-103.8601;1116.8043;-349.8167;64.6537;1073.7984;-370.2721;273.6798;1223.3713
-215.9626;-106.8271;1122.8609;-346.2898;60.4387;1077.7842;-368.6997;271.5643;1223.8881
-211.6580;-109.7770;1128.5065;-342.8932;56.4781;1081.8438;-367.1340;269.5504;1223.8881
-207.4102;-112.4898;1133.8611;-339.4866;52.7813;1085.7018;-365.5282;267.5903;1223.8881
-203.2225;-115.0325;1138.8936;-337.6318;49.2757;1090.9785;-364.0319;266.0922;1224.0022
-199.1897;-117.2721;1143.5916;-334.0930;45.9606;1094.0116;-362.7386;264.2411;1224.0022
-195.1594;-119.5170;1147.9655;-330.6816;42.9560;1096.8757;-361.4327;262.4750;1224.0022
-191.1918;-121.4501;1152.1590;-327.3224;40.1359;1099.6723;-360.2439;260.8564;1224.2803
-187.4556;-123.1560;1156.0100;-324.0380;37.5353;1102.2227;-359.1054;259.3570;1224.6227
