XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-372.9856;148.4572;839.5138;-388.2906;238.5847;1039.7794;-392.9578;247.4667;1300.3516
-373.0082;148.4802;839.5174;-388.3250;238.5484;1039.8154;-392.9200;247.3513;1300.3977
-373.0842;148.5198;839.5228;-388.3517;238.5323;1039.8614;-392.9115;247.2318;1300.4437
-373.1548;148.5439;839.5275;-388.3804;238.5071;1039.8947;-392.9115;247.1526;1300.4908
-373.2338;148.5854;839.5360;-388.4205;238.4802;1039.9263;-392.9078;247.0912;1300.5318
-373.3179;148.6108;839.5434;-388.4572;238.4492;1039.9458;-392.9089;247.0287;1300.5693
-373.4295;148.6484;839.5434;-388.5164;238.4232;1039.9620;-392.9089;246.9409;1300.5925
-373.5186;148.6854;839.5518;-388.5571;238.4181;1039.9980;-392.9187;246.8809;1300.6176
-373.6114;148.7104;839.5360;-388.5981;238.4151;1039.9980;-392.9187;246.8182;1300.6438
-373.7251;148.7704;839.5343;-388.6379;238.3985;1039.9980;-392.9231;246.7462;1300.6613
-373.7985;148.7887;839.5152;-388.6617;238.3908;1039.9878;-392.9587;246.6951;1300.6786
-373.8899;148.8138;839.4927;-388.7092;238.3847;1039.9878;-392.9675;246.6496;1300.6843
-373.9524;148.8338;839.4845;-388.7496;238.3847;1039.9878;-392.9941;246.6212;1300.6949
-374.0796;148.8814;839.4613;-388.7986;238.3847;1040.0116;-393.0038;246.5794;1300.7061
-374.2116;148.9314;839.4599;-388.8482;238.3847;1040.0395;-393.0038;246.5620;1300.7221
-374.3064;148.9374;839.4486;-388.9012;238.3847;1040.0719;-393.0088;246.5245;1300.7370
-374.4243;148.9754;839.4174;-388.9624;238.3691;1040.0992;-393.0207;246.4943;1300.7418
-374.5167;149.0176;839.4070;-389.0154;238.3682;1040.1208;-393.0088;246.4656;1300.7630
-374.6184;149.0291;839.3801;-389.0681;238.3682;1040.1473;-393.0088;246.4404;1300.7680
-374.7514;149.0498;839.3324;-389.1287;238.3691;1040.1609;-393.0088;246.4019;1300.7750
-374.8499;149.0774;839.3294;-389.1754;238.3717;1040.1834;-393.0109;246.3733;1300.7844
-374.9646;149.0966;839.3294;-389.2332;238.3785;1040.2128;-393.0109;246.3581;1300.7918
-375.0810;149.1213;839.3324;-389.2926;238.3904;1040.2431;-393.0135;246.3581;1300.8044
-375.1672;149.1801;839.3803;-389.3395;238.4073;1040.2557;-393.0666;246.3581;1300.8184
-375.3282;149.2274;839.3908;-389.3787;238.4208;1040.2610;-393.1246;246.3803;1300.8356
-375.4088;149.2672;839.3908;-389.4360;238.4514;1040.2610;-393.1811;246.3960;1300.8518
-375.4698;149.2699;839.3866;-389.4924;238.4772;1040.2610;-393.2293;246.4339;1300.8524
-375.5978;149.2794;839.3866;-389.5498;238.5190;1040.2596;-393.2988;246.4817;1300.8524
-375.7215;149.2812;839.3184;-389.6175;238.5580;1040.2507;-393.3503;246.5382;1300.8518
-375.7999;149.2929;839.3085;-389.6682;238.6159;1040.2318;-393.4111;246.6028;1300.8509
-375.9127;149.3232;839.3008;-389.7447;238.6804;1040.2270;-393.4564;246.6780;1300.8443
-375.9740;149.3304;839.3008;-389.8135;238.7581;1040.2068;-393.5312;246.7932;1300.8260
-376.1062;149.3889;839.3008;-389.8880;238.8308;1040.2041;-393.5968;246.9347;1300.7992
-376.1929;149.4368;839.3317;-389.9501;238.9166;1040.1833;-393.6933;247.0952;1300.7683
-376.2606;149.4616;839.3319;-390.0215;239.0014;1040.1807;-393.8019;247.2860;1300.7418
-376.3703;149.5166;839.3363;-390.0907;239.0981;1040.1783;-393.9128;247.4668;1300.7212
-376.4334;149.5515;839.3363;-390.1521;239.2155;1040.1778;-394.0029;247.6556;1300.7212
-376.4797;149.5931;839.3776;-390.2316;239.3784;1040.1778;-394.0029;247.8114;1300.7212
-376.5368;149.5931;839.4800;-390.3807;239.5343;1040.1589;-394.0029;247.9264;1300.7546
-376.6013;149.5931;839.5702;-390.5994;239.7828;1040.1433;-393.8133;247.9264;1300.8103
-376.6561;149.5784;839.7936;-390.9331;240.0924;1040.1433;-393.4510;247.9264;1300.8851
-376.7467;149.4961;839.8416;-391.4188;240.4507;1040.1433;-392.9097;247.7289;1300.9231
-376.7467;149.3668;840.3961;-391.9694;240.9701;1040.1332;-392.3299;247.3592;1300.9231
-376.7467;149.0603;840.7370;-392.6241;241.6225;1040.1269;-391.5984;246.7643;1300.9231
-376.7011;148.5622;841.3476;-393.3063;242.4824;1040.0701;-390.9810;246.1063;1300.8990
-376.7011;147.9364;842.2400;-394.0635;243.5839;1039.9897;-390.2100;245.2786;1300.8990
-376.6914;147.1802;843.1882;-395.0136;244.9059;1039.9410;-389.3001;244.3621;1300.8990
-376.6914;146.3775;844.3703;-396.1484;246.4382;1039.9410;-388.2920;243.3732;1300.9451
-376.6914;145.3191;844.9614;-397.6137;248.0752;1039.9410;-387.0655;242.2236;1300.9776
-376.7480;144.4225;846.5547;-399.3656;249.8486;1039.9768;-385.9954;241.2008;1300.9991
-376.6102;143.4023;848.4534;-401.3962;251.9551;1040.0776;-385.2569;240.2146;1300.9994
-376.6102;142.1950;850.8438;-403.7088;254.4347;1040.2272;-384.9545;239.5215;1300.9994
-376.5149;140.7406;853.6529;-406.2081;257.1833;1040.3200;-384.9545;239.5215;1300.9994
-376.0914;138.9992;857.1362;-408.8747;260.3216;1040.4902;-384.9545;239.5215;1300.7338
-375.3472;136.8906;861.3618;-411.6201;263.8583;1040.8748;-385.3548;239.6895;1300.5534
-374.6107;134.5327;866.3081;-414.2977;267.5189;1041.2799;-386.1517;240.8782;1300.5534
-373.9569;131.8839;872.2635;-416.9406;271.2886;1041.9028;-387.0418;242.4310;1300.5534
-373.4146;128.9805;879.1605;-419.4066;275.0025;1042.6082;-387.9906;244.3693;1300.7035
-373.4146;125.7732;886.6102;-421.7005;278.6136;1043.4511;-388.8548;246.4217;1301.0169
-373.4146;122.2362;895.6426;-423.8511;282.0049;1044.4411;-389.3157;247.9906;1301.3522
-373.5755;118.4476;905.0333;-425.9485;285.3330;1045.6781;-389.3157;248.9146;1301.6242
-374.2486;114.2779;915.2772;-428.1163;288.3629;1046.9601;-389.3157;248.9146;1301.6242
-375.3106;109.9937;925.8914;-430.1498;290.9749;1048.1150;-388.7528;248.9146;1301.6242
-376.6671;105.2356;937.5202;-432.3244;293.0981;1049.2821;-387.9951;247.9757;1301.6336
-378.3829;100.5664;949.8779;-434.7551;294.4318;1050.5312;-387.1694;247.7527;1301.6336
-380.3707;95.5716;962.4492;-437.2209;294.5768;1051.8013;-386.7917;247.5066;1301.8211
-382.6258;90.1725;975.7565;-440.4500;294.5768;1053.2848;-386.7917;247.5066;1302.3971
-385.1590;85.0650;989.6774;-442.3257;294.5768;1054.4885;-386.7917;247.7527;1303.1649
-387.9112;80.6625;1003.9368;-444.8908;292.9194;1055.5758;-386.8174;248.6969;1304.0711
-390.6707;74.1790;1017.5105;-447.4562;290.5058;1056.5652;-386.8296;250.1008;1305.0111
-394.0614;69.3852;1033.1890;-449.8325;287.3406;1057.4689;-386.8296;251.3035;1306.1085
-397.8951;63.6228;1048.9948;-452.5548;283.3324;1058.6147;-386.8296;252.5762;1307.3003
-401.8423;58.4073;1065.1674;-456.7752;278.2067;1061.2999;-386.4888;256.3201;1308.3261
-406.0482;52.9729;1081.5879;-459.7527;272.1607;1063.1651;-386.4643;258.5909;1309.9862
-410.4815;47.5154;1098.3949;-463.0120;264.7775;1065.7654;-386.3155;261.5886;1311.6009
-414.8040;43.1442;1115.6071;-467.1079;256.5685;1068.8912;-386.2720;265.6345;1312.9925
-419.2923;37.9173;1132.2874;-471.2151;248.7985;1072.3968;-385.9709;268.0127;1314.5059
-424.6607;31.8946;1149.6319;-475.4667;240.1479;1076.6988;-385.5999;270.9314;1315.9962
-427.9061;31.3163;1167.4299;-480.2801;231.6513;1081.0065;-385.3601;272.9612;1317.6783
-432.2883;26.9858;1185.3309;-484.7568;222.0279;1087.0274;-384.1823;273.3726;1318.8405
-436.9544;22.0087;1202.1401;-491.6877;213.4879;1092.5069;-384.1147;274.4487;1321.2854
-441.3620;18.3024;1220.3008;-496.2749;203.8341;1099.4744;-383.8814;274.8762;1323.6022
-445.1442;15.4793;1237.7688;-498.5491;193.3585;1108.4648;-383.3774;279.5309;1324.2447
-448.8652;12.4780;1255.5414;-503.5654;183.6168;1117.1234;-382.8343;279.8700;1326.2179
-452.2044;9.6525;1272.8687;-507.3638;173.5981;1127.3067;-382.3963;281.9413;1327.6070
-455.4134;6.9292;1290.1190;-510.5957;163.6390;1138.5006;-381.9540;284.4914;1328.3595
-458.4550;3.8757;1307.5831;-514.0713;154.1933;1149.9685;-381.5199;285.2583;1330.0059
-461.1348;1.0498;1324.4518;-517.1940;145.0830;1162.2135;-381.0725;285.6498;1331.3440
-463.9781;-1.6253;1341.6793;-520.2191;136.5485;1174.4875;-380.4526;285.6498;1333.9119
-466.6780;-4.4968;1359.0859;-522.3158;128.2351;1187.8975;-380.0650;285.6498;1335.1909
-469.1963;-7.4101;1376.4123;-524.3716;120.7665;1200.7362;-379.4512;285.3373;1339.0263
-471.4469;-10.3335;1393.4061;-525.6245;113.6967;1214.1428;-378.7663;285.2118;1341.7232
-473.5474;-13.4301;1410.4995;-526.0606;106.7660;1228.4650;-377.9311;285.0307;1344.3160
-475.4049;-16.3609;1427.4760;-526.0606;100.4937;1242.5904;-377.0023;284.8308;1347.5636
-476.9115;-19.4075;1443.9220;-526.0606;94.8406;1256.4038;-376.2879;284.7753;1349.9769
-478.2288;-22.4186;1460.5663;-524.8502;89.3405;1270.6968;-375.3626;284.7521;1352.7184
-479.0660;-25.3528;1476.5706;-523.2919;84.3329;1285.1994;-374.4888;284.7753;1356.1261
-479.2869;-28.2411;1492.2543;-520.8435;79.5193;1299.3557;-373.6008;284.8308;1358.6953
-479.2869;-30.8121;1507.5185;-517.8055;75.4610;1312.4007;-373.2739;285.2264;1359.6978
-479.2869;-32.9987;1522.4520;-514.3970;71.5773;1325.9098;-371.8993;285.6441;1363.7775
-478.5528;-35.2809;1536.9207;-510.3548;67.9773;1339.1854;-371.3796;286.1135;1365.9970
-477.5240;-37.2451;1551.0122;-505.9869;64.8067;1352.6028;-370.9202;287.0977;1367.4422
-476.2728;-38.8500;1564.8954;-501.2484;62.1549;1365.2407;-370.0441;287.9545;1369.8246
-474.8522;-40.4027;1578.1974;-495.9821;59.6488;1377.5804;-369.0160;288.7457;1372.1280
-473.1934;-41.7098;1590.9872;-490.4447;57.6059;1389.6988;-367.6399;288.7457;1374.1732
-471.3905;-42.9765;1603.2948;-484.3574;55.7553;1401.4838;-366.1061;288.7457;1376.3677
-469.4745;-44.2424;1614.9039;-478.0131;54.3047;1412.8690;-364.6692;288.3908;1378.1616
-467.4542;-45.4273;1625.9837;-471.4789;53.2322;1423.8976;-363.5672;287.2847;1379.6915
-465.6391;-47.3823;1635.7026;-464.8593;52.4419;1434.6388;-362.5068;285.7447;1381.5937
-463.7428;-47.8841;1645.9771;-458.3269;52.1259;1444.9956;-361.3768;283.9250;1383.5397
-461.8876;-48.7029;1655.1802;-451.8643;52.1259;1454.9751;-360.0939;282.0865;1385.5233
-460.1572;-49.4520;1663.6218;-445.4259;52.1259;1464.5036;-358.6068;280.6980;1387.9042
-458.4925;-49.9450;1671.7707;-439.5043;52.8666;1473.7582;-356.3712;279.6209;1390.8750
-456.8566;-49.9665;1679.0064;-433.6013;53.4392;1482.4212;-354.3691;279.2769;1393.3003
-455.4017;-49.9665;1685.8397;-428.0118;54.2625;1490.6427;-352.7200;279.0699;1395.8392
-453.8125;-49.9665;1691.9681;-422.6367;55.2086;1498.3591;-351.6657;279.0522;1397.8723
-452.3705;-49.7145;1697.7585;-417.5906;56.2875;1505.6924;-350.8841;279.0522;1399.2551
-451.0377;-49.2100;1703.1552;-412.8453;57.4349;1512.3896;-350.5138;278.7176;1400.5133
-449.7536;-48.5283;1708.1085;-408.2044;58.4610;1518.5798;-350.5138;278.1445;1401.3058
-448.6661;-47.9268;1712.2186;-403.8223;59.3291;1524.1852;-350.4373;277.5238;1402.0356
-447.2987;-46.8779;1716.5592;-399.5794;60.1417;1528.8239;-350.4214;277.2040;1402.9078
-445.8086;-45.6192;1720.2431;-396.2060;61.3950;1533.3520;-349.8765;277.2040;1404.3313
-444.2458;-44.2809;1723.6240;-392.9811;62.4955;1537.1685;-349.2681;277.2040;1405.6259
-442.3964;-42.7448;1727.1578;-390.1477;63.3887;1540.5138;-348.8081;277.5977;1406.6370
-440.7118;-41.3826;1729.6659;-387.7142;64.5011;1543.4961;-348.2576;277.6827;1407.3827
-438.6494;-39.7459;1732.6498;-385.5123;65.4958;1546.0521;-348.2576;277.6827;1407.3827
-436.6230;-38.2722;1735.0835;-383.6601;66.6369;1548.1842;-348.2576;277.6827;1407.3827
-434.6107;-36.9297;1736.9055;-381.9464;67.8005;1550.0762;-348.3144;277.1573;1407.2196
-432.8019;-35.6733;1738.3590;-380.5511;69.2698;1551.6274;-348.6229;277.1573;1406.5921
-431.2924;-34.5211;1739.7834;-379.0460;70.1948;1552.9019;-349.7117;277.1573;1405.5493
-430.0458;-33.3213;1740.8536;-377.6513;70.9081;1553.6546;-350.7528;277.2826;1404.6617
-429.1381;-32.4802;1741.6387;-376.5067;71.4381;1554.1795;-350.7528;278.3749;1404.5862
-428.5174;-31.6914;1741.6649;-375.8622;72.3914;1554.4024;-350.7528;279.6467;1404.5862
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
