XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-27.6631;177.4981;859.7860;-41.3295;268.4457;1050.3762;-51.9074;281.9334;1316.2300
-27.5150;177.5403;859.8481;-41.3471;268.6057;1050.5043;-51.9391;282.1188;1316.3397
-27.3545;177.5922;859.8935;-41.4002;268.7284;1050.5461;-52.0454;282.1822;1316.3489
-27.2448;177.6654;859.9382;-41.4699;268.8158;1050.5565;-52.0824;282.3101;1316.4141
-27.2204;177.7351;860.0310;-41.5057;268.8916;1050.5892;-52.1582;282.4302;1316.4180
-27.1427;177.8130;860.0477;-41.5467;269.0198;1050.6280;-52.2555;282.4964;1316.4180
-27.0610;177.9169;860.0985;-41.5923;269.1143;1050.6463;-52.3839;282.4974;1316.4141
-26.8965;178.0355;860.1207;-41.6100;269.3290;1050.8267;-52.5279;282.6706;1316.4180
-26.7883;178.1424;860.1292;-41.6244;269.4540;1050.8674;-52.6317;282.7931;1316.4266
-26.6091;178.2857;860.1292;-41.6747;269.5647;1050.8674;-52.6672;282.9956;1316.4266
-26.6091;178.3900;860.1321;-41.7147;269.6737;1050.8832;-52.6727;283.1188;1316.4457
-26.6091;178.5082;860.1563;-41.7812;269.7336;1050.8832;-52.6727;283.3158;1316.5396
-26.8869;178.8595;860.3966;-41.8348;269.9650;1050.8059;-52.6727;283.4502;1316.5923
-26.8869;179.0279;860.3966;-41.9700;270.0161;1050.7419;-52.6727;283.6257;1316.5962
-26.8869;179.2176;860.3966;-42.0448;270.0985;1050.7419;-52.7188;283.6747;1316.6170
-26.8474;179.4199;860.3811;-42.1097;270.3141;1050.7419;-52.7282;283.7531;1316.6719
-26.7533;179.6212;860.3801;-42.1245;270.4857;1050.7716;-52.8029;283.7763;1316.6947
-26.7267;179.8355;860.3508;-42.1875;270.6589;1050.8147;-52.8461;283.9860;1316.7473
-26.7247;180.0385;860.3406;-42.2062;270.8663;1050.9169;-52.8858;284.0615;1316.7758
-26.6123;180.2741;860.3084;-42.2776;270.9987;1050.9279;-52.9538;284.1235;1316.7894
-26.6059;180.4951;860.2967;-42.3067;271.1207;1050.9279;-52.9871;284.2272;1316.8800
-26.5293;180.7575;860.2828;-42.3773;271.2585;1050.9279;-53.0136;284.2299;1316.9439
-26.4926;181.0090;860.2754;-42.4317;271.3047;1050.9664;-53.0930;284.2367;1316.9862
-26.4129;181.2575;860.2754;-42.5138;271.4194;1050.9608;-53.1486;284.2367;1317.0520
-26.2399;181.4744;860.2299;-42.5787;271.6699;1050.9608;-53.1772;284.2299;1317.0975
-26.0077;181.6875;860.1412;-42.7146;271.7673;1051.0348;-53.2448;284.1498;1317.1386
-26.0066;181.9532;860.1130;-42.7700;272.0399;1051.0984;-53.2817;284.1345;1317.1752
-25.9548;182.1803;860.1116;-42.8010;272.2296;1051.1678;-53.3771;284.0429;1317.2275
-25.9498;182.3974;860.1051;-42.8579;272.3601;1051.1758;-53.4360;284.0429;1317.2977
-25.7678;182.6715;860.1051;-42.8618;272.5468;1051.2445;-53.5420;284.0429;1317.3455
-25.6510;182.9387;860.1051;-42.8696;272.7649;1051.3274;-53.5855;284.1254;1317.4102
-25.5658;183.1487;860.1227;-42.8984;272.9134;1051.3352;-53.6060;284.2810;1317.4680
-25.5570;183.3904;860.1565;-42.9253;273.0778;1051.3694;-53.6273;284.4946;1317.5303
-25.4362;183.6056;860.1777;-42.9427;273.3033;1051.4451;-53.6998;284.6246;1317.5306
-25.2018;183.8614;860.1798;-42.9427;273.4866;1051.4841;-53.7607;284.7627;1317.5528
-25.1129;184.0878;860.2125;-42.9427;273.6407;1051.4958;-53.8414;284.9399;1317.5812
-25.0288;184.3150;860.2433;-42.9416;273.8139;1051.4958;-53.9892;284.9778;1317.6139
-24.9233;184.5314;860.2637;-42.9385;273.9403;1051.5169;-54.0109;285.1118;1317.6734
-24.8367;184.7244;860.3045;-42.9379;273.9606;1051.5340;-54.1203;285.1833;1317.6765
-24.5985;184.9497;860.3588;-42.8750;274.2199;1051.5442;-54.2748;285.2922;1317.6887
-24.5932;185.0968;860.3698;-42.8554;274.4031;1051.5968;-54.2814;285.5039;1317.7936
-24.4708;185.2933;860.4332;-42.8076;274.6972;1051.7738;-54.3640;285.7056;1317.8234
