RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-527.3599;269.7376;915.5670;-497.7700;364.9464;1139.1906;430.5302;924.4292;501.9570
-527.3703;269.5960;915.6772;-497.7625;364.9384;1139.2321;430.6658;924.1123;501.9296
-527.3984;269.4005;915.8343;-497.7708;364.9336;1139.2870;430.6769;923.6954;501.7130
-527.4524;269.1310;916.0518;-497.8009;364.9313;1139.3598;430.5733;923.1336;501.2862
-527.5429;268.7589;916.3470;-497.8594;364.9293;1139.4548;430.4215;922.3510;500.6627
-527.6839;268.2524;916.7355;-497.9522;364.9271;1139.5748;430.3309;921.2275;499.8591
-527.8895;267.5665;917.2419;-498.0925;364.9157;1139.7226;430.4125;919.6914;498.9444
-528.1811;266.6603;917.8815;-498.3006;364.8790;1139.8984;430.7644;917.6795;497.9876
-528.5811;265.4941;918.6714;-498.5966;364.7984;1140.1009;431.5173;915.0507;497.0364
-529.1154;264.0253;919.6303;-498.9966;364.6605;1140.3326;432.7714;911.6688;496.1173
-529.8115;262.2070;920.7802;-499.5140;364.4460;1140.5920;434.6282;907.4395;495.2994
-530.6970;259.9880;922.1437;-500.1622;364.1331;1140.8733;437.1830;902.1775;494.5874
-531.7957;257.3233;923.7406;-500.9545;363.6943;1141.1726;440.5170;895.6983;493.9938
-533.1310;254.1700;925.5930;-501.9047;363.0983;1141.4862;444.6776;887.8206;493.5209
-534.7225;250.4884;927.7199;-503.0198;362.3182;1141.8161;449.8026;878.4050;493.3113
-536.5860;246.2413;930.1404;-504.3062;361.3253;1142.1615;455.9788;867.3038;493.4755
-538.7318;241.4023;932.8778;-505.7661;360.0877;1142.5130;441.6941;810.2988;591.8142
-541.1667;235.9520;935.9516;-507.4024;358.5776;1142.8696;425.6548;753.6444;692.1139
-543.8909;229.8784;939.3856;-509.2175;356.7646;1143.2325;409.8205;697.4990;792.1600
-546.8990;223.1867;943.1980;-511.2220;354.6022;1143.5971;394.2104;642.0584;891.7277
-550.1790;215.8764;947.4192;-513.3994;352.0828;1143.9784;378.6552;587.2661;990.7831
-553.7143;207.9549;952.0833;-515.7370;349.1968;1144.3885;363.0340;533.2948;1089.2878
-557.4765;199.4373;957.2145;-518.2228;345.9275;1144.8398;347.1998;480.3528;1187.2546
