XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
52.6090;252.9697;897.9943;12.6763;336.4907;1134.2760;-26.4961;342.5042;1455.6857
52.6402;253.0595;898.0299;12.6915;336.5764;1134.3175;-26.5444;342.5551;1455.6881
52.6729;253.1517;898.0673;12.6941;336.6636;1134.3510;-26.6175;342.6771;1455.7124
52.6979;253.2539;898.1169;12.6941;336.7544;1134.3877;-27.4764;343.8007;1456.8374
52.7255;253.3617;898.1463;12.6941;336.8463;1134.4219;-27.6383;344.1057;1457.2006
52.7490;253.4822;898.1869;12.6839;336.9448;1134.4565;-27.7100;344.1057;1457.3151
52.7742;253.6029;898.2185;12.6729;337.0432;1134.4855;-27.7240;344.1057;1457.3844
52.8022;253.7387;898.2551;12.4255;337.5870;1134.8897;-27.8128;344.0681;1457.4918
52.8311;253.8821;898.2825;12.2808;337.9518;1135.1557;-27.8215;343.9005;1457.6145
52.8551;254.0316;898.3002;12.1962;338.2119;1135.3277;-27.8373;343.8163;1457.6931
52.8910;254.1975;898.3122;12.1368;338.4154;1135.4404;-27.8674;343.8163;1457.7376
52.9277;254.3678;898.3206;12.1011;338.5788;1135.5164;-27.9128;343.8163;1457.7692
52.9645;254.5356;898.3294;12.0669;338.7331;1135.5857;-27.9695;343.8183;1457.7979
52.9972;254.7115;898.3396;12.0335;338.8814;1135.6444;-28.0030;343.8530;1457.8221
53.0355;254.8881;898.3396;12.0211;339.0153;1135.6940;-28.0241;343.8664;1457.8378
53.0776;255.0751;898.3396;12.0180;339.1469;1135.7204;-28.0677;343.9155;1457.8621
53.1208;255.2696;898.3285;12.0180;339.2680;1135.7479;-28.1136;343.9453;1457.8621
53.1608;255.4712;898.3207;12.0180;339.3889;1135.7700;-28.1527;344.0148;1457.8692
53.1970;255.6642;898.3207;12.0180;339.5105;1135.7760;-28.1599;344.0222;1457.8692
53.2269;255.8491;898.3207;12.0212;339.6309;1135.7772;-28.1599;344.0267;1457.9378
53.2597;256.0611;898.3313;12.0212;339.7504;1135.7932;-28.1527;344.0303;1457.9576
53.2943;256.2717;898.3396;12.0212;339.8763;1135.8121;-28.1527;344.0376;1458.0685
53.3243;256.4677;898.3472;12.0200;340.0065;1135.8422;-28.1560;344.0605;1458.0942
53.3455;256.6573;898.3627;12.0187;340.1442;1135.8821;-28.1560;344.1530;1458.1218
53.3805;256.8511;898.3801;12.0167;340.2838;1135.9168;-28.1560;344.1640;1458.1583
53.4313;257.0561;898.3802;12.0138;340.4367;1135.9561;-28.1564;344.1959;1458.1695
53.4859;257.2552;898.3808;12.0167;340.5824;1135.9922;-28.1575;344.2467;1458.2211
53.5511;257.4643;898.3869;12.0167;340.7226;1136.0201;-28.1575;344.3355;1458.2624
53.6343;257.6537;898.3902;12.0218;340.8628;1136.0545;-28.2769;344.4731;1458.2624
53.7092;257.8357;898.3923;12.0345;340.9936;1136.0724;-28.3031;344.5650;1458.2624
53.8002;258.0120;898.3951;12.0532;341.1208;1136.0890;-28.4333;344.6762;1458.2460
53.8936;258.1912;898.3953;12.0801;341.2446;1136.1040;-28.4790;344.7142;1458.2392
53.9915;258.3906;898.4382;12.1066;341.3621;1136.1168;-28.4793;344.7543;1458.2392
54.0863;258.5966;898.4958;12.1220;341.4804;1136.1294;-28.5091;344.8331;1458.2460
54.1569;258.7756;898.5627;12.1458;341.5977;1136.1530;-28.5155;344.8986;1458.2625
54.2359;258.9489;898.6250;12.1714;341.7206;1136.1791;-28.5164;344.9726;1458.2762
54.3249;259.1117;898.6657;12.1983;341.8346;1136.1949;-28.5155;345.0545;1458.2820
54.4006;259.2658;898.7108;12.2219;341.9592;1136.2179;-28.5155;345.1347;1458.2933
54.4834;259.4209;898.7645;12.2515;342.0764;1136.2429;-28.5133;345.2217;1458.3840
54.5681;259.5533;898.7847;12.2757;342.2006;1136.2650;-28.4554;345.3572;1458.3944
54.6480;259.6719;898.8149;12.2949;342.3243;1136.2899;-28.4343;345.4107;1458.4215
54.7220;259.7900;898.8459;12.3139;342.4477;1136.3160;-28.4343;345.5255;1458.4215
54.7972;259.9017;898.8840;12.3349;342.5636;1136.3413;-28.4343;345.6668;1458.4215
54.8725;260.0035;898.9141;12.3589;342.6824;1136.3757;-28.5287;345.8421;1458.4037
54.9318;260.0928;898.9516;12.3808;342.7923;1136.4010;-28.5541;346.0452;1458.3990
54.9962;260.1852;898.9925;12.4065;342.8925;1136.4111;-28.5797;346.1852;1458.3881
55.0631;260.2688;899.0214;12.4276;342.9871;1136.4142;-28.6005;346.3423;1458.3990
55.1314;260.3448;899.0454;12.4599;343.0792;1136.4175;-28.6197;346.4445;1458.3990
55.1917;260.4235;899.0858;12.4782;343.1752;1136.4267;-28.6823;346.5932;1458.4006
55.2560;260.5029;899.1212;12.4911;343.2723;1136.4434;-28.7006;346.6984;1458.4035
55.3222;260.5743;899.1733;12.5115;343.3703;1136.4686;-28.7213;346.8272;1458.4225
55.4008;260.6368;899.2197;12.5363;343.4918;1136.5190;-28.8610;346.9500;1458.4853
55.4753;260.6976;899.3020;12.5851;343.6273;1136.5894;-29.0346;347.0371;1458.5701
55.5647;260.7539;899.4327;12.6795;343.7853;1136.6805;-29.3443;347.1584;1458.6719
55.6753;260.7539;899.5935;12.8029;343.9761;1136.7927;-29.6154;347.2563;1458.8525
55.7992;260.7539;899.8100;12.9688;344.1956;1136.9330;-30.0537;347.2563;1458.8987
55.9521;260.7085;900.1059;13.1800;344.4621;1137.0994;-30.3814;347.2563;1458.9096
56.1470;260.5588;900.5183;13.4469;344.8008;1137.2777;-30.9688;347.1254;1458.9139
56.4163;260.3059;901.0353;13.8163;345.2480;1137.4967;-31.6306;346.8222;1458.9276
56.7978;259.8991;901.7539;14.3386;345.7203;1137.7353;-32.3974;346.3827;1458.9276
57.2957;259.2592;902.7283;15.0081;346.3298;1138.0096;-32.9297;345.9917;1459.1535
