XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-501.4654;254.1989;908.3906;-470.9947;341.9900;1130.3887;-416.3161;340.4879;1458.4013
-501.5251;254.1083;908.4403;-470.9955;341.9957;1130.3887;-416.3143;340.6611;1458.4149
-501.5918;254.0135;908.4781;-471.0173;342.0040;1130.3857;-416.2953;340.8290;1458.4149
-501.6647;253.9117;908.5231;-471.0311;342.0040;1130.3776;-416.2837;341.0190;1458.4149
-501.7474;253.7983;908.5605;-471.0364;342.0040;1130.3672;-416.2706;341.1979;1458.3927
-501.8303;253.6711;908.6167;-471.0364;341.9987;1130.3487;-416.2669;341.3892;1458.3727
-501.9040;253.5394;908.6422;-471.0364;341.9987;1130.3192;-416.2398;341.5806;1458.3408
-501.9870;253.4017;908.6783;-471.0115;341.9987;1130.3018;-416.2179;341.7574;1458.3164
-502.0801;253.2453;908.7257;-470.9786;342.0128;1130.2857;-416.1910;341.9162;1458.2934
-502.1832;253.0769;908.7741;-470.9710;342.0218;1130.2507;-416.1330;342.0153;1458.2578
-502.3262;252.8772;908.8717;-470.9242;342.0816;1130.2507;-416.0725;342.0153;1458.2373
-502.5126;252.6265;909.0235;-470.8523;342.1783;1130.2469;-416.0031;342.0153;1458.2360
-502.7163;252.2890;909.2732;-470.8242;342.3490;1130.2408;-415.8721;341.8129;1458.2338
-502.9542;251.8552;909.5632;-470.8242;342.4778;1130.2469;-415.7338;341.5389;1458.2320
-503.2434;251.2735;910.0159;-470.8242;342.7073;1130.2622;-415.5106;341.0147;1458.2320
-503.6228;250.5354;910.5741;-470.9719;343.0901;1130.2725;-415.1691;340.1707;1458.2320
-504.0355;249.5865;911.3631;-471.1654;343.3198;1130.3000;-414.8980;339.5368;1458.2320
-504.5007;248.4022;912.3495;-471.5531;343.8059;1130.4770;-414.5207;338.6237;1458.2357
-505.0012;246.9902;913.5619;-472.0166;344.2648;1130.7296;-414.2371;337.9235;1458.3183
-505.5892;245.3504;914.9850;-472.5832;344.6747;1131.0590;-414.0561;337.6620;1458.4944
-506.2609;243.4658;916.5782;-473.2041;345.0012;1131.4090;-414.0561;337.6620;1458.7833
-507.1033;241.4234;918.2610;-473.9088;345.2543;1131.8165;-414.0561;337.6620;1459.1786
-508.1198;239.0730;920.0883;-474.6584;345.2543;1132.2388;-414.1372;338.0447;1459.6099
-509.2907;236.4498;921.9514;-475.5089;345.2543;1132.6683;-414.1372;338.3810;1460.0675
-510.7246;233.4676;924.1247;-476.4298;345.2350;1133.1516;-414.1372;338.7060;1460.4550
-512.2719;230.0475;926.5427;-477.4874;344.9716;1133.7035;-414.0516;338.8490;1460.8202
-513.9798;226.2477;929.2169;-478.7183;344.4361;1134.2754;-413.8459;338.9234;1461.1417
-515.6777;221.8500;932.1792;-480.1323;343.6668;1134.8776;-413.5534;339.0819;1461.4105
-517.4503;216.9183;935.3781;-481.7122;342.6707;1135.5135;-413.2523;339.3284;1461.7032
-519.2884;211.5073;938.8542;-483.4382;341.3873;1136.1919;-412.9103;339.6406;1461.9586
-521.2064;205.5385;942.7010;-485.3199;339.8390;1136.8362;-412.5140;339.9669;1462.2036
-523.2311;199.1027;946.9059;-487.3218;338.0253;1137.5773;-412.0914;340.2626;1462.4289
-525.4130;192.2493;951.6146;-489.7713;335.4738;1138.0796;-411.5415;340.6415;1462.4686
-527.7563;184.9358;956.7259;-492.2199;332.7156;1138.7447;-410.9532;341.0208;1462.4921
-530.2001;177.2836;962.2809;-494.6212;329.9212;1139.6140;-410.3795;341.4282;1462.4921
-532.7771;169.2797;968.2220;-497.1218;326.9530;1140.6951;-409.7582;341.8495;1462.4921
-535.3689;161.0572;974.5494;-499.7490;323.8753;1141.9111;-409.0206;342.1889;1462.4851
-538.0069;152.5471;981.3510;-502.5396;320.5106;1143.1932;-408.2870;342.3865;1462.4624
-540.6711;143.8051;988.6161;-505.4476;316.8013;1144.7699;-407.4241;342.6827;1462.3971
-543.2553;134.8012;996.5153;-508.2824;312.9556;1146.3998;-406.7155;343.0538;1462.3971
-545.6030;125.5330;1004.8443;-510.8349;309.0851;1147.6997;-406.4033;344.2424;1462.3971
-547.8371;116.1200;1013.8891;-513.5507;305.4130;1149.8468;-405.9663;345.3700;1462.4256
-549.7916;106.5194;1023.4356;-516.0769;301.2946;1152.2251;-405.5841;346.4693;1462.4949
-551.4736;96.8385;1033.5919;-518.6350;296.8863;1154.7426;-405.1428;347.3612;1462.5592
-552.9759;87.1128;1044.4454;-521.3798;292.1787;1157.1519;-404.5814;347.7060;1462.6308
-554.0987;77.4460;1055.6089;-524.0485;287.1826;1159.9373;-404.0316;347.9576;1462.8108
-555.0086;67.7681;1067.5508;-526.5246;282.0323;1162.9350;-403.5080;348.1839;1463.1126
-555.2912;58.0064;1080.0869;-529.0230;276.4269;1166.1018;-402.9745;348.3898;1463.3668
-555.2912;48.1578;1093.1649;-531.3356;270.5888;1169.4967;-402.4806;348.5963;1463.6689
-555.2912;38.5314;1107.0909;-533.5305;264.5016;1173.0819;-401.9808;348.6370;1464.0629
-554.6148;28.9486;1121.4299;-535.6775;258.0812;1176.9299;-401.4313;348.6370;1464.3938
-553.6251;19.5510;1136.3011;-537.6652;251.5137;1181.1484;-400.9069;348.6373;1464.8013
-552.4125;10.4644;1151.5757;-539.6018;244.6630;1185.6949;-400.3347;348.6537;1465.2154
-550.4739;1.0899;1166.2654;-541.3922;237.4959;1190.4778;-399.8461;348.7027;1465.6978
-548.8713;-7.7569;1181.8783;-543.2966;230.0384;1195.7575;-399.2626;348.7855;1466.0342
-546.9836;-16.0639;1197.9698;-544.9993;222.4522;1201.3290;-398.7114;348.7855;1466.4048
-544.8066;-24.0016;1214.2469;-546.2984;215.1371;1207.4817;-398.0872;348.8537;1466.4048
-542.3205;-31.6553;1230.5875;-547.6534;207.9276;1213.5709;-397.4999;348.8957;1466.5858
-539.5623;-38.8874;1247.1131;-548.8231;198.3342;1221.5677;-397.4756;351.4082;1466.8993
-536.5414;-45.7255;1263.7448;-549.3500;189.2708;1229.2331;-397.0621;351.8815;1466.9239
-533.2722;-52.1671;1280.4255;-549.8372;181.1666;1236.3488;-396.6634;352.1972;1466.9239
-529.7663;-58.2573;1297.0396;-549.8372;173.2467;1243.4942;-396.5046;352.8158;1467.1832
-526.0737;-63.9647;1313.5342;-549.8372;164.8036;1250.7395;-396.4585;353.1284;1467.8221
-522.1810;-69.2007;1329.7826;-549.0739;156.1651;1257.1746;-396.3217;353.3174;1468.6839
-518.1208;-74.1566;1345.9025;-548.0316;148.2247;1265.0780;-396.2945;353.3174;1469.5316
-513.8618;-78.7834;1361.7860;-546.7589;140.2850;1272.9878;-396.0777;353.3174;1470.5788
-509.4164;-82.9691;1377.4470;-545.4181;132.5806;1281.2418;-395.6860;352.7844;1471.6300
